pmid	year	journal	title
27935865	2016	Oncotarget	Bronchial airway gene expression signatures in mouse lung squamous cell carcinoma and their modulation by cancer chemopreventive agents.
27930695	2016	PLoS One	Coordinated Activation of VEGF/VEGFR-2 and PPARδ Pathways by a Multi-Component Chinese Medicine DHI Accelerated Recovery from Peripheral Arterial Disease in Type 2 Diabetic Mice.
27930681	2016	PLoS One	Transcriptomic Changes in Liver of Young Bulls Caused by Diets Low in Mineral and Protein Contents and Supplemented with n-3 Fatty Acids and Conjugated Linoleic Acid.
27927764	2016	J Gerontol A Biol Sci Med Sci	Circulating MicroRNA Are Predictive of Aging and Acute Adaptive Response to Resistance Exercise in Men.
27925796	2016	Am J Respir Crit Care Med	A Severe Asthma Disease Signature from Gene Expression Profiling of Peripheral Blood from U-BIOPRED Cohorts.
27916491	2016	Environ Pollut	Gene expression profiling to identify the toxicities and potentially relevant human disease outcomes associated with environmental heavy metal exposure.
27915054	2016	Fitoterapia	Curdione attenuates thrombin-induced human platelet activation: β1-tubulin as a potential therapeutic target.
27911093	2016	Nutr Cancer	DNA Microarray Profiling Highlights Nrf2-Mediated Chemoprevention Targeted by Wasabi-Derived Isothiocyanates in HepG2 Cells.
27907007	2016	PLoS One	Exploring Regulatory Mechanisms of Atrial Myocyte Hypertrophy of Mitral Regurgitation through Gene Expression Profiling Analysis: Role of NFAT in Cardiac Hypertrophy.
27906199	2016	Genet Med	Microduplication of the ARID1A gene causes intellectual disability with recognizable syndromic features.
27900352	2016	Data Brief	Genomic data on breast cancer transcript profile modulation by 17beta-hydroxysteroid dehydrogenase type 1 and 17-beta-estradiol.
27899881	2016	Front Mol Neurosci	Transcriptomics of Environmental Enrichment Reveals a Role for Retinoic Acid Signaling in Addiction.
27896820	2016	Laryngoscope	PPARγ targeted oral cancer treatment and additional utility of genomics analytic techniques.
27889934	2016	Microcirculation	Vascular cell transcriptomic changes to exercise training differ directionally along and between skeletal muscle arteriolar trees.
27888796	2016	Oncotarget	Altered DNA methylation in neonates born large-for-gestational-age is associated with cardiometabolic risk in children.
27880890	2016	Behav Brain Res	Potential antidepressant and resilience mechanism revealed by metabolomic study on peripheral blood mononuclear cells of stress resilient rats.
27876019	2016	BMC Cancer	A systematic comparison of copy number alterations in four types of female cancer.
27875983	2016	BMC Genomics	Liver transcriptome response to hyperthermic stress in three distinct chicken lines.
27875309	2016	J Biol Chem	RNA Sequencing Reveals a Role of TonEBP Transcription Factor in Regulation of Pro-inflammatory Genes in Response to Hyperosmolarity in Healthy Nucleus Pulposus Cells: A HOMEOSTATIC RESPONSE?
27871310	2016	Hum Genomics	Transcriptome analysis reveals manifold mechanisms of cyst development in ADPKD.
27867936	2016	Mol Neuropsychiatry	Effects of Lithium Monotherapy for Bipolar Disorder on Gene Expression in Peripheral Lymphocytes.
27862217	2016	J Cell Biochem	Genome-Wide Transcriptome Profiling of the Neoplastic Giant Cell Tumor of Bone Stromal Cells by RNA Sequencing.
27857231	2016	Sci Rep	Quantitative proteomic analysis of age-related subventricular zone proteins associated with neurodegenerative disease.
27856519	2016	Exp Biol Med (Maywood)	Transcriptional landscape analysis identifies differently expressed genes involved in follicle-stimulating hormone induced postmenopausal osteoporosis.
27855634	2016	BMC Genomics	Identification of novel targets of diabetic nephropathy and PEDF peptide treatment using RNA-seq.
27852701	2016	Clin Cancer Res	BAI1 Orchestrates Macrophage Inflammatory Response to HSV Infection- implications for Oncolytic Viral Therapy.
27845896	2016	Oncotarget	Ribosomal protein L34 promotes the proliferation, invasion and metastasis of pancreatic cancer cells.
27845690	2016	Reproduction	Characterization of the cervical mucus plug in mares.
27841313	2016	Sci Rep	Increased expression of proenkephalin and prodynorphin mRNAs in the nucleus accumbens of compulsive methamphetamine taking rats.
27837624	2016	J BUON	Integrating differential pathway analysis with Monte Carlo cross-validation reveals seed cross-talks in non-small cell lung carcinoma.
27835693	2016	PLoS One	RNA-seq Analysis Reveals Unique Transcriptome Signatures in Systemic Lupus Erythematosus Patients with Distinct Autoantibody Specificities.
27833104	2016	Sci Rep	Analysis of Zinc-Exporters Expression in Prostate Cancer.
27829535	2016	J Autoimmun	A critical role of transcription factor YY1 in rheumatoid arthritis by regulation of interleukin-6.
27825128	2016	Oncotarget	Activation of the basal cell carcinoma pathway in a patient with CNS HGNET-BCOR diagnosis: consequences for personalized targeted therapy.
27824156	2016	Sci Rep	Genomic and transcriptomic profiling of resistant CEM/ADR-5000 and sensitive CCRF-CEM leukaemia cells for unravelling the full complexity of multi-factorial multidrug resistance.
27819514	2016	Brain Inj	Differential expression of microRNAs in the brains of mice subjected to increasing grade of mild traumatic brain injury.
27814527	2016	Environ Pollut	An integrated omic analysis of hepatic alteration in medaka fish chronically exposed to cyanotoxins with possible mechanisms of reproductive toxicity.
27812180	2016	PLoS One	Comparative Gene Expression Profiling of Primary and Metastatic Renal Cell Carcinoma Stem Cell-Like Cancer Cells.
27765658	2016	Toxicol Appl Pharmacol	Occupational exposures at a polyvinyl chloride production facility are associated with significant changes to the plasma metabolome.
27717806	2016	Neuroscience	Convergent transcriptomics and proteomics of environmental enrichment and cocaine identifies novel therapeutic strategies for addiction.
27808086	2016	Immunol Cell Biol	Vascular endothelial growth factor promotes the activation of hepatic stellate cells in chronic schistosomiasis.
27807068	2016	Cancer Genomics Proteomics	In Silico Analysis Validates Proteomic Findings of Formalin-fixed Paraffin Embedded Cutaneous Squamous Cell Carcinoma Tissue.
27806685	2016	BMC Genomics	Prepartum body condition score and plane of nutrition affect the hepatic transcriptome during the transition period in grazing dairy cows.
27664182	2016	Physiol Genomics	Effects of dietary forage and calf starter on ruminal pH and transcriptomic adaptation of the rumen epithelium in Holstein calves during the weaning transition.
27559149	2016	Mol Hum Reprod	Differences in cumulus cell gene expression indicate the benefit of a pre-maturation step to improve in-vitro bovine embryo production.
27454708	2016	Planta Med	Estrogenic Activity of Hyperforin in MCF-7 Human Breast Cancer Cells Transfected with Estrogen Receptor.
27704275	2016	Apoptosis	Dynamic quantitative proteomics characterization of TNF-α-induced necroptosis.
27782354	2016	Clin Physiol Funct Imaging	Effects of enhanced external counterpulsation on skeletal muscle gene expression in patients with severe heart failure.
27777632	2016	Genes Nutr	The effect of maternal undernutrition on the rat placental transcriptome: protein restriction up-regulates cholesterol transport.
27777363	2016	Hypertension	Transcriptome Pathway Analysis of Pathological and Physiological Aldosterone-Producing Human Tissues.
27775663	2016	Int J Mol Sci	Differential Amino Acid, Carbohydrate and Lipid Metabolism Perpetuations Involved in a Subtype of Rheumatoid Arthritis with Chinese Medicine Cold Pattern.
27641506	2016	Biochim Biophys Acta	Integrative genomic and network analysis identified novel genes associated with the development of advanced cervical squamous cell carcinoma.
27764764	2016	Physiol Genomics	Transcriptomic differences in intra-abdominal adipose tissue in extremely obese adolescents with different stages of NAFLD.
27762100	2016	Genes Brain Behav	Inhibition of DNA methyltransferases regulates cocaine self-administration by rats: a genome-wide DNA methylation study.
27656771	2016	Pediatr Res	Trinitrobenzene sulfonic acid-induced intestinal injury in neonatal mice activates transcriptional networks similar to those seen in human necrotizing enterocolitis.
27753891	2016	J Hypertens	ISH NIA OS-06 PUTATIVE MECHANISMS FOR CEREBROVASCULAR REMODELLING IN THE SPONTANEOUSLY HYPERTENSIVE RAT (SHR) USING TRANSCRIPTOMICS.
27753538	2016	Cell Cycle	Expression and prognostic significance of the autoimmune regulator gene in breast cancer cells.
27752882	2016	J Neurooncol	Gene expression, signal transduction pathways and functional networks associated with growth of sporadic vestibular schwannomas.
27749006	2016	Mol Nutr Food Res	An extra virgin olive oil rich diet intervention ameliorates the nonalcoholic steatohepatitis induced by a high-fat &quot;Western-type&quot; diet in mice.
27748636	2016	Immunopharmacol Immunotoxicol	Influence of 5-amino-3-methyl-4-isoxazolecarbohydrazide on selective gene expression in Caco-2 cultured cells.
27731332	2016	Eur J Clin Nutr	Urinary chromium is associated with changes in leukocyte miRNA expression in obese subjects.
27725776	2016	Sci Rep	Leukocyte immunoglobulin-like receptor B4 regulates key signalling molecules involved in FcγRI-mediated clathrin-dependent endocytosis and phagocytosis.
27713912	2016	Oncoscience	Targeted proteomic approach in prostatic tissue: a panel of potential biomarkers for cancer detection.
27713610	2016	Acta Cardiol Sin	Hydrogen Sulfide Modulates the S-Nitrosoproteome and the Mitochondrial Morphology in Endothelial Cells.
27709720	2016	J Obstet Gynaecol Res	Differential micro ribonucleic acid expression profiling in ovarian endometrioma with leuprolide acetate treatment.
27708692	2016	Chin Med	In silico profiling for secondary metabolites from Lepidium meyenii (maca) by the pharmacophore and ligand-shape-based joint approach.
27698376	2016	Sci Rep	Metabolomics reveals the mechanisms for the cardiotoxicity of Pinelliae Rhizoma and the toxicity-reducing effect of processing.
27693538	2016	Mol Cell Endocrinol	Gene expression profiling of bovine ovarian follicular and luteal cells provides insight into cellular identities and functions.
27689529	2016	Aging (Albany NY)	Global gene profiling of aging lungs in Atp8b1 mutant mice.
27688749	2016	Gastroenterol Res Pract	Reduced Representation Bisulfite Sequencing Determination of Distinctive DNA Hypermethylated Genes in the Progression to Colon Cancer in African Americans.
27685785	2016	PLoS One	Bisphenol A and Bisphenol S Induce Distinct Transcriptional Profiles in Differentiating Human Primary Preadipocytes.
27661612	2016	PLoS Negl Trop Dis	Transcriptomic Study on Ovine Immune Responses to Fasciola hepatica Infection.
27659785	2016	J Cancer Res Clin Oncol	Quantitative proteome analysis of colorectal cancer-related differential proteins.
27659347	2016	J Genet	Comparative analysis of gene expression profiles of OPN signaling pathway in four kinds of liver diseases.
27658825	2016	BMC Cancer	A prospective comparison of ER, PR, Ki67 and gene expression in paired sequential core biopsies of primary, untreated breast cancer.
27644562	2016	J Med Invest	Serine/arginine-rich splicing factor 7 regulates p21-dependent growth arrest in colon cancer cells.
27642623	2016	Data Brief	Hepatic SILAC proteomic data from PANDER transgenic model.
27636589	2016	Cancer Sci	Establishment of MAGEC2-knockout cells and functional investigation of MAGEC2 in tumor cells.
27635260	2016	Int J Proteomics	S-Nitrosylation Proteome Profile of Peripheral Blood Mononuclear Cells in Human Heart Failure.
27635087	2016	Circ Res	Atherosclerosis-Driven Treg Plasticity Results in Formation of a Dysfunctional Subset of Plastic IFNγ+ Th1/Tregs.
27626938	2016	PLoS One	Proteomic Assessment of Biochemical Pathways That Are Critical to Nickel-Induced Toxicity Responses in Human Epithelial Cells.
27626164	2016	Oncotarget	Quantitative proteomics reveals FLNC as a potential progression marker for the development of hepatocellular carcinoma.
27614199	2016	Reprod Toxicol	Effects of long-term endocrine disrupting compound exposure on Macaca mulatta embryonic stem cells.
27612325	2016	Mol Reprod Dev	Proteomic and network analysis of pregnancy-induced changes in the porcine endometrium on Day 12 of gestation.
27611787	2016	PLoS One	Titanium and Zirconium Levels Are Associated with Changes in MicroRNAs Expression: Results from a Human Cross-Sectional Study on Obese Population.
27611643	2016	PLoS One	Transient Shifts of Incubation Temperature Reveal Immediate and Long-Term Transcriptional Response in Chicken Breast Muscle Underpinning Resilience and Phenotypic Plasticity.
27609758	2016	Mol Hum Reprod	Identification of genes differentially expressed in menstrual breakdown and repair.
27602906	2016	J Trauma Acute Care Surg	Alterations in the human proteome following administration of valproic acid.
27593565	2016	Gene	Comparative analysis of regulatory roles of P38 signaling pathway in 8 types liver cell during liver regeneration.
27588466	2016	Oncotarget	Involvement of let-7 microRNA for the therapeutic effects of Rhenium-188-embedded liposomal nanoparticles on orthotopic human head and neck cancer model.
27586962	2016	Sci Rep	Suppression of fat deposition in broiler chickens by (-)-hydroxycitric acid supplementation: A proteomics perspective.
27586307	2016	Sci Rep	DDX3X promotes the biogenesis of a subset of miRNAs and the potential roles they played in cancer development.
27581151	2016	Methods Mol Biol	An Integrative Analysis of microRNA and mRNA Profiling in CML Stem Cells.
27574806	2016	PLoS One	Kinase Gene Expression Profiling of Metastatic Clear Cell Renal Cell Carcinoma Tissue Identifies Potential New Therapeutic Targets.
27558222	2016	BMC Genomics	Sea lampreys elicit strong transcriptomic responses in the lake trout liver during parasitism.
27551322	2016	Genes Nutr	Coordinated regulation of hepatic and adipose tissue transcriptomes by the oral administration of an amino acid mixture simulating the larval saliva of Vespa species.
27550649	2016	Sci Rep	Transcriptome and proteome characterization of surface ectoderm cells differentiated from human iPSCs.
27544780	2016	Mol Cell Endocrinol	Estradiol-independent modulation of breast cancer transcript profile by 17beta-hydroxysteroid dehydrogenase type 1.
27534557	2016	J Immunol	MicroRNA-17 Suppresses TNF-α Signaling by Interfering with TRAF2 and cIAP2 Association in Rheumatoid Arthritis Synovial Fibroblasts.
27524492	2016	Tumour Biol	hsa-miR-135a-1 inhibits prostate cancer cell growth and migration by targeting EGFR.
27508934	2016	PLoS One	Transcriptome Analysis Reveals Regulation of Gene Expression for Lipid Catabolism in Young Broilers by Butyrate Glycerides.
27506416	2016	Toxicol Lett	Extracellular vesicle-driven information mediates the long-term effects of particulate matter exposure on coagulation and inflammation pathways.
27499265	2016	Mol Oncol	Proteomic characterization of peroxisome proliferator-activated receptor-γ (PPARγ) overexpressing or silenced colorectal cancer cells unveils a novel protein network associated with an aggressive phenotype.
27487029	2016	PLoS One	RNAseq Analyses Identify Tumor Necrosis Factor-Mediated Inflammation as a Major Abnormality in ALS Spinal Cord.
27485826	2016	Sci Rep	Genome-wide association study of aggressive behaviour in chicken.
27482301	2016	Genes Environ	Collaborative studies in toxicogenomics in rodent liver in JEMS·MMS; a useful application of principal component analysis on toxicogenomics.
27478826	2016	Biomed Res Int	Mitochondria Biogenesis and Bioenergetics Gene Profiles in Isogenic Prostate Cells with Different Malignant Phenotypes.
27473664	2016	Clin Exp Allergy	Influence of Aspergillus fumigatus conidia viability on murine pulmonary microRNA and mRNA expression following subchronic inhalation exposure.
27463019	2016	Oncotarget	Plasma MiRNA alterations between NSCLC patients harboring Del19 and L858R EGFR mutations.
27448656	2016	J Ovarian Res	The oviductal transcriptome is influenced by a local ovarian effect in the sow.
27434537	2016	PLoS One	Full Spectrum of LPS Activation in Alveolar Macrophages of Healthy Volunteers by Whole Transcriptomic Profiling.
27432344	2016	Cancer Prev Res (Phila)	Celecoxib Alters the Intestinal Microbiota and Metabolome in Association with Reducing Polyp Burden.
27430367	2016	Mol Med Rep	Effects of imatinib and nilotinib on the whole transcriptome of cultured murine osteoblasts.
27429799	2016	J Ophthalmol	Comparison of In Vivo Gene Expression Profiling of RPE/Choroid following Intravitreal Injection of Dexamethasone and Triamcinolone Acetonide.
27422997	2016	Am J Physiol Lung Cell Mol Physiol	Role of mesothelin in carbon nanotube-induced carcinogenic transformation of human bronchial epithelial cells.
27417235	2016	Int J Biochem Cell Biol	A 3-methylcrotonyl-CoA carboxylase deficient human skin fibroblast transcriptome reveals underlying mitochondrial dysfunction and oxidative stress.
27414783	2016	Mol Biol (Mosk)	[SPINK3: A novel growth factor that promotes rat liver regeneration].
27415467	2016	Epigenetics	DNA methylome changes by estradiol benzoate and bisphenol A links early-life environmental exposures to prostate cancer risk.
27412694	2016	Mol Biosyst	Mastitomics, the integrated omics of bovine milk in an experimental model of Streptococcus uberis mastitis: 2. Label-free relative quantitative proteomics.
27403997	2016	Invest Ophthalmol Vis Sci	Modeling Keratoconus Using Induced Pluripotent Stem Cells.
27401718	2016	Virchows Arch	Whole-transcriptome analysis of chordoma of the skull base.
27399650	2016	PLoS Pathog	Genetic Architecture of Group A Streptococcal Necrotizing Soft Tissue Infections in the Mouse.
27399248	2016	Neurol Res	High-resolution arrays reveal burden of copy number variations on Parkinson disease genes associated with increased disease risk in random cohorts.
27396604	2016	Curr Cancer Drug Targets	Targeting Aurora A kinase with Alisertib (ALS) Induces Autophagy and Cell Cycle Arrest and Increases Chemosensitivity in Hepatoblastoma HepG2 Cells.
27393347	2016	J Neurooncol	Integrative analysis of diffusion-weighted MRI and genomic data to inform treatment of glioblastoma.
27391064	2016	Oncotarget	In-depth proteomic profiling of the uveal melanoma secretome.
27390218	2016	CNS Neurosci Ther	Lentivirus-Mediated Overexpression of MicroRNA-210 Improves Long-Term Outcomes after Focal Cerebral Ischemia in Mice.
27381806	2016	Proteomics Clin Appl	Comparative proteomics of umbilical vein blood plasma from normal and gestational diabetes mellitus patients reveals differentially expressed proteins associated with childhood obesity.
27369327	2016	Neurosci Lett	Alterations of miRNAs reveal a dysregulated molecular regulatory network in Parkinson's disease striatum.
27365376	2016	Cancer Genomics Proteomics	Overexpression of HPV16 E6* Alters β-Integrin and Mitochondrial Dysfunction Pathways in Cervical Cancer Cells.
27352120	2016	Clin Transplant	Differential gene expression pattern in biopsies with renal allograft pyelonephritis and allograft rejection.
27348131	2016	Pharmacogenomics	Antihypertensive therapy in pre-eclampsia: effects of plasma from nonresponsive patients on endothelial gene expression.
27345435	2016	J Biomed Mater Res A	The effect of chemically modified electrospun silica nanofiber on the mRNA and miRNA expression profile of neural stem cell differentiation.
27340088	2016	Behav Brain Res	2D-gel based proteomics unravels neurogenesis and energetic metabolism dysfunction of the olfactory bulb in CUMS rat model.
27336699	2016	PLoS One	The Impact of Intramammary Escherichia coli Challenge on Liver and Mammary Transcriptome and Cross-Talk in Dairy Cows during Early Lactation Using RNAseq.
27330311	2016	Onco Targets Ther	Filtered selection coupled with support vector machines generate a functionally relevant prediction model for colorectal cancer.
27326854	2016	PLoS One	Expression Profile and Function Analysis of LncRNAs during Priming Phase of Rat Liver Regeneration.
27321975	2016	Toxicol Appl Pharmacol	Smoking-related microRNAs and mRNAs in human peripheral blood mononuclear cells.
27312686	2016	Laryngoscope	Biological significance of genome-wide DNA methylation profiles in keloids.
27302879	2016	J Dent Res	Identification of Master Regulator Genes in Human Periodontitis.
27297950	2016	J Am Soc Nephrol	Genome-Wide Gene Expression Profiling of Randall's Plaques in Calcium Oxalate Stone Formers.
27289203	2016	Chemosphere	Fatty liver disease induced by perfluorooctane sulfonate: Novel insight from transcriptome analysis.
27288846	2016	Life Sci	Identification of apoptosis and macrophage migration events in paraquat-induced oxidative stress using a zebrafish model.
27288264	2016	Aging (Albany NY)	Unbiased analysis of senescence associated secretory phenotype (SASP) to identify common components following different genotoxic stresses.
27285126	2016	J Vis Exp	Methods to Study Mrp4-containing Macromolecular Complexes in the Regulation of Fibroblast Migration.
27280065	2016	PeerJ	Association of potential salivary biomarkers with diabetic retinopathy and its severity in type-2 diabetes mellitus: a proteomic analysis by mass spectrometry.
27279483	2016	Am J Physiol Renal Physiol	Gene set enrichment analysis and ingenuity pathway analysis of metastatic clear cell renal cell carcinoma cell line.
27275413	2016	Genom Data	Comprehensive and computational analysis of genes in human umbilical vein endothelial cells responsive to X-irradiation.
27270397	2016	Vet Parasitol	Transcriptional profiling of the ovine abomasal lymph node reveals a role for timing of the immune response in gastrointestinal nematode resistance.
27268281	2016	Neuroscience	iTRAQ technology-based identification of human peripheral serum proteins associated with depression.
27267856	2016	Clin Cancer Res	An FGFR3 Autocrine Loop Sustains Acquired Resistance to Trastuzumab in Gastric Cancer Patients.
27256343	2016	J Neuroinflammation	Pathways and gene networks mediating the regulatory effects of cannabidiol, a nonpsychoactive cannabinoid, in autoimmune T cells.
27248055	2016	Epigenetics	Comparison of genome-scale DNA methylation profiles in hepatocellular carcinoma by viral status.
27247144	2016	Behav Brain Res	Quantitative proteomics analysis of the liver reveals immune regulation and lipid metabolism dysregulation in a mouse model of depression.
27244447	2016	PLoS One	Proteomics of Breast Muscle Tissue Associated with the Phenotypic Expression of Feed Efficiency within a Pedigree Male Broiler Line: I. Highlight on Mitochondria.
27235984	2016	Eur J Pharmacol	A single dose of vortioxetine, but not ketamine or fluoxetine, increases plasticity-related gene expression in the rat frontal cortex.
27233751	2016	Reprod Sci	Global Transcriptome Abnormalities of the Eutopic Endometrium From Women With Adenomyosis.
27224679	2016	J Comp Neurol	Female rat transcriptome response to infraorbital nerve transection differs from that of males: RNA-seq.
27222466	2016	MBio	Transcriptome Analysis Reveals a Signature Profile for Tick-Borne Flavivirus Persistence in HEK 293T Cells.
27212086	2016	J Allergy Clin Immunol	The pruritus- and TH2-associated cytokine IL-31 promotes growth of sensory nerves.
27212031	2016	Oncogene	Activation of the SDF1/CXCR4 pathway retards muscle atrophy during cancer cachexia.
27198566	2016	Digestion	Proteomic Analysis in Esophageal Eosinophilia Reveals Differential Galectin-3 Expression and S-Nitrosylation.
27192978	2016	BMC Cancer	Protein expression changes induced in a malignant melanoma cell line by the curcumin analogue compound D6.
27189201	2016	Reprod Sci	Differential Gene Expression in Menstrual Endometrium From Women With Self-Reported Heavy Menstrual Bleeding.
27187182	2016	PLoS One	A High Phosphorus Diet Affects Lipid Metabolism in Rat Liver: A DNA Microarray Analysis.
27177292	2016	Oncol Rep	Low expression of leptin and its association with breast cancer: A transcriptomic study.
27170659	2016	Am J Physiol Regul Integr Comp Physiol	Deletion of novel protein TMEM35 alters stress-related functions and impairs long-term memory in mice.
27170437	2016	Biol Reprod	Transcriptional Profiling of Human Endocervical Tissues Reveals Distinct Gene Expression in the Follicular and Luteal Phases of the Menstrual Cycle.
27160009	2016	Cell Physiol Biochem	Peptidomic Analysis of Amniotic Fluid for Identification of Putative Bioactive Peptides in Ventricular Septal Defect.
27158133	2016	Sci Rep	Characterization and Small RNA Content of Extracellular Vesicles in Follicular Fluid of Developing Bovine Antral Follicles.
27155584	2016	Biol Blood Marrow Transplant	Proteome Profiling in Lung Injury after Hematopoietic Stem Cell Transplantation.
27155085	2016	J Cell Physiol	Transcriptome-Based Analysis of Molecular Pathways for Clusterin Functions in Kidney Cells.
27153767	2016	Toxicol Appl Pharmacol	The role of hepatocyte nuclear factor 4-alpha in perfluorooctanoic acid- and perfluorooctanesulfonic acid-induced hepatocellular dysfunction.
27152953	2016	Cell Cycle	Proteomic analysis of Rac1 signaling regulation by guanine nucleotide exchange factors.
27151938	2016	Am J Physiol Gastrointest Liver Physiol	Bile acids promote diethylnitrosamine-induced hepatocellular carcinoma via increased inflammatory signaling.
27149936	2016	Curr Neurovasc Res	Vitamin D-Binding Protein Acts in the Actin Scavenge System and Can Have Increased Expression During Aspirin Therapy.
27146921	2016	J Nutr	Distinct Adipose Depots from Mice Differentially Respond to a High-Fat, High-Salt Diet.
27144453	2016	PLoS One	NUDT2 Disruption Elevates Diadenosine Tetraphosphate (Ap4A) and Down-Regulates Immune Response and Cancer Promotion Genes.
27125338	2016	Mol Nutr Food Res	Hydroxytyrosol and its complex forms (secoiridoids) modulate aorta and heart proteome in healthy rats: Potential cardio-protective effects.
27122061	2016	Mol Med Rep	Rhizoma Dioscoreae extract protects against alveolar bone loss by regulating the cell cycle: A predictive study based on the protein‑protein interaction network.
27119120	2016	Mol Ther Oncolytics	Molecular network, pathway, and functional analysis of time-dependent gene changes associated with pancreatic cancer susceptibility to oncolytic vaccinia virotherapy.
27110359	2016	J Nutr Sci	Identification of liver CYP51 as a gene responsive to circulating cholesterol in a hamster model.
27080131	2016	Biochim Biophys Acta	Bioinformatic analysis of microRNA networks following the activation of the constitutive androstane receptor (CAR) in mouse liver.
27075768	2016	Stem Cells Transl Med	Using miRNA-mRNA Interaction Analysis to Link Biologically Relevant miRNAs to Stem Cell Identity Testing for Next-Generation Culturing Development.
27071722	2016	Sci Rep	Comprehensive and quantitative proteomic analyses of zebrafish plasma reveals conserved protein profiles between genders and between zebrafish and human.
27069868	2016	Mol Metab	Mitochondrial gene polymorphisms alter hepatic cellular energy metabolism and aggravate diet-induced non-alcoholic steatohepatitis.
27067128	2016	Neuropsychopharmacology	Transcriptomics in Interferon-α-Treated Patients Identifies Inflammation-, Neuroplasticity- and Oxidative Stress-Related Signatures as Predictors and Correlates of Depression.
27064225	2016	Plast Reconstr Surg	Leukocyte-Reduced Platelet-Rich Plasma Alters Protein Expression of Adipose Tissue-Derived Mesenchymal Stem Cells.
27062469	2016	Int J Cancer	Elevated expression of the centromere protein-A(CENP-A)-encoding gene as a prognostic and predictive biomarker in human cancers.
27049463	2016	Biochim Biophys Acta	Quantitative proteomic analysis of mice corneal tissues reveals angiogenesis-related proteins involved in corneal neovascularization.
27049384	2016	Int J Mol Sci	Triptolide Modulates TREM-1 Signal Pathway to Inhibit the Inflammatory Response in Rheumatoid Arthritis.
27038596	2016	Alcohol Clin Exp Res	Alcohol Use During Pregnancy is Associated with Specific Alterations in MicroRNA Levels in Maternal Serum.
27023475	2016	PLoS One	Storage Temperature Alters the Expression of Differentiation-Related Genes in Cultured Oral Keratinocytes.
27022301	2016	Breast Cancer (Dove Med Press)	Identification and prioritization of candidate genes for symptom variability in breast cancer survivors based on disease characteristics at the cellular level.
27020032	2016	J Genet Genomics	Spectrum of Cytogenomic Abnormalities Revealed by Array Comparative Genomic Hybridization on Products of Conception Culture Failure and Normal Karyotype Samples.
27019061	2016	PLoS One	Association between DNA Methylation in Whole Blood and Measures of Glucose Metabolism: KORA F4 Study.
27015561	2016	Oncotarget	MicroRNA signatures in vitreous humour and plasma of patients with exudative AMD.
27013027	2016	Comp Biochem Physiol Part D Genomics Proteomics	Plasma proteome profiles of White Sucker (Catostomus commersonii) from the Athabasca River within the oil sands deposit.
27008339	2016	Lab Chip	Polydimethylsiloxane (PDMS) modulates CD38 expression, absorbs retinoic acid and may perturb retinoid signalling.
27006194	2016	BMC Genet	Genome-wide association analysis of milk yield traits in Nordic Red Cattle using imputed whole genome sequence variants.
26990118	2016	Laryngoscope	Causal network analysis of head and neck keloid tissue identifies potential master regulators.
26988609	2016	Eur Urol	Gene Expression Profile of the Clinically Aggressive Micropapillary Variant of Bladder Cancer.
26983598	2016	Sci Rep	Comparative Proteomics Analysis Reveals L-Arginine Activates Ethanol Degradation Pathways in HepG2 Cells.
26981388	2016	Genom Data	Gene expression profile of Musculus longissimus dorsi in bulls of a Charolais × Holstein F2-cross with divergent intramuscular fat content.
