pmid	year	journal	title
27621059	2016	Development	Vegfc acts through ERK to induce sprouting and differentiation of trunk lymphatic progenitors.
27790238	2016	Front Plant Sci	Genome Editing in Sugarcane: Challenges Ahead.
27780671	2016	J. Biosci. Bioeng.	Detailed analysis of targeted gene mutations caused by the Platinum-Fungal TALENs in Aspergillus oryzae RIB40 strain and a ligD disruptant.
27775045	2016	Sci Rep	Supernova: A Versatile Vector System for Single-Cell Labeling and Gene Function Studies in vivo.
27766054	2016	Thromb J	The adaptor protein Disabled-2: new insights into platelet biology and integrin signaling.
27766006	2016	J. Equine Vet. Sci.	Genome Editing in Large Animals.
27748423	2016	Sci Rep	A simple and efficient method to visualize and quantify the efficiency of chromosomal mutations from genome editing.
27742675	2016	Cancer Res.	Correction: TALEN-Mediated Inactivation of PD-1 in Tumor-Reactive Lymphocytes Promotes Intratumoral T-cell Persistence and Rejection of Established Tumors.
27733139	2016	BMC Plant Biol.	Direct stacking of sequence-specific nuclease-induced mutations to produce high oleic and low linolenic soybean oil.
27709574	2016	Methods Mol. Biol.	Generating a Genome Editing Nuclease for Targeted Mutagenesis in Human Cells.
27709571	2016	Methods Mol. Biol.	Generation of Stable Knockout Mammalian Cells by TALEN-Mediated Locus-Specific Gene Editing.
27694308	2016	Nucleic Acids Res.	Analyzing structure-function relationships of artificial and cancer-associated PARP1 variants by reconstituting TALEN-generated HeLa PARP1 knock-out cells.
27693694	2016	Biochem. Biophys. Res. Commun.	Progressive hearing loss and degeneration of hair cell stereocilia in taperin gene knockout mice.
27673347	2016	Zebrafish	A Rapid and Efficient Method of Identifying G0 Males with Mosaic Germ Line Cells.
27659992	2016	Methods Mol. Biol.	A Rapid TALEN Assembly Protocol.
27659991	2016	Methods Mol. Biol.	In Vivo Models to Address the Function of Polycomb Group Proteins.
27655312	2016	Yi Chuan	Research advances on animal genetics in China in 2015.
27654750	2016	Sci Rep	Generation of biallelic knock-out sheep via gene-editing and somatic cell nuclear transfer.
27626929	2016	PLoS Genet.	The Rheumatoid Arthritis Risk Variant CCR6DNP Regulates CCR6 via PARP-1.
27623223	2016	Prog Retin Eye Res	In vivo genome editing as a potential treatment strategy for inherited retinal dystrophies.
27622175	2016	J Bone Metab	Current Status and Strategy of microRNA Research for Cartilage Development and Osteoarthritis Pathogenesis.
27621093	2016	Diabetes Educ	Patient Perceptions About Prediabetes and Preferences for Diabetes Prevention.
27614072	2016	Nucleic Acids Res.	TALEN/CRISPR-mediated engineering of a promoterless anti-viral RNAi hairpin into an endogenous miRNA locus.
27612508	2016	Biol Open	αE-catenin-dependent mechanotransduction is essential for proper convergent extension in zebrafish.
27604899	2016	Mol. Cells	A One-Step System for Convenient and Flexible Assembly of Transcription Activator-Like Effector Nucleases (TALENs).
27595926	2016	Dev. Biol.	no privacy, a Xenopus tropicalis mutant, is a model of human Hermansky-Pudlak Syndrome and allows visualization of internal organogenesis during tadpole development.
27590580	2016	Biochem. Biophys. Res. Commun.	Improved antiviral efficacy using TALEN-mediated homology directed recombination to introduce artificial primary miRNAs into DNA of hepatitis B virus.
27565865	2016	Anim. Biotechnol.	GRK5-Knockout Mice Generated by TALEN-Mediated Gene Targeting.
27558609	2016	Stem Cell Res	A human MIXL1 green fluorescent protein reporter embryonic stem cell line engineered using TALEN-based genome editing.
27556703	2016	Oncotarget	Generation of TALEN-mediated FH knockout rat model.
27539813	2016	Plant Biotechnol. J.	Targeted promoter editing for rice resistance to Xanthomonas oryzae pv. oryzae reveals differential activities for SWEET14-inducing TAL effectors.
27531613	2016	Yi Chuan	Characteristic and inheritance analysis of targeted mutagenesis mediated by genome editing in rice.
27530248	2016	Sci Rep	Comparative Analysis of piggyBac, CRISPR/Cas9 and TALEN Mediated BAC Transgenesis in the Zygote for the Generation of Humanized SIRPA Rats.
27502025	2016	Cell Res.	TALEN-based generation of a cynomolgus monkey disease model for human microcephaly.
27493650	2016	Front Plant Sci	Geminivirus-Mediated Genome Editing in Potato (Solanum tuberosum L.) Using Sequence-Specific Nucleases.
27483988	2016	Hum. Gene Ther.	Gene Editing of Human Hematopoietic Stem and Progenitor Cells: Promise and Potential Hurdles.
27464801	2016	Methods Mol. Biol.	Generation of Targeted Genomic Deletions Through CRISPR/Cas System in Zebrafish.
27464798	2016	Methods Mol. Biol.	TALEN-Mediated Mutagenesis and Genome Editing.
27463006	2016	Oncotarget	Partial loss of interleukin 2 receptor gamma function in pigs provides mechanistic insights for the study of human immunodeficiency syndrome.
27462304	2016	Front Microbiol	Improvement of Ethanol Production in Saccharomyces cerevisiae by High-Efficient Disruption of the ADH2 Gene Using a Novel Recombinant TALEN Vector.
27461387	2016	BMC Dev. Biol.	Efficient TALEN-mediated myostatin gene editing in goats.
27452606	2016	Sci Rep	A simple Gateway-assisted construction system of TALEN genes for plant genome editing.
27446041	2016	Front Microbiol	Specific Destruction of HIV Proviral p17 Gene in T Lymphoid Cells Achieved by the Genome Editing Technology.
27443922	2016	Methods Cell Biol.	TALEN- and CRISPR-enhanced DNA homologous recombination for gene editing in zebrafish.
27442247	2016	PLoS ONE	The Polycomb Group Protein Pcgf1 Is Dispensable in Zebrafish but Involved in Early Growth and Aging.
27434182	2016	PLoS ONE	LATS2 Positively Regulates Polycomb Repressive Complex 2.
27434585	2016	Mol. Ther.	Inducible HGF-secreting Human Umbilical Cord Blood-derived MSCs Produced via TALEN-mediated Genome Editing Promoted Angiogenesis.
27421685	2016	Acta Physiol (Oxf)	Salt-losing nephropathy in mice with a null mutation of the Clcnk2 gene.
27390654	2016	Springerplus	Comparison of CRISPR/Cas9 and TALENs on editing an integrated EGFP gene in the genome of HEK293FT cells.
27385009	2016	Development	Quadruple zebrafish mutant reveals different roles of Mesp genes in somite segmentation between mouse and zebrafish.
27378256	2016	Sci Rep	Mobility and subcellular localization of endogenous, gene-edited Tau differs from that of over-expressed human wild-type and P301L mutant Tau.
27373734	2016	Brief. Bioinformatics	A comprehensive overview of computational resources to aid in precision genome editing with engineered nucleases.
27355207	2016	PLoS ONE	Targeted Mutagenesis of the Hypophysiotropic Gnrh3 in Zebrafish (Danio rerio) Reveals No Effects on Reproductive Performance.
27350235	2016	Biochim. Biophys. Acta	Insert, remove or replace: A highly advanced genome editing system using CRISPR/Cas9.
27349115	2016	Sheng Wu Gong Cheng Xue Bao	[BLG gene knockout and hLF gene knock-in at BLG locus in goat by TALENs].
27347935	2016	Int J Mol Sci	Site-Specific Genome Engineering in Human Pluripotent Stem Cells.
27329042	2016	Mol. Cells	BK Knockout by TALEN-Mediated Gene Targeting in Osteoblasts: KCNMA1 Determines the Proliferation and Differentiation of Osteoblasts.
27306903	2016	Plant Mol. Biol.	TALEN mediated targeted mutagenesis of the caffeic acid O-methyltransferase in highly polyploid sugarcane improves cell wall composition for production of bioethanol.
27272125	2016	Hum. Genet.	Genome editing and the next generation of antiviral therapy.
27272006	2016	Transgenic Res.	The growth and reproduction performance of TALEN-mediated β-lactoglobulin-knockout bucks.
27268983	2016	Zool. Sci.	Generation of Albino Cynops pyrrhogaster by Genomic Editing of the tyrosinase Gene.
27262012	2016	Prim. Care	Psychiatric Emergencies.
27258157	2016	PLoS ONE	Targeting Human α-Lactalbumin Gene Insertion into the Goat β-Lactoglobulin Locus by TALEN-Mediated Homologous Recombination.
27256918	2016	Sci Rep	Mutation of the Traj18 gene segment using TALENs to generate Natural Killer T cell deficient mice.
27238249	2016	Mol. Plant Pathol.	Bacterial disease management: challenges, experience, innovation and future prospects: Challenges in Bacterial Molecular Plant Pathology.
27233509	2016	Int. J. Hematol.	Gene editing and its application for hematological diseases.
27225180	2016	Sci China Life Sci	Generation of obese rat model by transcription activator-like effector nucleases targeting the leptin receptor gene.
27214565	2016	J Vis Exp	Microinjection for Transgenesis and Genome Editing in Threespine Sticklebacks.
27210304	2016	Prog. Biophys. Mol. Biol.	The potential impact of new generation transgenic methods on creating rabbit models of cardiac diseases.
27203440	2016	Mol. Ther.	Genome Therapy of Myotonic Dystrophy Type 1 iPS Cells for Development of Autologous Stem Cell Therapy.
27200086	2016	Front Genet	Editorial: Gene Targeting in Neuroscience: Entering the Future.
27197251	2016	Cancer Res.	TALEN-Mediated Inactivation of PD-1 in Tumor-Reactive Lymphocytes Promotes Intratumoral T-cell Persistence and Rejection of Established Tumors.
27187373	2016	Int J Mol Sci	Site-Specific Integration of Exogenous Genes Using Genome Editing Technologies in Zebrafish.
27185894	2016	Nucleic Acids Res.	CHOPCHOP v2: a web tool for the next generation of CRISPR genome engineering.
27180265	2016	J Genet Genomics	TALEN-Mediated Homologous Recombination Produces Site-Directed DNA Base Change and Herbicide-Resistant Rice.
27179434	2016	Biomaterials	Myocardial commitment from human pluripotent stem cells: Rapid production of human heart grafts.
27176769	2016	PLoS ONE	Targeted Mutagenesis in Plant Cells through Transformation of Sequence-Specific Nuclease mRNA.
27171500	2016	Autophagy	The circadian clock regulates autophagy directly through the nuclear hormone receptor Nr1d1/Rev-erbα and indirectly via Cebpb/(C/ebpβ) in zebrafish.
27170155	2016	Hum. Genet.	TALEN gene editing takes aim on HIV.
27165746	2016	Cancer Cell	Loss of Chromosome 8p Governs Tumor Progression and Drug Response by Altering Lipid Metabolism.
27159246	2016	ACS Synth Biol	Multiplexed Targeted Genome Engineering Using a Universal Nuclease-Assisted Vector Integration System.
27155732	2016	Theriogenology	New insights and current tools for genetically engineered (GE) sheep and goats.
27151309	2016	Adv. Drug Deliv. Rev.	Stem cell-based therapies for HIV/AIDS.
27151003	2016	Zhongguo Shi Yan Xue Ye Xue Za Zhi	[Knockout of Micro-RNA-21 Gene in DLBCL OCI-Ly3 cells by TALEN Technique].
27150087	2016	Methods Mol. Biol.	A Humanized Mouse Model to Study Human Albumin and Albumin Conjugates Pharmacokinetics.
27150083	2016	Methods Mol. Biol.	Mouse Sperm Cryopreservation and Recovery of Genetically Modified Mice.
27148349	2016	Front Genet	Gene Targeting Using Homologous Recombination in Embryonic Stem Cells: The Future for Behavior Genetics?
27133796	2016	Cell Stem Cell	Genome Editing of Lineage Determinants in Human Pluripotent Stem Cells Reveals Mechanisms of Pancreatic Development and Diabetes.
27125596	2016	Brain Res.	Mutation of rnf213a by TALEN causes abnormal angiogenesis and circulation defects in zebrafish.
27113852	2016	J. Endocrinol.	Progestin increases the expression of gonadotropins in pituitaries of male zebrafish.
27108443	2016	Methods Mol. Biol.	Screening Strategies for TALEN-Mediated Gene Disruption.
27098757	2016	Purinergic Signal.	Coupling switch of P2Y-IP3 receptors mediates differential Ca(2+) signaling in human embryonic stem cells and derived cardiovascular progenitor cells.
27095599	2016	Sci Rep	Testing the causality between CYP9M10 and pyrethroid resistance using the TALEN and CRISPR/Cas9 technologies.
27094430	2016	Hum. Gene Ther.	GoldyTALEN Vectors with Improved Efficiency for Golden Gate TALEN Assembly.
27092173	2016	Front Genet	Genome Engineering with TALE and CRISPR Systems in Neuroscience.
27089539	2016	PLoS ONE	A Digital PCR-Based Method for Efficient and Highly Specific Screening of Genome Edited Cells.
27075976	2016	Methods Mol. Biol.	Decoding the Epigenetic Heterogeneity of Human Pluripotent Stem Cells with Seamless Gene Editing.
27068475	2016	Cell Rep	Activation of P-TEFb by Androgen Receptor-Regulated Enhancer RNAs in Castration-Resistant Prostate Cancer.
27068360	2016	Biosci. Biotechnol. Biochem.	Generating hESCs with reduced immunogenicity by disrupting TAP1 or TAPBP.
27063166	2016	Nan Fang Yi Ke Da Xue Xue Bao	[TALEN-mediated MYH9 Knock-down and its influence on cell cycle and apoptosis of MGC803 cell line].
27059175	2016	FEBS Lett.	SAMM50 Affects Mitochondrial Morphology through the Association of Drp1 in Mammalian Cells.
27053107	2016	J. Biol. Chem.	Cleavage by Caspase 8 and Mitochondrial Membrane Association Activate the BH3-only Protein Bid during TRAIL-induced Apoptosis.
27051344	2016	J. Vet. Sci.	Production of α1,3-galactosyltransferase targeted pigs using transcription activator-like effector nuclease-mediated genome editing technology.
27044511	2016	Gen. Comp. Endocrinol.	R-spondin1 signaling pathway is required for both the ovarian and testicular development in a teleosts, Nile tilapia (Oreochromis niloticus).
27034424	2016	Development	Reiterative expression of pax1 directs pharyngeal pouch segmentation in medaka.
27013255	2016	Adv. Drug Deliv. Rev.	Recent advances in RNAi-based strategies for therapy and prevention of HIV-1/AIDS.
27012844	2016	Ann ICRP	Analysis of individual differences in radiosensitivity using genome editing.
27001477	2016	Yi Chuan	[The application of genome editing in identification of plant gene function and crop breeding].
26976234	2016	Sci Rep	Targeted disruption of sp7 and myostatin with CRISPR-Cas9 results in severe bone defects and more muscular cells in common carp.
26962325	2016	Plant Methods	A simple test for the cleavage activity of customized endonucleases in plants.
26949958	2016	Asian-australas. J. Anim. Sci.	Generation of Fibroblasts Lacking the Sal-like 1 Gene by Using Transcription Activator-like Effector Nuclease-mediated Homologous Recombination.
26939437	2016	Sheng Wu Gong Cheng Xue Bao	[Advances in CRISPR/Cas9-mediated gene editing].
26930114	2016	GM Crops Food	Genome editing for crop improvement: Challenges and opportunities.
26927083	2016	Int J Mol Sci	Genome Editing in C. elegans and Other Nematode Species.
26926995	2016	J. Exp. Med.	Strictly co-isogenic C57BL/6J-Prnp-/- mice: A rigorous resource for prion science.
26924205	2016	Sci Rep	Lost region in amyloid precursor protein (APP) through TALEN-mediated genome editing alters mitochondrial morphology.
26923600	2016	Cell Rep	Improved Genome Editing Efficiency and Flexibility Using Modified Oligonucleotides with TALEN and CRISPR-Cas9 Nucleases.
26921872	2016	Stem Cell Res	Targeted genome engineering using designer nucleases: State of the art and practical guidance for application in human pluripotent stem cells.
26916285	2016	Mol. Ther.	Precise Correction of Disease Mutations in Induced Pluripotent Stem Cells Derived From Patients With Limb Girdle Muscular Dystrophy.
26914853	2016	Expert Opin Biol Ther	Gene editing technology as an approach to the treatment of liver diseases.
26901320	2016	PLoS Genet.	Liver-Enriched Gene 1, a Glycosylated Secretory Protein, Binds to FGFR and Mediates an Anti-stress Pathway to Protect Liver Development in Zebrafish.
26896603	2016	Discov Med	Genome editing systems in novel therapies.
26892463	2016	Dev. Biol.	Id4 functions downstream of Bmp signaling to restrict TCF function in endocardial cells during atrioventricular valve development.
26892237	2016	Biol Open	Genetic basis of hindlimb loss in a naturally occurring vertebrate model.
26884712	2016	Int. J. Biol. Sci.	&quot;DNA Binding Region&quot; of BRCA1 Affects Genetic Stability through modulating the Intra-S-Phase Checkpoint.
26879316	2016	BMB Rep	Targeted disruption of EBNA1 in EBV-infected cells attenuated cell growth.
26873552	2016	Neurobiol. Dis.	Depdc5 knockout rat: A novel model of mTORopathy.
26861665	2016	Stem Cell Res Ther	Robust method for TALEN-edited correction of pF508del in patient-specific induced pluripotent stem cells.
26854857	2016	Hum. Gene Ther.	FusX: A Rapid One-Step Transcription Activator-Like Effector Assembly System for Genome Science.
26853707	2016	RNA Biol	MicroRNAs Activate Gene Transcription Epigenetically as an Enhancer Trigger.
26850319	2016	Cell Transplant	Allele-Specific Reduction of the Mutant Huntingtin Allele Using Transcription Activator-Like Effectors in Human Huntington's Disease Fibroblasts.
26848388	2016	Cilia	Basal bodies in Xenopus.
26847415	2016	Genes Cells	Ouro proteins are not essential to tail regression during Xenopus tropicalis metamorphosis.
26837953	2016	G3 (Bethesda)	Genomic Access to Monarch Migration Using TALEN and CRISPR/Cas9-Mediated Targeted Mutagenesis.
26821284	2016	Genes Immun.	TALEN-mediated enhancer knockout influences TNFAIP3 gene expression and mimics a molecular phenotype associated with systemic lupus erythematosus.
26817820	2016	Nat Commun	RS-1 enhances CRISPR/Cas9- and TALEN-mediated knock-in efficiency.
26787520	2016	Yi Chuan	[From random mutagenesis to precise genome editing: the development and evolution of genome editing techniques in Drosophila].
26762977	2016	Nucleic Acids Res.	Selection-free gene repair after adenoviral vector transduction of designer nucleases: rescue of dystrophin synthesis in DMD muscle cell populations.
26762038	2016	Sheng Wu Gong Cheng Xue Bao	[Advances in genetic modification technologies].
26743900	2016	Mol. Cells	miR-101 Inhibiting Cell Proliferation, Migration and Invasion in Hepatocellular Carcinoma through Downregulating Girdin.
26731440	2016	Transl Psychiatry	CRISPR/Cas9 facilitates investigation of neural circuit disease using human iPSCs: mechanism of epilepsy caused by an SCN1A loss-of-function mutation.
26729821	2016	J. Med. Genet.	Gene editing of DNAH11 restores normal cilia motility in primary ciliary dyskinesia.
26721181	2016	J. Biotechnol.	A novel luciferase knock-in reporter system for studying transcriptional regulation of the human Sox2 gene.
26707206	2015	Methods	Engineering the AAVS1 locus for consistent and scalable transgene expression in human iPSCs and their differentiated derivatives.
26705336	2015	Blood	Tailoring steroid-sensitive virus-specific T cells with TALEN.
26702451	2015	J Stem Cell Regen Biol	Gene Editing in Human Pluripotent Stem Cells: Choosing the Correct Path.
26689645	2015	Insect Biochem. Mol. Biol.	Targeted mutagenesis of an odorant receptor co-receptor using TALEN in Ostrinia furnacalis.
26681691	2015	Nucleic Acids Res.	Genome-wide analysis reveals NRP1 as a direct HIF1α-E2F7 target in the regulation of motorneuron guidance in vivo.
26676719	2015	Oncol. Rep.	TALEN-induced disruption of Nanog expression results in reduced proliferation, invasiveness and migration, increased chemosensitivity and reversal of EMT in HepG2 cells.
26674741	2015	Sci Rep	TALEN-mediated homologous recombination in Daphnia magna.
26672367	2015	Sheng Wu Gong Cheng Xue Bao	[Progress of new-generation genome editing mediated by engineered endonucleases].
26668331	2015	Plant Physiol.	A Defect in DNA Ligase4 Enhances the Frequency of TALEN-Mediated Targeted Mutagenesis in Rice.
26665171	2015	Sci Adv	PRMT8 as a phospholipase regulates Purkinje cell dendritic arborization and motor coordination.
26658319	2015	Dev. Biol.	Osteoblast and osteoclast behaviors in the turnover of attachment bones during medaka tooth replacement.
26654659	2015	Trends Plant Sci.	Opportunities for Products of New Plant Breeding Techniques.
26641666	2015	PLoS ONE	TALEN-Based Mutagenesis of Lipoxygenase LOX3 Enhances the Storage Tolerance of Rice (Oryza sativa) Seeds.
26629935	2015	Oncol. Res.	Suppression of Cellular Proliferation and Invasion by HMGB1 Knockdown in Bladder Urothelial Carcinoma Cells.
26588350	2015	Organogenesis	From hacking the human genome to editing organs.
26580070	2015	PLoS ONE	The Expression of TALEN before Fertilization Provides a Rapid Knock-Out Phenotype in Xenopus laevis Founder Embryos.
26578247	2015	Fish Shellfish Immunol.	TALENs-mediated gene disruption of myostatin produces a larger phenotype of medaka with an apparently compromised immune system.
26571398	2015	J. Clin. Invest.	Mesodermal iPSC-derived progenitor cells functionally regenerate cardiac and skeletal muscle.
26566825	2015	Plant Sci.	The CRISPR-Cas9 technology: Closer to the ultimate toolkit for targeted genome editing.
26558999	2015	Sci Rep	Controlled delivery of β-globin-targeting TALENs and CRISPR/Cas9 into mammalian cells for genome editing using microinjection.
26553210	2015	Stem Cell Res Ther	Transplantation of rat embryonic stem cell-derived retinal progenitor cells preserves the retinal structure and function in rat retinal degeneration.
26549847	2015	Stem Cell Reports	Generation of a High Number of Healthy Erythroid Cells from Gene-Edited Pyruvate Kinase Deficiency Patient-Specific Induced Pluripotent Stem Cells.
26545012	2015	Atherosclerosis	Apolipoprotein E-deficient rats develop atherosclerotic plaques in partially ligated carotid arteries.
26528114	2015	Front Neurosci	Neuroprotective therapies in glaucoma: II. Genetic nanotechnology tools.
26523782	2015	Biotechnol. Adv.	The art of CHO cell engineering: A comprehensive retrospect and future perspectives.
26508783	2015	Blood	TALEN-mediated genetic inactivation of the glucocorticoid receptor in cytomegalovirus-specific T cells.
26506092	2015	PLoS ONE	klf2ash317 Mutant Zebrafish Do Not Recapitulate Morpholino-Induced Vascular and Haematopoietic Phenotypes.
26503400	2015	Plant Biotechnol. J.	Oligonucleotide-directed mutagenesis for precision gene editing.
26497859	2015	Sci Rep	Disruption of diapause induction by TALEN-based gene mutagenesis in relation to a unique neuropeptide signaling pathway in Bombyx.
26496756	2015	Yi Chuan	Generating amphioxus Hedgehog knockout mutants and phenotype analysis.
26496748	2015	Yi Chuan	Research progress of genome editing and derivative technologies in plants.
26492140	2015	Nat Protoc	Efficient delivery of nuclease proteins for genome editing in human stem cells and primary cells.
26488621	2015	Mol. Reprod. Dev.	Efficient modification of the myostatin gene in porcine somatic cells and generation of knockout piglets.
26475985	2015	Comp. Biochem. Physiol. C Toxicol. Pharmacol.	Establishment of proprotein convertase, furinA knocked-out lines in medaka, Oryzias latipes, and unique form of medaka furin-like prorprotein convertase (mflPC).
26473830	2015	Int J Mol Sci	Homologous Recombination-Independent Large Gene Cassette Knock-in in CHO Cells Using TALEN and MMEJ-Directed Donor Plasmids.
26446275	2015	J. Endocrinol.	Glucagon receptor inactivation leads to α-cell hyperplasia in zebrafish.
26443226	2015	Methods Mol. Biol.	Genome Editing in Rats Using TALE Nucleases.
26443225	2015	Methods Mol. Biol.	Genome Editing in Mice Using TALE Nucleases.
26443224	2015	Methods Mol. Biol.	Mutagenesis in Xenopus and Zebrafish using TALENs.
26443223	2015	Methods Mol. Biol.	Targeted Mutagenesis in Zebrafish by TALENs.
26443222	2015	Methods Mol. Biol.	Methods for TALEN-Mediated Genomic Manipulations in Drosophila.
26443221	2015	Methods Mol. Biol.	Methods for TALEN Evaluation, Use, and Mutation Detection in the Mosquito Aedes aegypti.
26443220	2015	Methods Mol. Biol.	GeneKnockout by Targeted Mutagenesis in a Hemimetabolous Insect, the Two-Spotted Cricket Gryllus bimaculatus, using TALENs.
26443218	2015	Methods Mol. Biol.	Mutagenesis in Newts: Protocol for Iberian Ribbed Newts.
26443217	2015	Methods Mol. Biol.	TALEN-Induced Translocations in Human Cells.
26443214	2015	Methods Mol. Biol.	Engineering Customized TALENs Using the Platinum Gate TALEN Kit.
26443212	2015	Methods Mol. Biol.	Online Tools for TALEN Design.
26443211	2015	Methods Mol. Biol.	The Development of TALE Nucleases for Biotechnology.
26443210	2015	Methods Mol. Biol.	TAL Effector DNA-Binding Principles and Specificity.
26443083	2015	Blood Rev.	Fishing the targets of myeloid malignancies in the era of next generation sequencing.
26442875	2015	Sci Rep	Homology-directed repair in rodent zygotes using Cas9 and TALEN engineered proteins.
26440702	2015	Trends Immunol.	Efficient Gene Editing in Primary Human T Cells.
26433620	2015	Adv Biol Regul	Application of genome editing technologies to the study and treatment of hematological disease.
26414877	2015	J. Pathol.	Engineering large animal models of human disease.
26407033	2015	Annu. Rev. Genet.	From Genomics to Gene Therapy: Induced Pluripotent Stem Cells Meet Genome Editing.
26404630	2015	Metallomics	Activation by zinc of the human gastrin gene promoter in colon cancer cells in vitro and in vivo.
26404258	2015	Int J Mol Sci	Single-Base Pair Genome Editing in Human Cells by Using Site-Specific Endonucleases.
26398868	2015	Nat. Med.	CAUSEL: an epigenome- and genome-editing pipeline for establishing function of noncoding GWAS variants.
26397828	2015	An. Acad. Bras. Cienc.	From Gene Targeting to Genome Editing: Transgenic animals applications and beyond.
26392552	2015	Proc. Natl. Acad. Sci. U.S.A.	Lnx2 ubiquitin ligase is essential for exocrine cell differentiation in the early zebrafish pancreas.
27858753	2015	J Neuromuscul Dis	Genome Editing Gene Therapy for Duchenne Muscular Dystrophy.
26381494	2015	Xenotransplantation	Inclusion of homologous DNA in nuclease-mediated gene targeting facilitates a higher incidence of bi-allelically modified cells.
26376862	2015	Hum. Mol. Genet.	Glucocerebrosidase 1 deficient Danio rerio mirror key pathological aspects of human Gaucher disease and provide evidence of early microglial activation preceding alpha-synuclein-independent neuronal cell death.
26345384	2015	Sci Rep	Rapid tumor induction in zebrafish by TALEN-mediated somatic inactivation of the retinoblastoma1 tumor suppressor rb1.
26328757	2015	Heredity (Edinb)	Positional cloning of a Bombyx pink-eyed white egg locus reveals the major role of cardinal in ommochrome synthesis.
26318124	2015	Mutat. Res.	Efficient ligase 3-dependent microhomology-mediated end joining repair of DNA double-strand breaks in zebrafish embryos.
26295532	2015	Biomaterials	TALEN-mediated functional correction of X-linked chronic granulomatous disease in patient-derived induced pluripotent stem cells.
26294375	2015	Expert Opin Drug Discov	Recent progress in the use of zebrafish for novel cardiac drug discovery.
26289297	2015	Cell Struct. Funct.	Epithelial DLD-1 Cells with Disrupted E-cadherin Gene Retain the Ability to Form Cell Junctions and Apico-basal Polarity.
26258293	2015	Nat. Methods	Continuous directed evolution of DNA-binding proteins to improve TALEN specificity.
26255934	2015	Mutat. Res.	DNA damage and gene therapy of xeroderma pigmentosum, a human DNA repair-deficient disease.
