pmid	year	count	title	otherid
4986384	2016	1	Deciphering transcriptome profiles of peripheral blood mononuclear cells in response to PRRSV vaccination in pigs	27528396
4980617	2016	1	Clustered marginalization of minorities during social transitions induced by co-evolution of behaviour and network structure	27510641
4978405	2016	2	Natural Cubic Spline Regression Modeling Followed by Dynamic Network Reconstruction for the Identification of Radiation-Sensitivity Gene Association Networks from Time-Course Transcriptome Data	27505168
4976386	2016	1	Multiple independent transmission cycles of a tick-borne pathogen within a local host community	27498685
4997471	2016	1	Land-Use Conversion Changes the Multifractal Features of Particle-Size Distribution on the Loess Plateau of China	27527201
4972826	2016	3	Mouse Social Network Dynamics and Community Structure are Associated with Plasticity-Related Brain Gene Expression	27540359
5022076	2016	1	Transcriptomic signatures of neuronal differentiation and their association with risk genes for autism spectrum and related neuropsychiatric disorders	27483382
4969671	2016	1	Parallel or convergent evolution in human population genomic data revealed by genotype networks	27484992
4977474	2016	1	petal: Co-expression network modelling in R	27490697
4968194	2016	1	Species interactions in occurrence data for a community of tick-transmitted pathogens	27479213
4967864	2016	4	A Comparative Analysis of Community Detection Algorithms on Artificial Networks	27476470
4965897	2016	1	RevEcoR: an R package for the reverse ecology analysis of microbiomes	27473172
4968471	2016	1	Network connections, dyadic bonds and fitness in wild female baboons	27493779
4960706	2016	1	Transcriptomic analyses of the radiation response in head and neck squamous cell carcinoma subclones with different radiation sensitivity: time-course gene expression profiles and gene association networks	27455841
4960560	2016	2	Identification of host transcriptional networks showing concentration-dependent regulation by HPV16 E6 and E7 proteins in basal cervical squamous epithelial cells	27457222
4957117	2016	1	Efficient embedding of complex networks to hyperbolic space via their Laplacian	27445157
4956264	2016	1	Machine Learning of Protein Interactions in Fungal Secretory Pathways	27441920
4949247	2016	3	Statistical Approaches for the Study of Cognitive and Brain Aging	27486400
4996857	2016	1	Comparative Gene Expression Analysis of Mouse and Human Cardiac Maturation	27431744
5065888	2016	2	Evaluating a European knowledge hub on climate change in agriculture: Are we building a better connected community?	27795595
4945005	2016	2	Topological Small-World Organization of the Fibroblastic Reticular Cell Network Determines Lymph Node Functionality	27415420
4944131	2016	1	Tracking Cancer Genetic Evolution using OncoTrack	27412732
4942769	2016	1	Obtaining Human Ischemic Stroke Gene Expression Biomarkers from Animal Models: A Cross-species Validation Study	27407070
4941579	2016	1	Delineation of autoantibody repertoire through differential proteogenomics in hepatitis C virus-induced cryoglobulinemia	27403724
4940414	2016	1	Correlation-Based Network Analysis of Metabolite and Enzyme Profiles Reveals a Role of Citrate Biosynthesis in Modulating N and C Metabolism in <italic>Zea mays</italic>	27462343
4939006	2016	3	Integrating epigenomic data and 3D genomic structure with a new measure of chromatin assortativity	27391817
4937605	2016	1	Gene-specific patterns of expression variation across organs and species	27391956
4937402	2016	2	Integrated network-diversity analyses suggest suppressive effect of Hodgkin&#x2019;s lymphoma and slightly relieving effect of chemotherapy on human milk microbiome	27386954
4928112	2016	1	Integrative analysis of cancer genes in a functional interactome	27356765
4928095	2016	1	Exploring pig trade patterns to inform the design of risk-based disease surveillance and control strategies	27357836
4927098	2016	1	Pyrosequencing Unveils Cystic Fibrosis Lung Microbiome Differences Associated with a Severe Lung Function Decline	27355625
4924867	2016	2	Implications of Scientific Collaboration Networks on Studies of Aquatic Vertebrates in the Brazilian Amazon	27352247
4921837	2016	1	Dispersal similarly shapes both population genetics and community patterns in the marine realm	27344967
4920434	2016	1	Extensive Transcriptomic and Genomic Analysis Provides New Insights about Luminal Breast Cancers	27341628
4919013	2016	1	How to Study the City on Instagram	27336728
4915616	2016	2	Analysis of the Effect of Degree Correlation on the Size of Minimum Dominating Sets in Complex Networks	27327273
4915275	2016	3	A protocol to convert spatial polyline data to network formats and applications to world urban road networks	27327129
4914562	2016	1	Impact of Network Activity on the Spread of Infectious Diseases through the German Pig Trade Network	27446936
4912640	2016	2	Diversity, structure and convergent evolution of the global sponge microbiome	27306690
5039919	2016	1	Web-based network analysis and visualization using CellMaps	27296979
4928860	2016	6	Dissecting direct reprogramming from fibroblast to neuron using single-cell RNA-seq	27281220
4913876	2016	1	Dual targeting of p53 and c-Myc selectively eliminates leukaemic stem cells	27281222
4905611	2016	1	A comparative evaluation of data-merging and meta-analysis methods for reconstructing gene-gene interactions	27294826
4892581	2016	2	<italic>BoCluSt</italic>: Bootstrap Clustering Stability Algorithm for Community Detection	27258041
4892488	2016	1	Gene Co-Expression Network Analysis for Identifying Modules and Functionally Enriched Pathways in Type 1 Diabetes	27257970
4888481	2016	1	Ribosome quality control is a central protection mechanism for yeast exposed to deoxynivalenol and trichothecin	27245696
4879636	2016	4	Network Signatures of IgG Immune Repertoires in Hepatitis B Associated Chronic Infection and Vaccination Responses	27222149
4878813	2016	1	Prediction and Quantification of Splice Events from RNA-Seq Data	27218464
4937331	2016	4	Dysregulated signaling hubs of liver lipid metabolism reveal hepatocellular carcinoma pathogenesis	27216817
4876508	2016	1	Conditional Disease Development extracted from Longitudinal Health Care Cohort Data using Layered Network Construction	27211115
5001598	2016	3	Robust lineage reconstruction from high-dimensional single-cell data	27207878
4874668	2016	2	Genre Complexes in Popular Music	27203852
4872533	2016	1	Controllability of protein-protein interaction phosphorylation-based networks: Participation of the hub 14-3-3 protein family	27195976
4871530	2016	2	Triclosan Exposure Is Associated with Rapid Restructuring of the Microbiome in Adult Zebrafish	27191725
4861959	2016	1	Dissecting the expression relationships between RNA-binding proteins and their cognate targets in eukaryotic post-transcriptional regulatory networks	27161996
4860858	2016	2	A Network of Paralogous Stress Response Transcription Factors in the Human Pathogen <italic>Candida glabrata</italic>	27242683
4859092	2016	1	Cartography of Pathway Signal Perturbations Identifies Distinct Molecular Pathomechanisms in Malignant and Chronic Lung Diseases	27200087
4987928	2016	2	NAPS: Network Analysis of Protein Structures	27151201
4858924	2016	1	Altered neuroendocrine control and association to clinical symptoms in adolescent chronic fatigue syndrome: a cross-sectional study	27149955
4853874	2016	1	Ligand cluster-based protein network and ePlatton, a multi-target ligand finder	27143991
4898794	2016	1	&#x201C;Every Gene Is Everywhere but the Environment Selects&#x201D;: Global Geolocalization of Gene Sharing in Environmental Samples through Network Analysis	27190206
4848518	2016	2	The early history and emergence of molecular functions and modular scale-free network behavior	27121452
4919658	2016	1	Gut Bacteria Metabolism Impacts Immune Recovery in HIV-infected Individuals	27428431
4847911	2016	1	Kin-Aggregations Explain Chaotic Genetic Patchiness, a Commonly Observed Genetic Pattern, in a Marine Fish	27119659
4845442	2016	6	CompNet: a GUI based tool for comparison of multiple biological interaction networks	27112575
4845066	2016	2	Scaling in topological properties of brain networks	27112129
4844964	2016	1	Disease-emergence dynamics and control in a socially-structured wildlife species	27114031
4848758	2016	1	An inter&#x2010;species protein&#x2013;protein interaction network across vast evolutionary distance	27107014
4987894	2016	2	Genonets server&#x2014;a web server for the construction, analysis and visualization of genotype networks	27106055
4840211	2016	1	Data-based Reconstruction of Gene Regulatory Networks of Fungal Pathogens	27148247
4832203	2016	2	Uncovering disease mechanisms through network biology in the era of Next Generation Sequencing	27080396
4857755	2016	1	MetaNetVar: Pipeline for applying network analysis tools for genomic variants analysis	27158457
4829417	2016	1	Sequential phenotypic constraints on social information use in wild baboons	27067236
4823696	2016	1	Deletion and low expression of <italic>NFKBIA</italic> are associated with poor prognosis in lower-grade glioma patients	27052952
4863578	2016	1	Transcriptome Sequencing Reveals Wide Expression Reprogramming of Basal and Unknown Genes in <italic>Leptospira biflexa</italic> Biofilms	27303713
4824240	2016	1	Quantifying Contact with the Environment: Behaviors of Young Children in Accra, Ghana	26880773
4915355	2016	1	Evolutionary Metabolomics Reveals Domestication-Associated Changes in Tetraploid Wheat Kernels	27189559
4821530	2016	2	GUIdock: Using Docker Containers with a Common Graphics User Interface to Address the Reproducibility of Research	27045593
4821874	2016	4	Reconstruction and topological characterization of the sigma factor regulatory network of <italic>Mycobacterium tuberculosis</italic>	27029515
4816949	2016	1	The topology of the directed clique complex as a network invariant	27047714
4816338	2016	1	System-Wide Associations between DNA-Methylation, Gene Expression, and Humoral Immune Response to Influenza Vaccination	27031986
4814934	2016	1	Restructuring of Epibacterial Communities on <italic>Fucus vesiculosus</italic> forma <italic>mytili</italic> in Response to Elevated <italic>p</italic>CO<sub>2</sub> and Increased Temperature Levels	27065988
4809620	2016	1	Role of Cattle Movements in Bovine Tuberculosis Spread in France between 2005 and 2014	27019291
4809517	2016	2	Who Is Spreading Avian Influenza in the Moving Duck Flock Farming Network of Indonesia?	27019344
4991374	2016	1	Towards understanding the lifespan extension by reduced insulin signaling: bioinformatics analysis of DAF-16/FOXO direct targets in <italic>Caenorhabditis elegans</italic>	27027346
5041900	2016	1	Dynamic epigenetic changes to <italic>VHL</italic> occur with sunitinib in metastatic clear cell renal cancer	27029034
4804509	2016	2	caOmicsV: an R package for visualizing multidimensional cancer genomic data	27005934
4801402	2016	4	Mining Social Entrepreneurship Strategies Using Topic Modeling	26998970
4797184	2016	1	Comparison of module detection algorithms in protein networks and investigation of the biological meaning of predicted modules	26987731
4795602	2016	1	Oral Samples as Non-Invasive Proxies for Assessing the Composition of the Rumen Microbial Community	26986467
4792376	2016	1	Social Contact Networks and Mixing among Students in K-12 Schools in Pittsburgh, PA	26978780
4947862	2016	1	Computational assessment of feature combinations for pathogenic variant prediction	27468419
4804227	2016	1	Proteome-wide dataset supporting functional study of tyrosine kinases in breast cancer	27054188
4784899	2016	1	Pathway-Based Genomics Prediction using Generalized Elastic Net	26960204
4784276	2016	1	CoINcIDE: A framework for discovery of patient subtypes across multiple datasets	26961683
4782986	2016	1	Highly Predictive Model for a Protective Immune Response to the A(H1N1)pdm2009 Influenza Strain after Seasonal Vaccination	26954292
4782313	2016	2	Intimate partner violence norms cluster within households: an observational social network study in rural Honduras	26951919
4782286	2016	3	Recovering complete and draft population genomes from metagenome datasets	26951112
4777532	2016	1	Network Analysis of Metabolite GWAS Hits: Implication of <italic>CPS1</italic> and the Urea Cycle in Weight Maintenance	26938218
4776131	2016	1	Six Susceptible-Infected-Susceptible Models on Scale-free Networks	26936025
4772381	2016	1	Discovering communities in complex networks by edge label propagation	26926830
4771175	2016	1	A Multi-Method Approach for Proteomic Network Inference in 11 Human Cancers	26928298
4768153	2016	2	Network centrality and seasonality interact to predict lice load in a social primate	26915589
4782723	2016	3	Comparison of three clustering approaches for detecting novel environmental microbial diversity	26966652
4811760	2016	1	Temporal modulation of collective cell behavior controls vascular network topology	26910011
4764846	2016	1	Microbial succession in response to pollutants in batch-enrichment culture	26905741
4833826	2016	5	Scientific workflows for bibliometrics	27122644
4751494	2016	1	Integrated microRNA-mRNA analyses reveal OPLL specific microRNA regulatory network using high-throughput sequencing	26868491
4749335	2016	1	Assessment of Overlap of Phylogenetic Transmission Clusters and Communities in Simple Sexual Contact Networks: Applications to HIV-1	26863322
4951244	2016	1	Mutanome and expression of immune response genes in microsatellite stable colon cancer	26871478
4740367	2016	1	Spatial and Functional Organization of Pig Trade in Different European Production Systems: Implications for Disease Prevention and Control	26870738
4914307	2016	1	Characterization of long non-coding RNA-associated ceRNA network to reveal potential prognostic lncRNA biomarkers in human ovarian cancer	26863568
4735675	2016	1	Using &#x201C;Omics&#x201D; and Integrated Multi-Omics Approaches to Guide Probiotic Selection to Mitigate Chytridiomycosis and Other Emerging Infectious Diseases	26870025
4758825	2016	1	Measuring the robustness of network community structure using assortativity	26949266
4734753	2016	1	Weak Epistasis Generally Stabilizes Phenotypes in a Mouse Intercross	26828925
4731493	2016	2	Social Network Analysis and Nutritional Behavior: An Integrated Modeling Approach	26858671
4731060	2016	1	Symbiotic Bacteria in Gills and Guts of Chinese Mitten Crab (<italic>Eriocheir sinensis</italic>) Differ from the Free-Living Bacteria in Water	26820139
4727805	2016	1	Evidence for Community Transmission of Community-Associated but Not Health-Care-Associated Methicillin-Resistant <italic>Staphylococcus Aureus</italic> Strains Linked to Social and Material Deprivation: Spatial Analysis of Cross-sectional Data	26812054
4723623	2016	2	GC&#x2013;MS metabolic profiling of Cabernet Sauvignon and Merlot cultivars during grapevine berry development and network analysis reveals a stage- and cultivar-dependent connectivity of primary metabolites	26848290
4748025	2016	2	Sex and friendship in a multilevel society: behavioural patterns and associations between female and male Guinea baboons	26900211
4726386	2016	1	Chimera-like States in Modular Neural Networks	26796971
4724133	2016	1	Stress granules and RNA processing bodies are novel autoantibody targets in systemic sclerosis	26801089
4726080	2016	1	A network analysis of cofactor-protein interactions for analyzing associations between human nutrition and diseases	26777674
5029158	2016	5	Geographic patterns of co-occurrence network topological features for soil microbiota at continental scale in eastern China	26771927
4721094	2016	1	The social and ecological costs of an &#x2018;over-extended' phenotype	26740619
4710005	2016	1	Pangenome-wide and molecular evolution analyses of the <italic>Pseudomonas aeruginosa</italic> species	26754847
4707541	2016	2	LEGO: a novel method for gene set over-representation analysis by incorporating network-based gene weights	26750448
4707277	2016	1	Dynamic Perturbations of the T-Cell Receptor Repertoire in Chronic HIV Infection and following Antiretroviral Therapy	26793190
4705636	2016	1	Identification of novel gene and pathway targets for human epilepsy treatment	26742644
4782177	2016	2	New Method forJoint Network Analysis Reveals Commonand Different Coexpression Patterns among Genes and Proteins in BreastCancer	26733076
4848400	2016	3	Path2PPI: an R package to predict protein&#x2013;protein interaction networks for a set of proteins	26733452
4776712	2016	2	Cross-Study Comparison Reveals Common Genomic, Network, and Functional Signatures of Desiccation Resistance in <italic>Drosophila melanogaster</italic>	26733490
4700940	2016	2	The Potential of the MAGIC TOM Parental Accessions to Explore the Genetic Variability in Tomato Acclimation to Repeated Cycles of Water Deficit and Recovery	26779213
4696196	2015	1	Using host-pathogen protein interactions to identify and characterize <italic>Francisella tularensis</italic> virulence factors	26714771
4689399	2015	3	Distinctive Behaviors of Druggable Proteins in Cellular Networks	26699810
4824129	2016	3	PaxtoolsR: pathway analysis in R using Pathway Commons	26685306
4782175	2015	1	Integrative OmicsAnalysis Reveals Post-TranscriptionallyEnhanced Protective Host Response in Colorectal Cancers with MicrosatelliteInstability	26680540
4691172	2015	1	MicroRNA-Target Network Inference and Local Network Enrichment Analysis Identify Two microRNA Clusters with Distinct Functions in Head and Neck Squamous Cell Carcinoma	26694379
4838348	2016	1	Transcriptional regulatory networks in <italic>Arabidopsis thaliana</italic> during single and combined stresses	26681689
4679980	2015	3	Identification of Voxels Confounded by Venous Signals Using Resting-State fMRI Functional Connectivity Graph Community Identification	26733787
4678722	2015	1	Leveraging global gene expression patterns to predict expression of unmeasured genes	26666289
4678720	2015	2	IRES-dependent translated genes in fungi: computational prediction, phylogenetic conservation and functional association	26666532
4682858	2015	2	Application of Gene Expression Trajectories Initiated from ErbB Receptor Activation Highlights the Dynamics of Divergent Promoter Usage	26658111
4682164	2015	1	Long-term neural and physiological phenotyping of a single human	26648521
4674915	2015	1	High-throughput transcriptomics reveals common and strain-specific responses of human macrophages to infection with <italic>Mycobacterium abscessus</italic> Smooth and Rough variants	26654095
5029195	2016	1	Wind and sunlight shape microbial diversity in surface waters of the North Pacific Subtropical Gyre	26645474
4674855	2015	1	A computational method for drug repositioning using publicly available gene expression data	26679199
4669165	2015	2	Newly Constructed Network Models of Different WNT Signaling Cascades Applied to Breast Cancer Expression Data	26632845
4893116	2016	2	Structural robustness of the gut mucosal microbiota is associated with Crohn's disease remission after surgery	26628508
4718733	2015	1	Protein biogenesis machinery is a driver of replicative aging in yeast	26422514
4666663	2015	2	Curriculum Mapping with Academic Analytics in Medical and Healthcare Education	26624281
4661569	2015	1	A novel algorithm for analyzing drug-drug interactions from MEDLINE literature	26612138
4661322	2015	1	The Community Structures of Prokaryotes and Fungi in Mountain Pasture Soils are Highly Correlated and Primarily Influenced by pH	26640462
4660280	2015	1	Protein-protein interaction networks identify targets which rescue the MPP<sup>+</sup> cellular model of Parkinson&#x2019;s disease	26608097
4658017	2015	3	SINCERA: A Pipeline for Single-Cell RNA-Seq Profiling Analysis	26600239
4654840	2015	1	A comparison of human and mouse gene co-expression networks reveals conservation and divergence at the tissue, pathway and disease levels	26589719
4655910	2015	1	Social representation of &#x201C;hearing loss&#x201D;: cross-cultural exploratory study in India, Iran, Portugal, and the UK	26604726
4650296	2015	1	Investigating inter-chromosomal regulatory relationships through a comprehensive meta-analysis of matched copy number and transcriptomics data sets	26581858
4650858	2015	2	GenomicInteractions: An R/Bioconductor package for manipulating and investigating chromatin interaction data	26576536
4646361	2015	5	CentiServer: A Comprehensive Resource, Web-Based Application and R Package for Centrality Analysis	26571275
4642947	2015	2	Coevolved Mutations Reveal Distinct Architectures for Two Core Proteins in the Bacterial Flagellar Motor	26561852
4642660	2015	2	CyNetworkBMA: a Cytoscape app for inferring gene regulatory networks	26566394
4641706	2015	1	Gene Network Rewiring to Study Melanoma Stage Progression and Elements Essential for Driving Melanoma	26558755
4652563	2015	1	A method for developing regulatory gene set networks to characterize complex biological systems	26576648
4639738	2015	1	Early maternal loss affects social integration of chimpanzees throughout their lifetime	26552576
4685842	2015	1	Partially observed epidemics in wildlife hosts: modelling an outbreak of dolphin morbillivirus in the northwestern Atlantic, June 2013&#x2013;2014	26577594
4631440	2015	2	Network-Based and Binless Frequency Analyses	26529207
4702820	2016	1	ccmGDB: a database for cancer cell metabolism genes	26519468
4712246	2015	1	Internet-Based Approaches to Building Stakeholder Networks for Conservation and Natural Resource Management	26503113
4624774	2015	1	A Network Approach to Bipolar Symptomatology in Patients with Different Course Types	26505477
4620479	2015	1	Niche differentiation of bacterial communities at a millimeter scale in Shark Bay microbial mats	26499760
4619728	2015	2	The Importance of Networking in Autism Gaze Analysis	26496498
4620995	2015	1	<italic>In Silico</italic> Gene Regulatory Network of the Maurer&#x2019;s Cleft Pathway in <italic>Plasmodium falciparum</italic>	26526876
4618947	2015	1	Comparative study on gene set and pathway topology-based enrichment methods	26489510
4618737	2015	1	Phylogeny-structured carbohydrate metabolism across microbiomes collected from different units in wastewater treatment process	26500698
4619301	2015	1	Disrupted Ipsilateral Network Connectivity in Temporal Lobe Epilepsy	26489091
4616621	2015	1	A Pan-Cancer Catalogue of Cancer Driver Protein Interaction Interfaces	26485003
4608826	2015	1	How Many Parasites Species a Frog Might Have? Determinants of Parasite Diversity in South American Anurans	26473593
4662302	2015	1	Ecological genetics of range size variation in <italic>Boechera</italic> spp. (Brassicaceae)	26640674
4632749	2015	1	Metabolic and Physiological Responses of Shiraz and Cabernet Sauvignon (<italic>Vitis vinifera</italic> L<italic>.</italic>) to Near Optimal Temperatures of 25 and 35 &#xB0;C	26473851
4602153	2015	1	Biological networks: the microscope of the twenty-first century?	26528327
4631203	2015	1	Evolutionary rescue by compensatory mutations is&#xA0;constrained by genomic and environmental backgrounds	26459777
4600256	2015	1	Differential analysis of biological networks	26453322
4599893	2015	1	Seasonal Influenza Vaccination amongst Medical Students: A Social Network Analysis Based on a Cross-Sectional Study	26452223
4599883	2015	2	Anatomical Network Comparison of Human Upper and Lower, Newborn and Adult, and Normal and Abnormal Limbs, with Notes on Development, Pathology and Limb Serial Homology <italic>vs</italic>. Homoplasy	26452269
4982032	2015	1	Network&#x2010;Informed Gene Ranking Tackles Genetic Heterogeneity in Exome&#x2010;Sequencing Studies of Monogenic Disease	26394720
4593651	2015	3	Analysing Local Sparseness in the Macaque Brain Network	26437077
4593602	2015	1	Engineering Proteins for Thermostability with iRDP Web Server	26436543
4593560	2015	3	Genome-Wide Detection and Analysis of Multifunctional Genes	26436655
4670066	2015	1	Modeling directional spatio&#x2010;temporal processes in island biogeography	26668731
4603746	2015	6	Reconstruction of composite regulator-target splicing networks from high-throughput transcriptome data	26449793
4606217	2015	2	Systematic Analysis of the Associations between Adverse Drug Reactions and Pathways	26495310
4590697	2015	2	New genes drive the evolution of gene interaction networks in the human and mouse genomes	26424194
4597169	2015	2	Understanding and predicting binding between human leukocyte antigens (HLAs) and peptides by network analysis	26424483
4582640	2015	3	The core populations and co-occurrence patterns of prokaryotic communities in household biogas digesters	26413157
4579586	2015	5	Introduction and evolution of dengue virus type 2 in Pakistan: a phylogeographic analysis	26395339
4572678	2015	1	mAPKL: R/ Bioconductor package for detecting gene exemplars and revealing their characteristics	26374744
4718207	2015	2	Ecological Networks in Stored Grain: Key Postharvest Nodes for Emerging Pests, Pathogens, and Mycotoxins	26955074
4562698	2015	1	Performance of Encounternet Tags: Field Tests of Miniaturized Proximity Loggers for Use on Small Birds	26348329
4571709	2015	1	Climate change alters the structure of arctic marine food webs due to poleward shifts of boreal generalists	26336179
4528418	2015	3	Dynamics of immunoglobulin sequence diversity in HIV-1 infected individuals	26194755
4573221	2015	3	mmnet: An R Package for Metagenomics Systems Biology Analysis	26421278
