pmid	year	count	title	otherid
4884788	2016	1	MicroRNA-27b Enhances the Hepatic Regenerative Properties of Adipose-Derived Mesenchymal Stem Cells	26836372
4723252	2016	3	Transcriptome Profiling of Caco-2 Cancer Cell Line following Treatment with Extracts from Iodine-Biofortified Lettuce (<italic>Lactuca sativa</italic> L.)	26799209
4718516	2016	8	Network Topology Analysis of Post-Mortem Brain Microarrays Identifies More Alzheimer&#x2019;s Related Genes and MicroRNAs and Points to Novel Routes for Fighting with the Disease	26784894
4709225	2016	2	Differential Expression of Proteins Associated with the Hair Follicle Cycle - Proteomics and Bioinformatics Analyses	26752403
4706420	2016	1	Comparative Analysis of <italic>Xenorhabdus koppenhoeferi</italic> Gene Expression during Symbiotic Persistence in the Host Nematode	26745883
4705475	2016	4	<italic>RYR2</italic>, <italic>PTDSS1</italic> and <italic>AREG</italic> genes are implicated in a Lebanese population-based study of copy number variation in autism	26742492
4736761	2016	5	Cancer Stem Cell Signaling during Repopulation in Head and Neck Cancer	26880935
4699750	2015	5	An Overview of Carcinogenic Heavy Metal: Molecular Toxicity Mechanism and Prevention	26734585
4683008	2015	2	Role of Epithelial-Mesenchyme Transition in <italic>Chlamydia</italic> Pathogenesis	26681200
4681841	2015	14	Extensive Transcriptome Changes During Natural Onset and Release of Vegetative Bud Dormancy in <italic>Populus</italic>	26734012
4682901	2015	2	The Clinical Significance and Molecular Features of the Spatial Tumor Shapes in Breast Cancers	26669540
4681367	2015	1	Alcohol Regulates Genes that Are Associated with Response to Endocrine Therapy and Attenuates the Actions of Tamoxifen in Breast Cancer Cells	26661278
4691055	2015	5	The Importance of Caveolin-1 as Key-Regulator of Three-Dimensional Growth in Thyroid Cancer Cells Cultured under Real and Simulated Microgravity Conditions	26633361
4857752	2015	5	Genome&#x2010;wide analysis reveals conserved transcriptional responses downstream of resting potential change in <italic>Xenopus</italic> embryos, axolotl regeneration, and human mesenchymal cell differentiation	27499876
4700298	2015	1	Disease, Models, Variants and Altered Pathways&#x2014;Journeying RGD Through the Magnifying Glass	27602200
4661249	2015	5	Microarray Analysis of Gene Expression Alteration in Human Middle Ear Epithelial Cells Induced by Asian Sand Dust	26622952
4625166	2015	1	<italic>In vivo</italic> evidence for an endothelium-dependent mechanism in radiation-induced normal tissue injury	26510580
4601263	2015	2	Association between CLN3 (Neuronal Ceroid Lipofuscinosis, CLN3 Type) Gene Expression and Clinical Characteristics of Breast Cancer Patients	26528430
5066840	2015	2	Engrailed Homeoprotein Protects Mesencephalic Dopaminergic Neurons from Oxidative Stress	26411690
4581635	2015	6	Expression of Rice CYP450-Like Gene (<italic>Os08g01480</italic>) in <italic>Arabidopsis</italic> Modulates Regulatory Network Leading to Heavy Metal and Other Abiotic Stress Tolerance	26401987
4585256	2015	1	Differential expression of seven conserved microRNAs in response to abiotic stress and their regulatory network in <italic>Helianthus annuus</italic>	26442054
4569862	2015	24	Systems pharmacology of adiposity reveals inhibition of EP300 as a common therapeutic mechanism of caloric restriction and resveratrol for obesity	26441656
4564977	2015	2	Prediction of relevant biomedical documents: a human microbiome case study	26361503
4562270	2015	5	Proteomic approaches for profiling negative fertility markers in inferior boar spermatozoa	26348888
4561364	2015	1	An introductory review of parallel independent component analysis (p-ICA) and a guide to applying p-ICA to genetic data and imaging phenotypes to identify disease-associated biological pathways and systems in common complex disorders	26442095
4638034	2015	10	Proteomic Analysis of One-carbon Metabolism-related Marker in Liver of Rat Offspring<xref ref-type="fn" rid="FN1">*</xref><xref ref-type="fn" rid="FN2"><sup><inline-graphic xlink:href="sbox.jpg"/></sup></xref>	26342040
4546821	2015	1	Automatically visualise and analyse data on pathways using PathVisioRPC from any programming environment	26298294
4478474	2015	2	Gene Expression Patterns Associated with Peroxisome Proliferator-activated Receptor (PPAR) Signaling in the <italic>Longissimus dorsi</italic> of Hanwoo (Korean Cattle)	26104514
4513303	2015	4	<italic>AtMYB12</italic> expression in tomato leads to large scale differential modulation in transcriptome and flavonoid content in leaf and fruit tissues	26206248
4500449	2015	3	Identification of Differentially Abundant Proteins of <italic>Edwardsiella ictaluri</italic> during Iron Restriction	26168192
4833873	2016	2	RING finger protein 31 promotes p53 degradation in breast cancer cells	26148235
4464286	2015	2	Perfluorooctanoic acid exposure for 28 days affects glucose homeostasis and induces insulin hypersensitivity in mice	26066376
4461287	2015	1	Discrete Logic Modelling Optimization to Contextualize Prior Knowledge Networks Using PRUNET	26058016
4457722	2015	2	Characterization of the Kallikrein-Kinin System Post Chemical Neuronal Injury: An <italic>In Vitro</italic> Biochemical and Neuroproteomics Assessment	26047500
4456163	2015	5	Putative Regulatory Factors Associated with Intramuscular Fat Content	26042666
4461020	2015	1	DISMIRA: Prioritization of disease candidates in miRNA-disease associations based on maximum weighted matching inference model and motif-based analysis	26040329
4444278	2015	2	Estrogen Receptor &#x3B2;2 Induces Hypoxia Signature of Gene Expression by Stabilizing HIF-1&#x3B1; in Prostate Cancer	26010887
4444079	2015	8	Genome-Wide Transcriptome Directed Pathway Analysis of Maternal Pre-Eclampsia Susceptibility Genes	26010865
4444008	2015	4	Microarray Based Gene Expression Analysis of Murine Brown and Subcutaneous Adipose Tissue: Significance with Human	26010905
4456805	2015	1	E2F8 promotes hepatic steatosis through FABP3 expression in diet-induced obesity in zebrafish	26052340
4437557	2015	1	Glyphosate&#x2019;s impact on vegetative growth in leafy spurge identifies molecular processes and hormone cross-talk associated with increased branching	25986459
4436109	2015	2	ERR&#x3B3; target genes are poor prognostic factors in Tamoxifen-treated breast cancer	25971350
4416884	2015	1	A Hybrid Approach of Gene Sets and Single Genes for the Prediction of Survival Risks with Gene Expression Data	25933378
4419418	2015	12	Transcriptional profiling of <italic>PRKG2</italic>-null growth plate identifies putative down-stream targets of <italic>PRKG2</italic>	25924610
4405343	2015	3	Whole-Genome Resequencing and Transcriptomic Analysis to Identify Genes Involved in Leaf-Color Diversity in Ornamental Rice Plants	25897514
4407242	2015	13	Molecular association of pathogenetic contributors to pre-eclampsia (pre-eclampsia associome)	25879409
4407185	2015	19	ANDSystem: an Associative Network Discovery System for automated literature mining in the field of biology	25881313
4360475	2015	3	Bisphenol-A Affects Male Fertility via Fertility-related Proteins in Spermatozoa	25772901
4817425	2015	1	Data- and knowledge-based modeling of gene regulatory networks: an update	27047314
4340869	2015	1	Multifactorial Analysis of Conditional Reprogramming of Human Keratinocytes	25714835
4350297	2015	4	The oak gene expression atlas: insights into Fagaceae genome evolution and the discovery of genes regulated during bud dormancy release	25765701
4335066	2015	8	Gene Co-Expression Network Analysis Provides Novel Insights into Myostatin Regulation at Three Different Mouse Developmental Timepoints	25695797
4325931	2015	3	Toxicogenomics profiling of bone marrow from rats treated with topotecan in combination with oxaliplatin: a mechanistic strategy to inform combination toxicity	25729387
4319478	2015	1	Computational prediction of molecular pathogen-host interactions based on dual transcriptome data	25705211
4331720	2015	1	EXPath: a database of comparative expression analysis inferring metabolic pathways for plants	25708775
4278915	2015	1	Pathway and Network Approaches for Identification of Cancer Signature Markers from Omics Data	25553089
4330253	2014	1	Genome-Wide Association Study of Metabolic Syndrome in Koreans	25705157
4329009	2015	1	Knockdown of platinum-induced growth differentiation factor 15 abrogates p27-mediated tumor growth delay in the chemoresistant ovarian cancer model A2780cis	25490861
4266212	2014	3	<italic>In silico</italic> analysis of autoimmune diseases and genetic relationships to vaccination against infectious diseases	25486901
4264195	2014	1	Analysis of Protein&#x2013;Protein Interactions in MCF-7 and MDA-MB-231 Cell Lines Using Phthalic Acid Chemical Probes	25402641
4237293	2014	4	Analysis of root proteome unravels differential molecular responses during compatible and incompatible interaction between chickpea (<italic>Cicer arietinum</italic> L.) and <italic>Fusarium oxysporum</italic> f. sp. <italic>ciceri</italic> Race1 (Foc1)	25363865
4383884	2015	1	The Rat Genome Database 2015: genomic, phenotypic and environmental variations and disease	25355511
4369810	2015	5	Establishment of a proteome profile and identification of molecular markers for mouse spermatogonial stem cells	25352495
4279416	2014	2	Msi1 promotes tumor growth and cell proliferation by targeting cell cycle checkpoint proteins p21, p27 and p53 in cervical carcinomas	25362645
4287242	2014	11	A comprehensive proteomic approach to identifying capacitation related proteins in boar spermatozoa	25315394
4191248	2014	1	Disease pathways at the Rat Genome Database Pathway Portal: genes in context&#x2014;a network approach to understanding the molecular mechanisms of disease	25265995
4167996	2014	6	Gene Expression and Pathway Analysis of Effects of the CMAH Deactivation on Mouse Lung, Kidney and Heart	25229777
4181754	2014	5	<italic>In silico</italic> analysis of high affinity potassium transporter <italic>(HKT)</italic> isoforms in different plants	25279141
4192694	2014	5	Metabolic Effects of Known and Novel HDAC and SIRT Inhibitors in Glioblastomas Independently or Combined with Temozolomide	25222834
4153644	2014	1	Antiproliferative Effects and Mechanisms of Liver X Receptor Ligands in Pancreatic Ductal Adenocarcinoma Cells	25184494
4170080	2014	1	Microarray Analysis of Gene Expression Reveals that Cyclo-oxygenase-2 Gene Therapy Up-regulates Hematopoiesis and Down-regulates Inflammation During Endochondral Bone Fracture Healing	25247155
4172640	2014	3	Biologically active substances-enriched diet regulates gonadotrope cell activation pathway in liver of adult and old rats	25156242
4151374	2014	4	Biological network inferences for a protection mechanism against familial Creutzfeldt-Jakob disease with E200K pathogenic mutation	25149502
4138085	2014	2	Transcriptional Profiling in Rat Hair Follicles following Simulated Blast Insult: A New Diagnostic Tool for Traumatic Brain Injury	25136963
4203131	2014	4	Small RNAs as important regulators for the hybrid vigour of super-hybrid rice	25129133
4148364	2014	1	Mass spectrometry-based, label-free quantitative proteomics of round spermatids in mice	25109358
4099018	2014	5	Novel application of multi-stimuli network inference to synovial fibroblasts of rheumatoid arthritis patients	24989895
4075077	2014	1	Using the zebrafish model for Alzheimer&#x2019;s disease research	25071820
4092214	2014	5	The transcriptomic profile of peripheral blood nuclear cells in dogs with heart failure	24952741
4119355	2014	1	Affinity proteomics within rare diseases: a BIO-NMD study for blood biomarkers of muscular dystrophies	24920607
4047112	2014	2	Disruption of Interleukin-1&#x3B2; Autocrine Signaling Rescues Complex I Activity and Improves ROS Levels in Immortalized Epithelial Cells with Impaired Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) Function	24901709
4073506	2014	2	Gene bionetworks involved in the epigenetic transgenerational inheritance of altered mate preference: environmental epigenetics and evolutionary biology	24885959
4203555	2014	19	A curated census of autophagy-modulating proteins and small molecules	24906121
4010480	2014	4	Prediction of Potential Cancer-Risk Regions Based on Transcriptome Data: Towards a Comprehensive View	24796549
4022195	2014	2	Calcium Influx and Male Fertility in the Context of the Sperm Proteome: An Update	24877140
3999899	2014	3	A Multistep Screening Method to Identify Genes Using Evolutionary Transcriptome of Plants	24812480
4102771	2014	1	Comparison of stem/progenitor cell number and transcriptomic profile in the mammary tissue of dairy and beef breed heifers	24748329
3990548	2014	2	Rat Hepatocytes Weighted Gene Co-Expression Network Analysis Identifies Specific Modules and Hub Genes Related to Liver Regeneration after Partial Hepatectomy	24743545
3984080	2014	3	Comparison of Leaf Proteomes of Cassava (<italic>Manihot esculenta</italic> Crantz) Cultivar NZ199 Diploid and Autotetraploid Genotypes	24727655
4101832	2014	6	NILCO biomarkers in breast cancer from Chinese patients	24716804
3979678	2014	7	Global Changes in Gene Expression of Barrett's Esophagus Compared to Normal Squamous Esophagus and Gastric Cardia Tissues	24714516
3997986	2014	1	Olive (<italic>Olea europaea</italic>) Leaf Extract Induces Apoptosis and Monocyte/Macrophage Differentiation in Human Chronic Myelogenous Leukemia K562 Cells: Insight into the Underlying Mechanism	24803988
4101831	2014	1	Identification of novel signaling components in N,N&#x2019;-Dinitrosopiperazine-mediated metastasis of nasopharyngeal Carcinoma by quantitative phosphoproteomics	24708550
3996316	2014	1	Extracellular Matrix Proteins Expression Profiling in Chemoresistant Variants of the A2780 Ovarian Cancer Cell Line	24804215
4060460	2014	14	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	24690414
3971199	2014	1	Oncofinder, a new method for the analysis of intracellular signaling pathway activation using transcriptomic data	24723936
3997969	2014	2	How to get the most from microarray data: advice from reverse genomics	24656147
4018516	2014	3	Genome-wide transcriptomic analysis of response to low temperature reveals candidate genes determining divergent cold-sensitivity of maize inbred lines	24623520
3971554	2014	3	Quantitative Proteomics Analysis of Altered Protein Expression in the Placental Villous Tissue of Early Pregnancy Loss Using Isobaric Tandem Mass Tags	24738066
3948699	2014	2	Efficient and Simple Production of Insulin-Producing Cells from Embryonal Carcinoma Stem Cells Using Mouse Neonate Pancreas Extract, As a Natural Inducer	24614166
3975368	2014	2	Comparative Transcriptional Profiling of Three Super-Hybrid Rice Combinations	24595241
3984892	2014	1	Proteomics, metabolomics, and protein interactomics in the characterization of the molecular features of major depressive disorder	24733971
3974096	2014	2	Identification of biomarkers for lymph node metastasis in early-stage cervical cancer by tissue-based proteomics	24569473
3940021	2014	4	Endometrial gene expression profiling in pregnant Meishan and Yorkshire pigs on day 12 of gestation	24564230
3923765	2014	1	BiNA: A Visual Analytics Tool for Biological Network Data	24551056
3922094	2014	2	The pathway ontology &#x2013; updates and applications	24499703
3932224	2014	2	2-Cys Peroxiredoxins: Emerging Hubs Determining Redox Dependency of Mammalian Signaling Networks	24672551
3929072	2014	3	Gene Expression Differences Predict Treatment Outcome of Merkel Cell Carcinoma Patients	24634783
3914182	2014	2	Metabolic consequences of microRNA-122 inhibition in rainbow trout, <italic>Oncorhynchus mykiss</italic>	24467738
4141304	2014	1	The atypical ubiquitin ligase RNF31 stabilizes estrogen receptor &#x3B1; and modulates estrogen-stimulated breast cancer cell proliferation	24441041
3892443	2014	1	Eriocitrin ameliorates diet-induced hepatic steatosis with activation of mitochondrial biogenesis	24424211
3887006	2014	3	Clustering Gene Expression Regulators: New Approach to Disease Subtyping	24416320
3884215	2014	1	Allergic asthma biomarkers using systems approaches	24409194
3897846	2013	1	A Primer for Disease Gene Prioritization Using Next-Generation Sequencing Data	24465230
3877286	2013	1	Impaired Function of the Blood-Testis Barrier during Aging Is Preceded by a Decline in Cell Adhesion Proteins and GTPases	24391944
3910354	2013	1	Identification and Analyses of AUX-IAA target genes controlling multiple pathways in developing fiber cells of <italic>Gossypium hirsutum</italic> L	24497725
3888473	2014	1	Pharmacogenomic characterization of gemcitabine response &#x2013; a framework for data integration to enable personalized medicine	24401833
3863454	2013	3	Senescence-Related Changes in Gene Expression of Peripheral Blood Mononuclear Cells from Octo/Nonagenarians Compared to Their Offspring	24381713
3989487	2014	3	Population Structure and Domestication Revealed by High-Depth Resequencing of Korean Cultivated and Wild Soybean Genomes<sup><xref ref-type="author-notes" rid="AN1">&#x2020;</xref></sup>	24271940
3834519	2013	2	Genome-wide multi-omics profiling of colorectal cancer identifies immune determinants strongly associated with relapse	24312117
3829899	2013	2	Comparative N-Glycoproteomic and Phosphoproteomic Profiling of Human Placental Plasma Membrane between Normal and Preeclampsia Pregnancies with High-Resolution Mass Spectrometry	24260401
4225824	2013	1	Dynamic modelling of microRNA regulation during mesenchymal stem cell differentiation	24219887
3819264	2013	2	Identification of Estrogen Target Genes during Zebrafish Embryonic Development through Transcriptomic Analysis	24223173
3812163	2013	5	The Human Placental Sexome Differs between Trophoblast Epithelium and Villous Vessel Endothelium	24205377
3808414	2013	3	Role of MicroRNA 1207-5P and Its Host Gene, the Long Non-Coding RNA <italic>Pvt1</italic>, as Mediators of Extracellular Matrix Accumulation in the Kidney: Implications for Diabetic Nephropathy	24204837
3805541	2013	3	MicroRNA Profiling in Prostate Cancer - The Diagnostic Potential of Urinary miR-205 and miR-214	24167554
3799759	2013	2	Comparative Proteome Profile of Human Placenta from Normal and Preeclamptic Pregnancies	24205073
3852967	2013	4	Glatiramer acetate treatment effects on gene expression in monocytes of multiple sclerosis patients	24134771
4235945	2013	1	Bioinformatic analysis of the four transcription factors used to induce pluripotent stem cells	24129607
3788108	2013	1	Recrudescence Mechanisms and Gene Expression Profile of the Reproductive Tracts from Chickens during the Molting Period	24098561
3504030	2012	2	The Mitochondrial Complex I Activity Is Reduced in Cells with Impaired Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) Function	23185247
3493505	2012	2	Identification of Proteins Sensitive to Thermal Stress in Human Neuroblastoma and Glioma Cell Lines	23145051
3487223	2012	5	Meta-Type Analysis of Dopaminergic Effects on Gene Expression in the Neuroendocrine Brain of Female Goldfish	23130016
3481446	2012	1	Pathway Distiller - multisource biological pathway consolidation	23134636
3478292	2012	5	Molecular Pathway Reconstruction and Analysis of Disturbed Gene Expression in Depressed Individuals Who Died by Suicide	23110080
3607922	2012	2	Gene regulatory network analysis supports inflammation as a key neurodegeneration process in prion disease	23068602
3491419	2012	2	Epigenetic transgenerational inheritance of somatic transcriptomes and epigenetic controlregions	23034163
3583472	2012	5	Molecular and genomic approach for understanding the gene-environment interaction between Nrf2 deficiency and carcinogenic nickel-induced DNA damage	23023193
3458908	2012	1	Synergism and Rules from Combination of <italic>Baicalin, Jasminoidin</italic> and <italic>Desoxycholic acid</italic> in Refined Qing Kai Ling for Treat Ischemic Stroke Mice Model	23049867
3464335	2012	1	Identification of genes underlying different methylation profiles in refractory anemia with excess blast and refractory cytopenia with multilineage dysplasia in myelodysplastic syndrome	23071473
3477038	2012	3	Tools to kill: Genome of one of the most destructive plant pathogenic fungi <italic>Macrophomina phaseolina</italic>	22992219
3445541	2012	2	Global Renal Gene Expression Profiling Analysis in B<sub>2</sub>-Kinin Receptor Null Mice: Impact of Diabetes	23028588
3440412	2012	4	Global Genome Analysis of the Downstream Binding Targets of Testis Determining Factor SRY and SOX9	22984422
3439729	2012	3	Comparative genomic analysis of NAC transcriptional factors to dissect the regulatory mechanisms for cell wall biosynthesis	23046216
3495881	2012	1	Role of aldo-keto reductases and other doxorubicin pharmacokinetic genes in doxorubicin resistance, DNA binding, and subcellular localization	22938713
3423420	2012	1	Inference of Causal Networks from Time-Varying Transcriptome Data via Sparse Coding	22916126
3413665	2012	1	Mouse p53-Deficient Cancer Models as Platforms for Obtaining Genomic Predictors of Human Cancer Clinical Outcomes	22880004
3481011	2012	1	A smoking-associated 7-gene signature for lung cancer diagnosis and prognosis	22825454
3439312	2012	1	Gene expression changes as markers of early lapatinib response in a panel of breast cancer cell lines	22709873
3441342	2012	2	Transcriptome analysis of amoeboid and ramified microglia isolated from the corpus callosum of rat brain	22697290
3437205	2012	1	Methylation signature of lymph node metastases in breast cancer patients	22695536
3397482	2012	1	State of the Art <italic>in Silico</italic> Tools for the Study of Signaling Pathways in Cancer	22837650
3441847	2012	5	Overrepresentation of transcription factor families in the genesets underlying breast cancer subtypes	22616941
3440132	2012	1	Obesity Is Mediated by Differential Aryl Hydrocarbon Receptor Signaling in Mice Fed a Western Diet	22609946
3459808	2012	6	Computational identification and experimental validation of microRNAs binding to the Alzheimer-related gene ADAM10	22594617
3343040	2012	3	Environmentally Induced Epigenetic Transgenerational Inheritance of Ovarian Disease	22570695
4093113	2012	4	Identification of Candidate Genes Associated with Beef Marbling Using QTL and Pathway Analysis in Hanwoo (Korean Cattle)	25049604
3336092	2012	1	Applications for next-generation sequencing in fish ecotoxicogenomics	22539934
3335094	2012	1	Mechanical Strain Regulates Osteoblast Proliferation through Integrin-Mediated ERK Activation	22539993
3324922	2012	2	Inflammatory Pathways in Parkinson's Disease; A BNE Microarray Study	22548201
3350938	2012	1	Gene expression in <italic>Citrus sinensis</italic> fruit tissues harvested from huanglongbing-infected trees: comparison with girdled fruit	22407645
3302881	2012	2	Knockdown of SF-1 and RNF31 Affects Components of Steroidogenesis, TGF&#x3B2;, and Wnt/&#x3B2;-catenin Signaling in Adrenocortical Carcinoma Cells	22427816
3368406	2012	2	Complete genome sequencing and analysis of <italic>Saprospira grandis</italic> str. Lewin, a predatory marine bacterium	22675601
3854201	2012	4	Comparative proteomics analysis of chronic atrophic gastritis: changes of protein expression in chronic atrophic gastritis with out <italic>Helicobacter pylori</italic> infection	22370706
3315417	2012	1	Global gene expression profiles of canine macrophages and canine mammary cancer cells grown as a co-culture <italic>in vitro</italic>	22353646
3281076	2012	2	Genome-Wide Maps of Circulating miRNA Biomarkers for Ulcerative Colitis	22359580
3271016	2012	5	Novel Approach to Meta-Analysis of Microarray Datasets Reveals Muscle Remodeling-related Drug Targets and Biomarkers in Duchenne Muscular Dystrophy	22319435
3305489	2012	1	Microgravity simulation by diamagnetic levitation: effects of a strong gradient magnetic field on the transcriptional profile of <italic>Drosophila melanogaster</italic>	22296880
3305950	2012	2	Supernatants derived from chemotherapy-treated cancer cell lines can modify angiogenesis	22294186
3298507	2012	3	<italic>Xanthomonas oryzae </italic>pv <italic>oryzae </italic>triggers immediate transcriptomic modulations in rice	22289642
3260150	2012	4	Identification of a Potential Ovarian Cancer Stem Cell Gene Expression Profile from Advanced Stage Papillary Serous Ovarian Cancer	22272227
3257228	2012	2	CTNNB1 Signaling in Sertoli Cells Downregulates Spermatogonial Stem Cell Activity via WNT4	22253774
3303527	2012	2	Potential role of septins in oral carcinogenesis: An update and avenues for future research	22438646
3271112	2011	1	Morphometic analysis of TCGA glioblastoma multiforme	22185703
3309495	2011	1	Metabolite profiling of antidepressant drug action reveals novel drug targets beyond monoamine elevation	22832350
3236216	2011	3	Distinct Peripheral Blood RNA Responses to <italic>Salmonella</italic> in Pigs Differing in <italic>Salmonella</italic> Shedding Levels: Intersection of IFNG, TLR and miRNA Pathways	22174891
3224830	2011	2	Aqueous cytokine and growth factor levels do not reliably reflect those levels found in the vitreous	22128233
3208622	2011	1	Integrated Epigenetics of Human Breast Cancer: Synoptic Investigation of Targeted Genes, MicroRNAs and Proteins upon Demethylation Treatment	22076154
3210194	2011	1	Gene expression profiling in the Cynomolgus macaque <italic>Macaca fascicularis </italic>shows variation within the normal birth range	21999700
3182572	2011	1	Microarray Analysis for a Comprehensive Immunological-Status Evaluation during Cancer Vaccine Immune Monitoring	21969803
3439052	2011	2	Building a protein interaction (PIN) database for autism candidate genes	
3189883	2011	1	SITC/iSBTc Cancer Immunotherapy Biomarkers Resource Document: Online resources and useful tools - a compass in the land of biomarker discovery	21929757
3157397	2011	5	Rhythmic Diel Pattern of Gene Expression in Juvenile Maize Leaf	21858187
3157344	2011	4	Calcium Prevents Tumorigenesis in a Mouse Model of Colorectal Cancer	21857934
3164149	2011	5	Identification of Candidate Genes related to Bovine Marbling using Protein-Protein Interaction Networks	21912507
3154190	2011	9	Characterization of the MDSC Proteome Associated with Metastatic Murine Mammary Tumors Using Label-Free Mass Spectrometry and Shotgun Proteomics	21853032
3137611	2011	4	Claudin-7 Is Frequently Overexpressed in Ovarian Cancer and Promotes Invasion	21789222
3141626	2011	3	Analysis of EGFR signaling pathway in nasopharyngeal carcinoma cells by quantitative phosphoproteomics	21711528
3200215	2011	1	Proteomic Characterization of Cerebrospinal Fluid from Ataxia-Telangiectasia (A-T) Patients Using a LC/MS-Based Label-Free Protein Quantification Technology	22084690
3107442	2011	3	Tracheal Occlusion Conditioning in Conscious Rats Modulates Gene Expression Profile of Medial Thalamus	21660287
