pmid	year	count	title	otherid
4765225	2016	11	Frontotemporal dementia: insights into the biological underpinnings of disease through gene co-expression network analysis	26912063
4791425	2016	1	Coupled electrophysiological recording and single cell transcriptome analyses revealed molecular mechanisms underlying neuronal maturation	26883038
4856518	2016	2	Evaluation de la s&#xE9;curit&#xE9; du circuit des m&#xE9;dicaments anticanc&#xE9;reux dans un h&#xF4;pital r&#xE9;gional en Tunisie	27200135
5125470	2016	3	La r&#xE9;conciliation en action&#xA0;: les implications du rapport de la Commission de v&#xE9;rit&#xE9; et r&#xE9;conciliation pour la physioth&#xE9;rapie au Canada	
4779639	2015	1	Ost&#xE9;ochondrome volumineux de l'omoplate: &#xE0; propos d'un cas	26985278
4682415	2015	2	LENS: web-based lens for enrichment and network studies of human proteins	26680011
4769809	2015	1	D&#xE9;terminants de l'utilisation des m&#xE9;thodes contraceptives dans la zone de sant&#xE9; Mumbunda &#xE0; Lubumbashi, R&#xE9;publique D&#xE9;mocratique du Congo	26977237
4702925	2016	2	COMBREX-DB: an experiment centered database of protein function: knowledge, predictions and knowledge gaps	26635392
4769805	2015	1	Les py&#xE9;lonephrites aigues de la femme enceinte: place du traitement m&#xE9;dical et indications d'un drainage de la voie excr&#xE9;trice sup&#xE9;rieure (y'a-t-il des facteurs pr&#xE9;dictifs cliniques, biologiques et radiologiques pour rendre le drainage licite?)	26977232
4747444	2015	1	Caract&#xE9;ristiques bact&#xE9;riologiques des infections de liquide de dialyse p&#xE9;riton&#xE9;ale	26893796
4742035	2015	1	Aptitude visuelle &#xE0; la conduite automobile: exemple des candidats au permis de conduire &#xE0; Libreville	26889328
4742037	2015	1	L'accident isch&#xE9;mique c&#xE9;r&#xE9;bral chez le sujet jeune: &#xE0; propos de 6 cas	26889323
4733492	2015	1	Place de la chirurgie dans la prise en charge des cancers du sein chez la femme au Centre Hospitalier Universitaire Yalgado Ouedraogo: &#xE0; propos de 81 cas	26848364
4733485	2015	1	L'observance th&#xE9;rapeutique dans les dermatoses chroniques: &#xE0; propos de 200 cas	26848363
4773033	2015	3	Igf1 and Pacap rescue cerebellar granule neurons from apoptosis via a common transcriptional program	26941962
4962663	2015	2	La participation active des patients&#xA0;: un aspect de la recherche sur la r&#xE9;adaptation qui s'impose depuis longtemps	
4633808	2015	3	Evaluation de la formation des r&#xE9;sidents en chirurgie g&#xE9;n&#xE9;rale et digestive en Tunisie	26587174
4552468	2015	1	Escher: A Web Application for Building, Sharing, and Embedding Data-Rich Visualizations of Biological Pathways	26313928
4548842	2015	4	Visualizing genome and systems biology: technologies, tools, implementation techniques and trends, past, present and future	26309733
4547339	2015	4	Extended LineSets: a visualization technique for the interactive inspection of biological pathways	26361500
4547148	2015	3	PathwayMatrix: visualizing binary relationships between proteins in biological pathways	26361499
4633832	2015	1	Thrombasth&#xE9;nie de Glanzmann: &#xE0; propos de 11 cas	26587119
4607790	2015	3	Cancer pulmonaire: parcours de soins au service de radioth&#xE9;rapie &#xE0; l'institut national d'oncologie de Rabat	26523190
4607983	2015	1	Complication rare de la coloscopie chez un patient sous anticoagulant: hemop&#xE9;ritoine par rupture d'un h&#xE9;matome sous capsulaire de la rate, cas clinique	26523174
4511766	2015	2	Transcriptome Profiling of Peripheral Blood in 22q11.2 Deletion Syndrome Reveals Functional Pathways Related to Psychosis and Autism Spectrum Disorder	26201030
4574765	2015	3	Kvik: three-tier data exploration tools for flexible analysis of genomic data in epidemiological studies	26425340
4461020	2015	1	DISMIRA: Prioritization of disease candidates in miRNA-disease associations based on maximum weighted matching inference model and motif-based analysis	26040329
4491883	2015	1	NetworkPainter: dynamic intracellular pathway animation in Cytobank	26003204
4436019	2015	1	PathRings: a web-based tool for exploration of ortholog and expression data in biological pathways	25982732
4650817	2015	4	Evaluation and integration of cancer gene classifiers: identification and ranking of plausible drivers	25961669
4561140	2015	1	L'otite moyenne chronique cholest&#xE9;atomateuse de l'enfant: &#xE0; propos de 30 cas	26401218
4492396	2015	2	Spatiotemporal dynamics of the postnatal developing primate brain transcriptome	25954031
4489271	2015	1	Pathways with PathWhiz	25934797
4426166	2015	2	VISIONET: intuitive visualisation of overlapping transcription factor networks, with applications in cardiogenic gene discovery	25929466
4537894	2015	1	Ost&#xE9;ochondrome de f&#xE9;mur r&#xE9;v&#xE9;l&#xE9; par une l&#xE9;sion it&#xE9;rative du muscle vaste lat&#xE9;ral: &#xE0; propos d'un cas	26309461
4524950	2015	1	Facteurs associ&#xE9;s &#xE0; la non observance th&#xE9;rapeutique des sujets adultes infect&#xE9;s par le VIH sous antir&#xE9;troviraux dans un h&#xF4;pital de r&#xE9;f&#xE9;rence &#xE0; Douala	26301016
4524922	2015	1	Le syndrome d'insensibilit&#xE9; compl&#xE8;te aux androg&#xE8;nes: &#xE0; propos de deux cas et revue de la literature	26301004
4499238	2015	1	Association exceptionnelle d'un syndrome de Fenton et d'une fracture ipsilat&#xE9;rale de la t&#xEA;te radiale: &#xE0; propos d'un cas et revue de litt&#xE9;rature	26185564
4491451	2015	1	Une complication rare de la grossesse g&#xE9;mellaire monochoriale: la s&#xE9;quence Twin-reversed arterial perfusion (TRAP)	26175836
4456996	2015	4	Prediction of host - pathogen protein interactions between <italic>Mycobacterium tuberculosis</italic> and <italic>Homo sapiens</italic> using sequence motifs	25887594
4484332	2015	2	Facteurs de risque de l'inobservance th&#xE9;rapeutique chez les patients schizophr&#xE8;nes: &#xE9;tude cas- t&#xE9;moins'	26161196
4394615	2015	1	PhIN: A Protein Pharmacology Interaction Network Database	26225242
4484331	2015	1	Morbidit&#xE9; et facteurs de risque de mortalit&#xE9; n&#xE9;onatale dans un h&#xF4;pital de r&#xE9;f&#xE9;rence de Douala	26161181
4484401	2015	1	Etude du faible poids de naissance associ&#xE9; &#xE0; l&#x2019;&#xE2;ge maternel et la parit&#xE9; dans une population couple m&#xE8;re-enfant suivi &#xE0; Lubumbashi	26161169
4482521	2015	1	Evaluation des r&#xE9;sultats apr&#xE8;s traitement des l&#xE9;sions intra &#xE9;pith&#xE9;liales du col ut&#xE9;rin par la cryoth&#xE9;rapie: &#xE9;tude pr&#xE9;liminaire au Centre Hospitalier Universitaire de Yaound&#xE9;: A propos de 21 cas	26140068
4470449	2015	1	La grossesse chez les h&#xE9;modialys&#xE9;es chroniques	26113944
4470408	2015	2	Prise en charge des complications des fistules art&#xE9;rio-veineuses pour h&#xE9;modialyse chronique	26113933
4470406	2015	1	La valgisation tibiale par addition d'ouverture interne avec comblement ciment&#xE9; dans la gonarthrose f&#xE9;morotibiale m&#xE9;diale sur 38 genu-varum	26113935
4462548	2015	2	Traumatismes ferm&#xE9;s et p&#xE9;n&#xE9;trants de l'abdomen: analyse r&#xE9;trospective sur 175 cas et revue de la litt&#xE9;rature	26097633
4390258	2015	3	xiNET: Cross-link Network Maps With Residue Resolution<xref ref-type="fn" rid="FN1">*</xref>	25648531
4414679	2015	3	Dysregulation of miR-34a Links Neuronal Development to Genetic Risk Factors for Bipolar Disorder	25623948
4432810	2015	1	&#xC9;pid&#xE9;miologie des accidents domestiques graves de l'enfant admis en r&#xE9;animation p&#xE9;diatrique polyvalente &#xE0; l'h&#xF4;pital d'enfants de Rabat-Maroc	26015848
4430161	2014	3	Profil comparatif et &#xE9;volutif des personnes infect&#xE9;es par le virus de l'immunod&#xE9;ficience humaine trait&#xE9;es aux antir&#xE9;troviraux &#xE0; Kinshasa, R&#xE9;publique D&#xE9;mocratique du Congo	25995784
4410657	2015	1	Empowering biologists with multi-omics data: colorectal cancer as a paradigm	25527095
4271507	2014	2	Molecular signatures that correlate with induction of lens regeneration in newts: lessons from proteomic analysis	25496664
4407941	2014	1	Transplantation r&#xE9;nale au Maroc: l'h&#xE9;modialys&#xE9; et son entourage sont-ils suffisamment inform&#xE9;s?	25932078
4394004	2014	1	Revue syst&#xE9;matique sur la contribution des femmes distributeurs communautaires dans la lutte contre l'onchocercose en Afrique sub-saharienne	25883745
4382058	2014	1	Un an&#xE9;vrysme sacciforme de l'aorte abdominale r&#xE9;v&#xE9;lant une maladie de Beh&#xE7;et: quand faut-il op&#xE9;rer?	25852795
4218681	2014	2	Co-expression Network Analysis of Human lncRNAs and Cancer Genes	25392693
4364683	2014	1	Facteurs de risque de mortalit&#xE9; chez les nouveaux-n&#xE9;s transf&#xE9;r&#xE9;s au service de n&#xE9;onatologie de l'H&#xF4;pital Jason Sendwe de Lubumbashi, R&#xE9;publique D&#xE9;mocratique du Congo	25810805
4345215	2014	1	Place du rep&#xE9;rage isotopique perop&#xE9;ratoire dans la prise en charge de l'ost&#xE9;ome ost&#xE9;o&#xEF;de	25767676
4314136	2014	1	La campagne s'urbanise: r&#xE9;sultats d'un d&#xE9;pistage du diab&#xE8;te et des dysglyc&#xE9;mies dans une zone rurale de la r&#xE9;gion de Marrakech	25667693
4183924	2014	2	Co-Expression Analysis of Fetal Weight-Related Genes in Ovine Skeletal Muscle during Mid and Late Fetal Development Stages	25285036
4162962	2014	2	Transcriptional profiles of bovine in vivo pre-implantation development	25185836
4250027	2014	2	&#xC9;rythrodermie n&#xE9;onatale: ne pas m&#xE9;connaitre un d&#xE9;ficit immunitaire	25478038
4250007	2014	1	Le d&#xE9;collement &#xE9;piphysaire f&#xE9;moral sup&#xE9;rieur post infectieux, &#xE0; propos de deux cas	25478040
4247903	2014	1	Les tum&#xE9;factions sous mandibulaires: &#xE0; propos de 42 cas et revue de la literature	25469195
4258211	2014	2	Prise en charge des ruptures traumatiques des corps caverneux au sein d'une population militaire	25489365
4242043	2014	1	L'otospongiose: &#xE9;tude r&#xE9;trospective &#xE0; propos de 36 cas	25426200
4113668	2014	2	Functional characterization of breast cancer using pathway profiles	25041817
4141640	2014	1	KEGGscape: a Cytoscape app for pathway data integration	25177485
4094451	2014	1	NetworkViewer: visualizing biochemical reaction networks with embedded rendering of molecular interaction rules	24934175
4456829	2014	2	La sant&#xE9; respiratoire, le contr&#xF4;le du tabagisme et l&#x2019;abandon du tabac	26078608
4067069	2014	3	Proteogenomic convergence for understanding cancer pathways and networks	24994965
4086107	2014	4	NetworkAnalyst - integrative approaches for protein&#x2013;protein interaction network analysis and visual exploration	24861621
4231249	2014	1	Les d&#xE9;terminants du statut &#x201C;perdu de vue&#x201D; chez les patients pris en charge pour cancer au Maroc: situation avant le Plan Cancer	25400850
4041994	2014	3	<italic>In silico</italic> analyses reveal common cellular pathways affected by loss of heterozygosity (LOH) events in the lymphomagenesis of Non-Hodgkin&#x2019;s lymphoma (NHL)	24885312
4473782	2014	1	Les cellulites cervico-faciales graves, facteurs et crit&#xE8;res de gravit&#xE9;	26113891
4042849	2014	7	Identification of 2R-ohnologue gene families displaying the same mutation-load skew in multiple cancers	24806839
4029974	2014	1	A web-based protein interaction network visualizer	24885165
4006751	2014	1	ModuleRole: A Tool for Modulization, Role Determination and Visualization in Protein-Protein Interaction Networks	24788790
4194201	2014	1	Forme pseudo-condylomateuse d'une nevrodermite de la marge anale	25317228
4105188	2014	1	Transcriptional Landscape of the Prenatal Human Brain	24695229
3990763	2014	1	Interactive Visualization for Patient-to-Patient Comparison	24748858
4145271	2014	1	Quels agents incrimin&#xE9;s dans les mycoses du pied ? Enqu&#xEA;te aupr&#xE8;s des diab&#xE9;tiques consultant au CHU Mohammed VI de Marrakech	25170372
4142635	2014	1	Niveau socio&#xE9;conomique et processus du recours aux soins par les familles de patients souffrant de troubles psychiques au Burkina Faso	25161751
4228991	2014	1	Patients diab&#xE9;tiques de type 2 hypertendus: pr&#xE9;f&#xE8;rent-ils traiter le diab&#xE8;te ou l'hypertension art&#xE9;rielle?	25396019
3956744	2014	1	INsPeCT: INtegrative Platform for Cancer Transcriptomics	24653643
4103490	2014	1	<italic>PPI layouts</italic>: BioJS components for the display of&#xA0;Protein-Protein Interactions	25075288
3923765	2014	2	BiNA: A Visual Analytics Tool for Biological Network Data	24551056
3914767	2014	3	ANIA: ANnotation and Integrated Analysis of the 14-3-3 interactome	24501395
4247736	2014	1	Couverture vaccinale et facteurs associ&#xE9;s &#xE0; la non compl&#xE9;tude vaccinale des enfants de 12 &#xE0; 23 mois du district de sant&#xE9; de Djoungolo-Cameroun en 2012	25452836
4247737	2014	1	Le syndrome d'embolie graisseuse post traumatique	25452829
4085900	2014	1	Profil &#xE9;pid&#xE9;miologique et clinique de la tuberculose dans la zone de sant&#xE9; de Lubumbashi (RD Congo)	25018820
3899204	2014	1	Identification of Human Disease Genes from Interactome Network Using Graphlet Interaction	24465923
3897929	2014	1	ISAAC - InterSpecies Analysing Application using Containers	24428905
3992769	2014	4	Alzheimer disease: An interactome of many diseases	24753659
3877007	2013	1	Anticancer Properties of Distinct Antimalarial Drug Classes	24391728
4024431	2013	1	Tuberculose chez le personnel de sant&#xE9; du secteur public au Burundi: fr&#xE9;quence et facteurs de risque	24847402
3988951	2013	2	Insights into <italic>TREM2</italic> biology by network analysis of human brain gene expression data	23855984
4021985	2013	1	La mort subite de l&#x2019;adulte, particularit&#xE9;s en Afrique, &#xE0; propos de 476 cas	24839533
3830446	2013	7	Mapping the interactome of overexpressed RAF kinase inhibitor protein in a gastric cancer cell line	24209905
3818014	2013	1	Gene expression profiling by mRNA sequencing reveals increased expression of immune/inflammation-related genes in the hippocampus of individuals with schizophrenia	24169640
3908344	2013	1	A novel <italic>in silico </italic>reverse-transcriptomics-based identification and blood-based validation of a panel of sub-type specific biomarkers in lung cancer	24564251
3786952	2013	2	Fatty Liver Is Associated with Transcriptional Downregulation of Stearoyl-CoA Desaturase and Impaired Protein Dimerization	24098813
3909689	2013	2	Approche de l&#x2019;&#xE9;tat podologique du patient diab&#xE9;tique h&#xE9;modialys&#xE9; chronique dans un centre hospitalier Marocain	24498462
3880819	2013	1	Agressions sexuelles &#xE0; Port-Gentil	24396558
3880810	2013	1	Pseudarthrose de l'extr&#xE9;mit&#xE9; inf&#xE9;rieure du f&#xE9;mur trait&#xE9;e par m&#xE9;gaproth&#xE8;se: &#xE0; propos d'un cas et revue de la litt&#xE9;rature	24396555
3830472	2013	1	L'observance m&#xE9;dicamenteuse et ses facteurs dans un groupe d'hypertendus congolais	24255727
3725151	2013	1	The KUPNetViz: a biological network viewer for multiple -omics datasets in kidney diseases	23883183
3735185	2013	2	Clinically Relevant Mutant DNA Gyrase Alters Supercoiling, Changes the Transcriptome, and Confers Multidrug Resistance	23882012
3723580	2013	2	3Omics: a web-based systems biology tool for analysis, integration and visualization of human transcriptomic, proteomic and metabolomic data	23875761
3692070	2013	29	VisANT 4.0: Integrative network platform to connect genes, drugs, diseases and therapies	23716640
3706780	2013	2	Genes and pathways underlying regional and cell type changes in Alzheimer's disease	23705665
3658873	2013	1	What google maps can do for biomedical data dissemination: examples and a design study	23642009
3683531	2013	1	Pr&#xE9;valence des cervicalgies et douleurs des membres sup&#xE9;rieures chez les utilisateurs d'ordinateur en milieu professionnel &#xE0; Casablanca (Maroc)	23785562
3683517	2013	1	Implantation des sites de soins communautaires en R&#xE9;publique D&#xE9;mocratique du Congo: cons&#xE9;cration d'un double standard dans l'acc&#xE8;s aux soins	23785563
4171679	2014	1	Visualizing time-related data in biology, a review	23585583
3683516	2013	1	Allaitement maternel et diversification alimentaire &#xE0; Lubumbashi (R&#xE9;publique D&#xE9;mocratique du Congo): besoin urgent d&#x2019;&#xE9;ducation des m&#xE8;res pour le changement des habitudes	23785547
3585216	2013	12	Identification of Shared Genes and Pathways: A Comparative Study of Multiple Sclerosis Susceptibility, Severity and Response to Interferon Beta Treatment	23469041
3559646	2013	1	Exoproteome and Secretome Derived Broad Spectrum Novel Drug and Vaccine Candidates in <italic>Vibrio cholerae</italic> Targeted by <italic>Piper betel</italic> Derived Compounds	23382822
3597905	2013	1	Tumeur brune du maxillaire r&#xE9;v&#xE9;latrice d'hyperparathyroidie primaire: &#xE0; propos d'un cas et revue de la litt&#xE9;rature	23503933
4357780	2013	1	iBIG: An Integrative Network Tool for Supporting Human Disease Mechanism Studies	23809576
3521214	2012	2	Integration of interactive, multi-scale network navigation approach with Cytoscape for functional genomics in the big data era	23281970
3531103	2013	1	STRING v9.1: protein-protein interaction networks, with increased coverage and integration	23203871
3610154	2012	1	VANTED v2: a framework for systems biology applications	23140568
3441533	2012	1	Multi-Edge Gene Set Networks Reveal Novel Insights into Global Relationships between Biological Themes	23028852
3447684	2012	1	Enabling dynamic network analysis through visualization in TVNViewer	22897913
3443426	2012	1	The Cell Collective: Toward an open and collaborative approach to systems biology	22871178
3483187	2012	4	HINT: High-quality protein interactomes and their applications in understanding human disease	22846459
3443675	2012	3	atBioNet&#x2013; an integrated network analysis tool for genomics and biomarker discovery	22817640
3472228	2012	1	Genes2FANs: connecting genes through functional association networks	22748121
3411107	2012	5	Evolution of signal multiplexing by 14-3-3-binding 2R-ohnologue protein families in the vertebrates	22870394
3428175	2012	1	Etude des facteurs li&#xE9;s &#xE0; l'observance au traitement antir&#xE9;troviral chez les patients suivis &#xE0; l'Unit&#xE9; de Prise En Charge du VIH/SIDA de l'H&#xF4;pital de District de Dschang, Cameroun	22937195
3439272	2012	5	NetWalker: a contextual network analysis tool for functional genomics	22732065
3365261	2012	1	Association between SNPs and gene expression in multiple regions of the human brain	22832957
3361215	2012	1	D&#xE9;pistage des maladies cardiovasculaires chez des &#xE9;tudiants de l'Universit&#xE9; de Douala et influence des activit&#xE9;s physiques et sportives	22655111
3342218	2012	1	A multilevel layout algorithm for visualizing physical and genetic interaction networks, with emphasis on their modular organization	22448851
3307762	2012	1	Functional Consequences of Necdin Nucleocytoplasmic Localization	22442722
3331833	2012	1	Large-scale functional RNAi screen in <italic>C. elegans </italic>identifies genes that regulate the dysfunction of mutant polyglutamine neurons	22413862
3343669	2012	1	P&#xE9;ritonites infectieuses en dialyse p&#xE9;riton&#xE9;ale continue ambulatoire au CHU de Rabat: profil bact&#xE9;riologique sur trois ans	22593777
3343668	2012	1	L&#x2019;occlusion intestinale aigue gravidique - &#xE0; propos de cinq cas	22593776
3343666	2012	1	La cardiothyr&#xE9;ose au centre hospitalier universitaire de Bobo-Dioulasso, Burkina Faso	22593774
3325072	2012	1	Eversion cong&#xE9;nitale bilat&#xE9;rale des paupi&#xE8;res: prise en charge d&#x2019;un cas selon l&#x2019;approche conservatrice au Centre Hospitalier Universitaire de Yaound&#xE9;, Cameroun	22514768
3285582	2012	1	Coexpression Network Analysis in Abdominal and Gluteal Adipose Tissue Reveals Regulatory Genetic Loci for Metabolic Syndrome and Related Phenotypes	22383892
3325061	2012	1	Violences conjugales &#xE0; Antananarivo (Madagascar): un enjeu de sant&#xE9; publique	22514757
3276504	2012	1	Using Functional Signatures to Identify Repositioned Drugs for Breast, Myelogenous Leukemia and Prostate Cancer	22346740
3260142	2012	1	Comparing Statistical Methods for Constructing Large Scale Gene Networks	22272232
3245127	2012	1	Comparative interactomics with Funcoup 2.0	22110034
3205853	2011	13	Visualization and Biochemical Analyses of the Emerging Mammalian 14-3-3-Phosphoproteome<xref ref-type="fn" rid="FN1">*</xref><xref ref-type="fn" rid="FN2"><sup><inline-graphic xlink:href="sbox.jpg"/></sup></xref>	21725060
3114768	2011	1	A Systems Level, Functional Genomics Analysis of Chronic Epilepsy	21695113
3215536	2011	1	Corps &#xE9;tranger de l'ur&#xE8;tre et d&#xE9;pression m&#xE9;lancolique, les implications diagnostiques aux urgences-&#xE0; propos d'un cas clinique	22355424
3113945	2011	2	Web-based metabolic network visualization with a zooming user interface	21595965
3101653	2011	1	Using graph theory to analyze biological networks	21527005
3201611	2011	1	Dystocie d&#x2019;expulsion sur jumeaux conjoints thoracopage &#xE0; l&#x2019;h&#xF4;pital de base de Talangai, R&#xE9;publique du Congo	22145051
3080867	2011	9	Shared Molecular and Functional Frameworks among Five Complex Human Disorders: A Comparative Study on Interactomes Linked to Susceptibility Genes	21533026
3087688	2011	14	Disruption of cell wall fatty acid biosynthesis in <italic>Mycobacterium tuberculosis </italic>using a graph theoretic approach	21453530
3201595	2011	1	Les conduites addictives en anesth&#xE9;sie r&#xE9;animation: &#xE0; propos d un cas	22121439
3201584	2011	1	Intoxication par la paraph&#xE9;nyl&#xE9;ne-diamine (takaout) au Maroc: &#xE0; propos de 24 cas	22121428
3072549	2011	3	Interactive, multiscale navigation of large and complicated biological networks	21349867
3201617	2011	1	Envenimation mortelle par morsure de serpent chez une femme enceinte	22121418
3026046	2011	2	Genome-Wide Analysis of PDZ Domain Binding Reveals Inherent Functional Overlap within the PDZ Interaction Network	21283644
3036622	2011	3	GraphCrunch 2: Software tool for network modeling, alignment and clustering	21244715
3019228	2010	2	BiologicalNetworks 2.0 - an integrative view of genome biology data	21190573
3156954	2010	1	Constructing a fish metabolic network model	21114829
3091786	2010	1	A genome-wide study of PDZ-domain interactions in <italic>C. elegans </italic>reveals a high frequency of non-canonical binding	21110867
2978695	2010	1	Functional Genomics Complements Quantitative Genetics in Identifying Disease-Gene Associations	21085640
3172639	2010	1	Carcinomes h&#xE9;patocellulaires en milieu africain burkinab&#xE8;: contribution de l&#x2019;&#xE9;chographie &#xE0; propos de 58 cas	21918697
3013807	2011	1	The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored	21045058
3013673	2011	1	AHD2.0: an update version of Arabidopsis Hormone Database for plant systematic studies	21045062
2946353	2010	2	MetNetGE: interactive views of biological networks and ontologies	20849585
3001121	2010	1	BioPAX &#x2013; A community standard for pathway data sharing	20829833
2881111	2010	3	Molecular analysis of endothelial progenitor cell (EPC) subtypes reveals two distinct cell populations with different identities	20465783
2872883	2010	3	Identification of functional modules that correlate with phenotypic difference: the influence of network topology	20187943
3098113	2010	1	BisoGenet: a new tool for gene network building, visualization and analysis	20163717
2834675	2010	8	Construction and analysis of protein&#x2013;protein interaction networks	20334628
3098100	2010	1	Biana: a software framework for compiling biological interactions and analyzing networks	20105306
2825225	2010	2	LucidDraw: Efficiently visualizing complex biochemical networks within MATLAB	20074382
2803856	2009	1	Graphle: Interactive exploration of large, dense graphs	20003429
2788933	2009	4	NAViGaTOR: Network Analysis, Visualization and Graphing Toronto	19837718
2766391	2009	1	VANLO - Interactive visual exploration of aligned biological networks	19821976
2764712	2009	1	KEGGconverter: a tool for the in-silico modelling of metabolic networks of the KEGG Pathways database	19814801
2834769	2009	1	Conserved synteny at the protein family level reveals genes underlying <italic>Shewanella</italic> species&#x2019; cold tolerance and predicts their novel phenotypes	19802638
2755114	2009	2	Finding local communities in protein networks	19765306
2768980	2009	4	Genome-wide prioritization of disease genes and identification of disease-disease associations from an integrated human functional linkage network	19728866
2781755	2009	2	Analyzing biological network parameters with CentiScaPe	19729372
2752617	2009	1	Genoscape: a Cytoscape plug-in to automate the retrieval and integration of gene expression data and molecular networks	19654116
2724977	2009	1	Pathway databases and tools for their exploitation: benefits, current limitations and challenges	19638971
2724976	2009	3	The organization of the transcriptional network in specific neuronal classes	19638972
2702357	2009	1	myGRN: a database and visualisation system for the storage and analysis of developmental genetic regulatory networks	19500400
2718524	2009	4	The Cell Cycle Ontology: an application ontology for the representation and integrated analysis of the cell cycle process	19480664
2703932	2009	38	VisANT 3.5: multi-scale network visualization, analysis and inference based on the gene ontology	19465394
2674432	2009	2	JNets: Exploring networks by integrating annotation	19323810
2631488	2008	3	WGCNA: an R package for weighted correlation network analysis	19114008
