pmid	year	count	title	otherid
5431828	2017	1	<italic>ALOX5</italic> exhibits anti-tumor and drug-sensitizing effects in <italic>MLL</italic>-rearranged leukemia	28500307
5431809	2017	1	Nutrient consumption and chain tuning in diatoms exposed to storm-like turbulence	28500335
5429578	2017	2	Epimetheus - a multi-profile normalizer for epigenomic sequencing data	28499349
5429574	2017	3	Transcription factor-associated combinatorial epigenetic pattern reveals higher transcriptional activity of TCF7L2-regulated intragenic enhancers	28499350
5429560	2017	9	Genome-wide characterization and expression analyses of superoxide dismutase (<italic>SOD</italic>) genes in <italic>Gossypium hirsutum</italic>	28499417
5429541	2017	20	Transcription and chromatin determinants of de novo DNA methylation timing in oocytes	28507606
5427631	2017	17	Exploring the genetic architecture and improving genomic prediction accuracy for mastitis and milk production traits in dairy cattle by mapping variants to hepatic transcriptomic regions responsive to intra-mammary infection	28499345
5427619	2017	1	Ranking metrics in gene set enrichment analysis: do they matter?	28499413
5427535	2017	6	Transposon insertion sequencing reveals T4SS as the major genetic trait for conjugation transfer of multi-drug resistance pEIB202 from <italic>Edwardsiella</italic>	28499353
5427061	2017	7	Medium-chain-length polyhydroxyalkanoates synthesis by <italic>Pseudomonas putida</italic> KT2440 <italic>relA/spoT</italic> mutant: bioprocess characterization and transcriptome analysis	28497290
5432009	2017	2	The caterpillar fungus, <italic>Ophiocordyceps sinensis</italic>, genome provides insights into highland adaptation of fungal pathogenicity	28496210
5431987	2017	11	RNA-Seq based genome-wide analysis reveals loss of inter-chromosomal regulation in breast cancer	28496157
5431904	2017	5	Overexpression of a cytochrome P450 and a UDP-glycosyltransferase is associated with imidacloprid resistance in the Colorado potato beetle, <italic>Leptinotarsa decemlineata</italic>	28496260
5431756	2017	4	Serum sonic hedgehog (SHH) and interleukin-(IL-6) as dual prognostic biomarkers in progressive metastatic breast cancer	28496132
5427549	2017	1	Time-resolved dual transcriptomics reveal early induced <italic>Nicotiana benthamiana</italic> root genes and conserved infection-promoting <italic>Phytophthora palmivora</italic> effectors	28494759
5426028	2017	18	Transcriptome analysis of the whitefly, <italic>Bemisia tabaci</italic> MEAM1 during feeding on tomato infected with the crinivirus, <italic>Tomato chlorosis virus,</italic> identifies a temporal shift in gene expression and differential regulation of novel orphan genes	28494755
5426002	2017	8	Whole blood gene expression in adolescent chronic fatigue syndrome: an exploratory cross-sectional study suggesting altered B cell differentiation and survival	28494812
5431998	2017	18	Transcriptome and metabolite analysis identifies nitrogen utilization genes in tea plant (<italic>Camellia sinensis</italic>)	28490757
5431982	2017	12	Allelic imbalance of somatic mutations in cancer genomes and transcriptomes	28490743
5431861	2017	6	Transcriptome analysis of dominant-negative Brd4 mutants identifies Brd4-specific target genes of small molecule inhibitor JQ1	28490802
5425015	2017	12	RNA-seq approach to analysis of gene expression profiles in dark green islands and light green tissues of <italic>Cucumber mosaic virus</italic>-infected <italic>Nicotiana tabacum</italic>	28489891
5424341	2017	9	The <italic>Rhizobium tropici</italic> CIAT 899 NodD2 protein regulates the production of Nod factors under salt stress in a flavonoid-independent manner	28488698
5424310	2017	24	Transcriptome profiling of litchi leaves in response to low temperature reveals candidate regulatory genes and key metabolic events during floral induction	28486930
5424287	2017	5	Transcription profiles of the responses of chicken bursae of Fabricius to IBDV in different timing phases	28486945
5431628	2017	6	GIRK2 splice variants and neuronal G protein-gated K<sup>+</sup> channels: implications for channel function and behavior	28487514
5425909	2017	1	Abstracts from the 6th International Conference for Healthcare and Medical Students (ICHAMS)	
5423697	2017	3	Small molecule p300/catenin antagonist enhances hematopoietic recovery after radiation	28486541
5423683	2017	4	The <italic>Rhizoctonia solani</italic> AG1-IB (isolate 7/3/14) transcriptome during interaction with the host plant lettuce (<italic>Lactuca sativa</italic> L.)	28486484
5423620	2017	12	Characterization of joining sites of a viral histone H4 on host insect chromosomes	28486493
5423614	2017	2	Identifying biologically relevant putative mechanisms in a given phenotype comparison	28486531
5423588	2017	11	Genome and transcriptome profiling of fibrolamellar hepatocellular carcinoma demonstrates p53 and IGF2BP1 dysregulation	28486549
5423416	2017	2	Evidence for transcriptome-wide RNA editing among <italic>Sus scrofa</italic> PRE-1 SINE elements	28486975
5423413	2017	1	An evolutionary case for functional gene body methylation in plants and animals	28486944
5431532	2017	20	Detecting the Molecular System Signatures of Idiopathic Pulmonary Fibrosis through Integrated Genomic Analysis	28484236
5431503	2017	67	Benchmarking of RNA-sequencing analysis workflows using whole-transcriptome RT-qPCR expression data	28484260
5431473	2017	1	The physiological and molecular response of <italic>Aurelia</italic> sp.1 under hypoxia	28484259
5422975	2017	1	No evidence for a bovine mastitis <italic>Escherichia coli</italic> pathotype	28482799
5422942	2017	1	Checkpoint inhibitors in hematological malignancies	28482851
5422934	2017	1	ImmunoNodes &#x2013; graphical development of complex immunoinformatics workflows	28482806
5421338	2017	14	Challenges and emerging directions in single-cell analysis	28482897
5421321	2017	2	Substrates and oxygen dependent citric acid production by <italic>Yarrowia lipolytica</italic>: insights through transcriptome and fluxome analyses	28482902
5420399	2017	6	Effects of dietary physical or nutritional factors on morphology of rumen papillae and transcriptome changes in lactating dairy cows based on three different forage-based diets	28477620
5419740	2017	1	Resolving stem and progenitor cells in the adult mouse incisor through gene co-expression analysis	28475038
5419556	2017	3	Age, gender and UV-exposition related effects on gene expression in <italic>in vivo</italic> aged short term cultivated human dermal fibroblasts	28475575
5418815	2017	7	Multi-omics approaches to disease	28476144
5436464	2017	1	<italic>De Novo</italic> Assembly of the Liver Transcriptome of the European Starling, <italic>Sturnus vulgaris</italic>	28529652
5431451	2017	1	Cnot3 enhances human embryonic cardiomyocyte proliferation by promoting cell cycle inhibitor mRNA degradation	28473716
5431436	2017	4	Bioinformatic and expression analysis of the <italic>Brassica napus</italic> L. cyclophilins	28473712
5431431	2017	6	DNA methylation and Transcriptome Changes Associated with Cisplatin Resistance in Ovarian Cancer	28473707
5431427	2017	6	Organ-specific transcriptome profiling of metabolic and pigment biosynthesis pathways in the floral ornamental progenitor species <italic>Anthurium amnicola</italic> Dressler	28473720
5420200	2017	1	Genome-wide analysis of WRKY transcription factors in wheat (<italic>Triticum aestivum</italic> L.) and differential expression under water deficit condition	28484671
5418709	2017	1	WebGIVI: a web-based gene enrichment analysis and visualization tool	28472919
5418693	2017	11	Analysis of differentially expressed genes and adaptive mechanisms of <italic>Prunus triloba</italic> Lindl. under alkaline stress	28484361
5417718	2017	2	A global analysis of CNVs in swine using whole genome sequence data and association analysis with fatty acid composition and growth traits	28472114
5417686	2017	1	Expression of teneurins is associated with tumor differentiation and patient survival in ovarian cancer	28472127
5417610	2017	3	Induction of endogenous retroelements as a potential mechanism for mouse-specific drug-induced carcinogenicity	28472135
5417601	2017	1	Ubiquitin carboxyl-terminal esterase L1 (UCHL1) is associated with stem-like cancer cell functions in pediatric high-grade glioma	28472177
5417585	2017	1	Gene expression plasticity across hosts of an invasive scale insect species	28472112
5417569	2017	1	Transcriptome analysis of muskrat scented glands degeneration mechanism	28472080
5417483	2017	20	Gene expression profiling in Pekin duck embryonic breast muscle	28472139
5415614	2017	4	Transcriptomic Identification of Drought-Related Genes and SSR Markers in Sudan Grass Based on RNA-Seq	28523007
5431224	2017	1	Interactive Toxicogenomics: Gene set discovery, clustering and analysis in Toxygates	28469246
5431185	2017	7	Development of a Novel Zebrafish Model for Type 2 Diabetes Mellitus	28469250
5431104	2017	2	Functional organization of protein determinants of meiotic DNA break hotspots	28469148
5415793	2017	22	PRC2 represses transcribed genes on the imprinted inactive X chromosome in mice	28468635
5415728	2017	17	Power analysis for RNA-Seq differential expression studies	28468606
5415137	2017	4	Functional analysis of two sterol regulatory element binding proteins in <italic>Penicillium digitatum</italic>	28467453
5414995	2017	2	Spatial regulation of bone morphogenetic proteins (BMPs) in postnatal articular and growth plate cartilage	28467498
5414387	2017	4	Ectopic Expression of <italic>CDF3</italic> Genes in Tomato Enhances Biomass Production and Yield under Salinity Stress Conditions	28515731
5414317	2017	18	Epistatic and allelic interactions control expression of ribosomal RNA gene clusters in <italic>Arabidopsis thaliana</italic>	28464948
5413580	2017	3	Comparative Analysis of Immune Checkpoint Molecules and Their Potential Role in the Transmissible Tasmanian Devil Facial Tumor Disease	28515726
5413569	2017	8	Time-Course Transcriptome Analysis of Compatible and Incompatible Pollen-Stigma Interactions in <italic>Brassica napus</italic> L.	28515735
5413564	2017	4	Analysis of MADS-Box Gene Family Reveals Conservation in Floral Organ ABCDE Model of Moso Bamboo (<italic>Phyllostachys edulis</italic>)	28515730
5413559	2017	15	Expression of Key Structural Genes of the Phenylpropanoid Pathway Associated with Catechin Epimerization in Tea Cultivars	28515736
5413499	2017	8	Stable Internal Reference Genes for Normalizing Real-Time Quantitative PCR in <italic>Baphicacanthus cusia</italic> under Hormonal Stimuli and UV Irradiation, and in Different Plant Organs	28515733
5431047	2017	5	Identifying disease-associated pathways in one-phenotype data based on reversal gene expression orderings	28465555
5431011	2017	5	Lipidomics and RNA-Seq Study of Lipid Regulation in <italic>Aphis gossypii</italic> parasitized by <italic>Lysiphlebia japonica</italic>	28465512
5431001	2017	1	Comparative transcriptome analysis of venom glands from <italic>Cotesia vestalis</italic> and <italic>Diadromus collaris</italic>, two endoparasitoids of the host <italic>Plutella xylostella</italic>	28465546
5430994	2017	7	Gene expression profiling describes the genetic regulation of <italic>Meloidogyne arenaria</italic> resistance in <italic>Arachis hypogaea</italic> and reveals a candidate gene for resistance	28465503
5430981	2017	2	Hypertension reduces soluble guanylyl cyclase expression in the mouse aorta via the Notch signaling pathway	28465505
5430975	2017	9	Gene co-expression network analysis identifies porcine genes associated with variation in metabolizing fenbendazole and flunixin meglumine in the liver	28465592
5430950	2017	25	Transcriptional landscape of epithelial and immune cell populations revealed through FACS-seq of healthy human skin	28465541
5423769	2017	1	The Sec14-like phosphatidylinositol transfer proteins Sec14l3/SEC14L2 act as GTPase proteins to mediate Wnt/Ca<sup>2+</sup> signaling	28463110
5417068	2017	3	Transcriptome assembly and candidate genes involved in nutritional programming in the swordtail fish <italic>Xiphophorus multilineatus</italic>	28480144
5414344	2017	1	ICoVeR &#x2013; an interactive visualization tool for verification and refinement of metagenomic bins	28464793
5414305	2017	19	Zipper plot: visualizing transcriptional activity of genomic regions	28464823
5414199	2017	38	Transcriptome analysis of smut fungi reveals widespread intergenic transcription and conserved antisense transcript expression	28464849
5414198	2017	1	Purification and characterization of a novel cold adapted fungal glucoamylase	28464820
5414186	2017	1	A high quality assembly of the Nile Tilapia (<italic>Oreochromis niloticus</italic>) genome reveals the structure of two sex determination regions	28464822
5414140	2017	6	Automated multigroup outlier identification in molecular high-throughput data using bagplots and gemplots	28464790
5413350	2017	9	Transcriptome analysis illuminates the nature of the intracellular interaction in a vertebrate-algal symbiosis	28462779
5413345	2017	1	Gasping for air	28462778
5413071	2017	1	Screening candidate microRNAs (miRNAs) in different lambskin hair follicles in Hu sheep	28464030
5413019	2017	2	Crude oil impairs immune function and increases susceptibility to pathogenic bacteria in southern flounder	28464028
5413009	2017	14	Comparative transcriptional profiling of <italic>Gracilariopsis lemaneiformis</italic> in response to salicylic acid- and methyl jasmonate-mediated heat resistance	28464018
5412092	2017	26	<italic>De novo</italic> Transcriptome Profiling of Flowers, Flower Pedicels and Pods of <italic>Lupinus luteus</italic> (Yellow Lupine) Reveals Complex Expression Changes during Organ Abscission	28512462
5412055	2017	8	Comparative analysis of the predicted secretomes of Rosaceae scab pathogens <italic>Venturia inaequalis</italic> and <italic>V. pirina</italic> reveals expanded effector families and putative determinants of host range	28464870
5411455	2017	14	The 25&#x2013;26 nt Small RNAs in <italic>Phytophthora parasitica</italic> Are Associated with Efficient Silencing of Homologous Endogenous Genes	28512457
5411089	2017	21	Optimized approach for Ion Proton RNA sequencing reveals details of RNA splicing and editing features of the transcriptome	28459821
5411082	2017	1	Alternative oxidase (AOX) constitutes a small family of proteins in <italic>Citrus clementina</italic> and <italic>Citrus sinensis</italic> L. Osb	28459876
5411058	2017	6	Evidence for host genetic regulation of altered lipid metabolism in experimental toxoplasmosis supported with gene data mining results	28459857
5411036	2017	50	A comparison of per sample global scaling and per gene normalization methods for differential expression analysis of RNA-seq data	28459823
5410699	2017	1	NIH workshop report on the trans-agency blood&#x2013;brain interface workshop 2016: exploring key challenges and opportunities associated with the blood, brain and their interface	28457227
5410604	2017	2	Genome-Wide Identification and Expression Analysis of the Biotin Carboxyl Carrier Subunits of Heteromeric Acetyl-CoA Carboxylase in <italic>Gossypium</italic>	28507552
5410603	2017	2	ZmDof30 Negatively Regulates the Promoter Activity of the Pollen-Specific Gene <italic>Zm908</italic>	28507558
5410566	2017	5	The DnaJ Gene Family in Pepper (<italic>Capsicum annuum</italic> L.): Comprehensive Identification, Characterization and Expression Profiles	28507559
5430836	2017	1	Genome editing in the mushroom-forming basidiomycete <italic>Coprinopsis cinerea</italic>, optimized by a high-throughput transformation system	28455526
5430789	2017	3	Genome of Paulownia (<italic>Paulownia fortunei</italic>) illuminates the related transcripts, miRNA and proteins for salt resistance	28455522
5430783	2017	18	Systematic identification and characterization of cardiac long intergenic noncoding RNAs in zebrafish	28455512
5430736	2017	6	Role of activating transcription factor 4 in the hepatic response to amino acid depletion by asparaginase	28455513
5428526	2017	16	Gene length and detection bias in single cell RNA sequencing protocols	28529717
5414379	2017	4	HMGA1 amplifies Wnt signalling and expands the intestinal stem cell compartment and Paneth cell niche	28452345
5414365	2017	3	Activin A more prominently regulates muscle mass in primates than does GDF8	28452368
5414350	2017	4	Wheat <italic>Ms2</italic> encodes for an orphan protein that confers male sterility in grass species	28452349
5410065	2017	17	A comprehensive multi-omics approach uncovers adaptations for growth and survival of <italic>Pseudomonas aeruginosa</italic> on <italic>n</italic>-alkanes	28454561
5410061	2017	6	Transcriptome-wide <italic>N</italic><sup><italic>6</italic></sup>-methyladenosine methylome profiling of porcine muscle and adipose tissues reveals a potential mechanism for transcriptional regulation and differential methylation pattern	28454518
5410044	2017	8	The landscape of <italic>BRAF</italic> transcript and protein variants in human cancer	28454577
5409265	2017	15	The Distinct Transcriptional Response of the Midgut of <italic>Amblyomma sculptum</italic> and <italic>Amblyomma aureolatum</italic> Ticks to <italic>Rickettsia rickettsii</italic> Correlates to Their Differences in Susceptibility to Infection	28503490
5409228	2017	1	Identification of a Novel UT-B Urea Transporter in Human Urothelial Cancer	28503151
5409181	2017	9	Altered nucleocytoplasmic proteome and transcriptome distributions in an <italic>in vitro</italic> model of amyotrophic lateral sclerosis	28453527
5408385	2017	1	Cleavage modification did not alter blastomere fates during bryozoan evolution	28454545
5408325	2017	3	Transcriptomic Comparison Reveals Candidate Genes for Triterpenoid Biosynthesis in Two Closely Related <italic>Ilex</italic> Species	28503180
5408085	2017	1	The Pepper RING Finger E3 Ligase, CaDIR1, Regulates the Drought Stress Response via ABA-Mediated Signaling	28503186
5408010	2017	4	Transcriptomic Response of Chinese Yew (<italic>Taxus chinensis</italic>) to Cold Stress	28503178
5414184	2017	4	PARP3 is a promoter of chromosomal rearrangements and limits G4 DNA	28447610
5410154	2017	4	The genetics of venom ontogeny in the eastern diamondback rattlesnake (<italic>Crotalus adamanteus</italic>)	28462047
5410145	2017	33	Analysis of the<italic> in planta</italic> transcriptome expressed by the corn pathogen <italic>Pantoea stewartii</italic> subsp. <italic>stewartii</italic> via RNA-Seq	28462040
5408482	2017	1	An integrated RNAseq-<sup>1</sup>H NMR metabolomics approach to understand soybean primary metabolism regulation in response to Rhizoctonia foliar blight disease	28449662
5408381	2017	9	Altered Ca<sup>2+</sup> homeostasis induces Calpain-Cathepsin axis activation in sporadic Creutzfeldt-Jakob disease	28449707
5407828	2017	7	Zika infection of neural progenitor cells perturbs transcription in neurodevelopmental pathways	28448519
5407815	2017	17	A new <italic>GTF2I-BRAF</italic> fusion mediating MAPK pathway activation in pilocytic astrocytoma	28448514
5407771	2017	15	Transcriptomic analysis of the hepatic response to stress in the red cusk-eel (<italic>Genypterus chilensis</italic>): Insights into lipid metabolism, oxidative stress and liver steatosis	28448552
5407757	2017	2	Suppression of the <italic>Escherichia coli dnaA46</italic> mutation by changes in the activities of the pyruvate-acetate node links DNA replication regulation to central carbon metabolism	28448512
5407755	2017	3	Integrin &#x3B2;1 activation induces an anti-melanoma host response	28448494
5407642	2017	12	A genome-wide analysis of the RNA-guided silencing pathway in coffee reveals insights into its regulatory mechanisms	28448529
5407058	2017	9	Grapevine Grafting: Scion Transcript Profiling and Defense-Related Metabolites Induced by Rootstocks	28496453
5406993	2017	2	LncRNAs and immunity: watchdogs for host pathogen interactions	28465674
5406980	2017	10	Inter- and intra-species variation in genome-wide gene expression of <italic>Drosophila</italic> in response to parasitoid wasp attack	28449654
5406838	2017	9	Genome-wide identification, characterization, and expression profile of aquaporin gene family in flax (<italic>Linum usitatissimum</italic>)	28447607
5406782	2017	1	Expression Analyses of Embryogenesis-Associated Genes during Somatic Embryogenesis of <italic>Adiantum capillus-veneris</italic> L. <italic>In vitro</italic>: New Insights into the Evolution of Reproductive Organs in Land Plants	28496454
5406471	2017	7	Transcriptome Analyses Reveal Candidate Pod Shattering-Associated Genes Involved in the Pod Ventral Sutures of Common Vetch (<italic>Vicia sativa</italic> L.)	28496452
5406457	2017	1	Genome-Wide Identification of Histone Modifiers and Their Expression Patterns during Fruit Abscission in Litchi	28496451
5430828	2017	10	Dynamics of chromatin accessibility during TGF-<bold>&#x3B2;-</bold>induced EMT of Ras-transformed mammary gland epithelial cells	28446749
5430780	2017	9	Transcriptomic response of durum wheat to nitrogen starvation	28446759
5430748	2017	5	Large-scale SNP screenings identify markers linked with GCRV resistant traits through transcriptomes of individuals and cell lines in <italic>Ctenopharyngodon idella</italic>	28446772
5430705	2017	5	Monitoring global protein thiol-oxidation and protein <italic>S-</italic>mycothiolation in <italic>Mycobacterium smegmatis</italic> under hypochlorite stress	28446771
5414202	2017	6	A reciprocal regulatory loop between TAZ/YAP and G-protein G&#x3B1;s regulates Schwann cell proliferation and myelination	28443644
5414051	2017	7	Programming mRNA decay to modulate synthetic circuit resource allocation	28443619
5407026	2017	42	SCALE: modeling allele-specific gene expression by single-cell RNA sequencing	28446220
5406939	2017	3	Proximal methylation features associated with nonrandom changes in gene body methylation	28446217
5406905	2017	6	Human germ/stem cell-specific gene <italic>TEX19</italic> influences cancer cell proliferation and cancer prognosis	28446200
5406893	2017	16	Activity of distinct growth factor receptor network components in breast tumors uncovers two biologically relevant subtypes	28446242
5406032	2017	16	Transcriptome analysis of creeping bentgrass exposed to drought stress and polyamine treatment	28445484
5405695	2017	6	Characterization of the Polycomb-Group Mark H3K27me3 in Unicellular Algae	28491069
5405539	2017	10	Genome-wide analysis of ATP-binding cassette (ABC) transporters in the sweetpotato whitefly, <italic>Bemisia tabaci</italic>	28446145
5405496	2017	2	Flow cytometry sorting of nuclei enables the first global characterization of <italic>Paramecium</italic> germline DNA and transposable elements	28446146
5405463	2017	1	Oral immune priming with <italic>Bacillus thuringiensis</italic> induces a shift in the gene expression of <italic>Tribolium castaneum</italic> larvae	28446171
5405136	2017	14	OsPhyB-Mediating Novel Regulatory Pathway for Drought Tolerance in Rice Root Identified by a Global RNA-Seq Transcriptome Analysis of Rice Genes in Response to Water Deficiencies	28491065
5405134	2017	13	Characterization of the Transcriptomes of Lgr5+ Hair Cell Progenitors and Lgr5- Supporting Cells in the Mouse Cochlea	28491023
5430900	2017	1	Evolutionary history of the extant amphioxus lineage with shallow-branching diversification	28442709
5430779	2017	5	Lsh/HELLS regulates self-renewal/proliferation of neural stem/progenitor cells	28442710
5430750	2017	10	The MAPKKK and MAPKK gene families in banana: identification, phylogeny and expression during development, ripening and abiotic stress	28442729
5414116	2017	1	<italic>Tet2</italic> loss leads to hypermutagenicity in haematopoietic stem/progenitor cells	28440315
5414054	2017	10	Exploiting induced pluripotent stem cell-derived macrophages to unravel host factors influencing <italic>Chlamydia trachomatis</italic> pathogenesis	28440293
5407278	2017	6	Accumulation and expression of multiple antibiotic resistance genes in <italic>Arcobacter cryaerophilus</italic> that thrives in sewage	28462059
5404924	2017	9	Dual leucine zipper kinase-dependent PERK activation contributes to neuronal degeneration following insult	28440222
5404880	2017	12	Pax7 remodels the chromatin landscape in skeletal muscle stem cells	28441415
5404876	2017	14	Two featured series of rRNA-derived RNA fragments (rRFs) constitute a novel class of small RNAs	28441451
5404384	2017	4	Transcriptome Analysis of Cell Wall and NAC Domain Transcription Factor Genes during <italic>Elaeis guineensis</italic> Fruit Ripening: Evidence for Widespread Conservation within Monocot and Eudicot Lineages	28487710
5404328	2017	9	LPS independent activation of the pro-inflammatory receptor Trem1 by C/EBP&#x3B5; in granulocytes	28440307
5404241	2017	4	A Combined Comparative Transcriptomic, Metabolomic, and Anatomical Analyses of Two Key Domestication Traits: Pod Dehiscence and Seed Dormancy in Pea (<italic>Pisum</italic> sp.)	28487704
5404183	2017	1	Association Mapping Reveals Novel Genetic Loci Contributing to Flooding Tolerance during Germination in <italic>Indica</italic> Rice	28487722
5404181	2017	5	Evolutionary Analysis of DELLA-Associated Transcriptional Networks	28487716
5403930	2017	14	Effects of Inhibitors on the Transcriptional Profiling of <italic>Gluconobater oxydans</italic> NL71 Genes after Biooxidation of Xylose into Xylonate	28487685
5403899	2017	4	Network Analysis of the Systemic Response to <italic>Fasciola hepatica</italic> Infection in Sheep Reveals Changes in Fibrosis, Apoptosis, Toll-Like Receptors 3/4, and B Cell Function	28487699
5403885	2017	8	Nicotinamide and WLD<sup>S</sup> Act Together to Prevent Neurodegeneration in Glaucoma	28487632
5403818	2017	5	The More the Merrier&#x2014;Complexity in Long Non-Coding RNA Loci	28487673
5430884	2017	8	Transcriptome analysis on the exoskeleton formation in early developmetal stages and reconstruction scenario in growth-moulting in <italic>Litopenaeus vannamei</italic>	28439089
5430826	2017	3	MicroRNA expression profiling defines the impact of electronic cigarettes on human airway epithelial cells	28439113
5430756	2017	1	Diversity and evolution of sex determination systems in terrestrial isopods	28439127
5430712	2017	1	Bioinformatic Approaches Including Predictive Metagenomic Profiling Reveal Characteristics of Bacterial Response to Petroleum Hydrocarbon Contamination in Diverse Environments	28439121
5404302	2017	6	Multi-class computational evolution: development, benchmark evaluation and application to RNA-Seq biomarker discovery	28450890
5404293	2017	1	DFI-seq identification of environment-specific gene expression in uropathogenic <italic>Escherichia coli</italic>	28438119
5404281	2017	2	Normalized long read RNA sequencing in chicken reveals transcriptome complexity similar to human	28438136
5402980	2017	2	Mutant uromodulin expression leads to altered homeostasis of the endoplasmic reticulum and activates the unfolded protein response	28437467
5402956	2017	4	Expression profiling of <italic>Chrysanthemum crassum</italic> under salinity stress and the initiation of morphological changes	28437448
5402938	2017	1	Bacterial diversity of bacteriomes and organs of reproductive, digestive and excretory systems in two cicada species (Hemiptera: Cicadidae)	28437427
5402928	2017	3	Relationship of the CreBC two-component regulatory system and inner membrane protein CreD with swimming motility in <italic>Stenotrophomonas maltophilia</italic>	28437463
5402651	2017	9	Transcriptomic analysis links gene expression to unilateral pollen-pistil reproductive barriers	28438120
5402646	2017	4	The predictive nature of transcript expression levels on protein expression in adult human brain	28438116
5402284	2017	12	Transcriptome profiling of sulfate deprivation responses in two agarophytes <italic>Gracilaria changii</italic> and <italic>Gracilaria salicornia</italic> (Rhodophyta)	28436444
5402266	2017	1	Human fetal heart specific coexpression network involves congenital heart disease/defect candidate genes	28436429
5402223	2017	2	Transcriptomes of the Premature and Mature Ovaries of an Ascidian, <italic>Ciona intestinalis</italic>	28484427
5401899	2017	13	Transcriptome Analysis of <italic>Arabidopsis thaliana</italic> in Response to <italic>Plasmodiophora brassicae</italic> during Early Infection	28484434
5430657	2017	49	Low-cost, Low-bias and Low-input RNA-seq with High Experimental Verifiability based on Semiconductor Sequencing	28432352
5413953	2017	3	Direct comparison of distinct naive pluripotent states in human embryonic stem cells	28429706
5413951	2017	2	A mouse tissue transcription factor atlas	28429721
5413950	2017	5	A computational systems approach identifies synergistic specification genes that facilitate lineage conversion to prostate tissue	28429718
5413944	2017	7	Bone-in-culture array as a platform to model early-stage bone metastases and discover anti-metastasis therapies	28429794
5401559	2017	2	Transcriptomic analysis of maternally provisioned cues for phenotypic plasticity in the annual killifish, <italic>Austrofundulus limnaeus</italic>	28439397
5400509	2017	2	Switching of metabolic programs in response to light availability is an essential function of the cyanobacterial circadian output pathway	28430105
5400278	2017	6	Diagnostic and prognostic value of long noncoding RNAs as biomarkers in urothelial carcinoma	28430799
5399859	2017	4	A reference floral transcriptome of sexual and apomictic <italic>Paspalum notatum</italic>	28431521
5399857	2017	8	Transcriptome profiling of <italic>Elymus sibiricus,</italic> an important forage grass in Qinghai-Tibet plateau, reveals novel insights into candidate genes that potentially connected to seed shattering	28431567
5399841	2017	10	Iron-regulated small RNA expression as <italic>Neisseria gonorrhoeae</italic> FA 1090 transitions into stationary phase growth	28431495
5399834	2017	12	Functional characterization of cucumber (<italic>Cucumis sativus</italic> L.) Clade V <italic>MLO</italic> genes	28431513
