pmid	year	journal	title
28458561	2017	Onco Targets Ther	Novel insights into circular RNAs in clinical application of carcinomas.
28456962	2017	Methods Mol. Biol.	RNA FISH to Study Zygotic Genome Activation in Early Mouse Embryos.
28456959	2017	Methods Mol. Biol.	Detection of Bidirectional Promoter-Derived lncRNAs from Small-Scale Samples Using Pre-Amplification-Free Directional RNA-seq Method.
28453527	2017	PLoS ONE	Altered nucleocytoplasmic proteome and transcriptome distributions in an in vitro model of amyotrophic lateral sclerosis.
28450890	2017	BioData Min	Multi-class computational evolution: development, benchmark evaluation and application to RNA-Seq biomarker discovery.
28448552	2017	PLoS ONE	Transcriptomic analysis of the hepatic response to stress in the red cusk-eel (Genypterus chilensis): Insights into lipid metabolism, oxidative stress and liver steatosis.
28448519	2017	PLoS ONE	Zika infection of neural progenitor cells perturbs transcription in neurodevelopmental pathways.
28446913	2017	Front Plant Sci	De novo Transcriptome Analysis of Miscanthus lutarioriparius Identifies Candidate Genes in Rhizome Development.
28445484	2017	PLoS ONE	Transcriptome analysis of creeping bentgrass exposed to drought stress and polyamine treatment.
28443134	2017	Front Genet	Characterization of X-Chromosome Gene Expression in Bovine Blastocysts Derived by In vitro Fertilization and Somatic Cell Nuclear Transfer.
28443133	2017	Front Genet	Analysis of Purified Pancreatic Islet Beta and Alpha Cell Transcriptomes Reveals 11β-Hydroxysteroid Dehydrogenase (Hsd11b1) as a Novel Disallowed Gene.
28443127	2017	Front Plant Sci	Transcriptome Analysis of a Female-sterile Mutant (fsm) in Chinese Cabbage (Brassica campestris ssp. pekinensis).
28443074	2017	Front Microbiol	Zinc-Dependent Transcriptional Regulation in Paracoccus denitrificans.
28439397	2017	Evodevo	Transcriptomic analysis of maternally provisioned cues for phenotypic plasticity in the annual killifish, Austrofundulus limnaeus.
28439276	2017	Front Plant Sci	Transcriptome Comparison Reveals the Adaptive Evolution of Two Contrasting Ecotypes of Zn/Cd Hyperaccumulator Sedum alfredii Hance.
28439269	2017	Front Immunol	Genome-Wide Identification of Target Genes for the Key B Cell Transcription Factor Ets1.
28437463	2017	PLoS ONE	Relationship of the CreBC two-component regulatory system and inner membrane protein CreD with swimming motility in Stenotrophomonas maltophilia.
28428792	2017	Front Plant Sci	Identification of Candidate Genes and Biosynthesis Pathways Related to Fertility Conversion by Wheat KTM3315A Transcriptome Profiling.
28426704	2017	PLoS ONE	Population effect model identifies gene expression predictors of survival outcomes in lung adenocarcinoma for both Caucasian and Asian patients.
28424677	2017	Front Microbiol	Responses of the Housefly, Musca domestica, to the Hytrosavirus Replication: Impacts on Host's Vitellogenesis and Immunity.
28424629	2017	Front Physiol	Molecular and Cellular Mechanisms of Apoptosis during Dissociated Spermatogenesis.
28423418	2017	J. Insect Sci.	RNA-Seq Validation of RNAi Identifies Additional Gene Connectivity in Tribolium castaneum (Coleoptera: Tenebrionidae).
28423037	2017	PLoS ONE	Identification of candidate chemosensory genes by transcriptome analysis in Loxostege sticticalis Linnaeus.
28421044	2017	Front Microbiol	Comparative Genomics of Glossina palpalis gambiensis and G. morsitans morsitans to Reveal Gene Orthologs Involved in Infection by Trypanosoma brucei gambiense.
28420963	2017	Front Mol Neurosci	RNA-Seq Analysis of Microglia Reveals Time-Dependent Activation of Specific Genetic Programs following Spinal Cord Injury.
28417376	2017	Methods Mol. Biol.	Identification of Genes Involved in the Degradation of Lignocellulose Using Comparative Transcriptomics.
28414820	2017	PLoS ONE	Transcriptome analysis of the epidermis of the purple quail-like (q-lp) mutant of silkworm, Bombyx mori.
28414763	2017	PLoS ONE	Enhanced offspring predisposition to steatohepatitis with maternal high-fat diet is associated with epigenetic and microbiome alterations.
28413616	2017	F1000Res	-A curated transcriptomic dataset collection relevant to embryonic development associated with in vitro fertilization in healthy individuals and patients with polycystic ovary syndrome.
28413437	2017	Source Code Biol Med	goSTAG: gene ontology subtrees to tag and annotate genes within a set.
28410430	2017	PLoS ONE	Caste-, sex-, and age-dependent expression of immune-related genes in a Japanese subterranean termite, Reticulitermes speratus.
28410298	2017	Cancer J	Identifying Abundant Immunotherapy and Other Targets in Solid Tumors: Integrating RNA-seq and Mass Spectrometry Proteomics Data Sets.
28408911	2017	Front Plant Sci	Metabolic Adaptation, a Specialized Leaf Organ Structure and Vascular Responses to Diurnal N2 Fixation by Nostoc azollae Sustain the Astonishing Productivity of Azolla Ferns without Nitrogen Fertilizer.
28406967	2017	PLoS ONE	Differential transcriptome analysis supports Rhodnius montenegrensis and Rhodnius robustus (Hemiptera, Reduviidae, Triatominae) as distinct species.
28400753	2017	Front Microbiol	The Helicobacter pylori J99 jhp0106 Gene, under the Control of the CsrA/RpoN Regulatory System, Modulates Flagella Formation and Motility.
28396678	2017	Front Plant Sci	Identification of Circular RNAs in Kiwifruit and Their Species-Specific Response to Bacterial Canker Pathogen Invasion.
28392796	2017	Front Plant Sci	Spatiotemporal Transcriptome Analysis Provides Insights into Bicolor Tepal Development in Lilium &quot;Tiny Padhye&quot;.
28392785	2017	Front Microbiol	An Optimized Method for Extracting Bacterial RNA from Mouse Skin Tissue Colonized by Mycobacterium ulcerans.
28386232	2017	Front Physiol	Transcriptomic Profiles Reveal the Interactions of Cd/Zn in Dwarf Polish Wheat (Triticum polonicum L.) Roots.
28384302	2017	PLoS ONE	Nicotinic alpha 7 receptor expression and modulation of the lung epithelial response to lipopolysaccharide.
28382047	2017	Front Plant Sci	Genome-Wide Identification, Expression Patterns, and Functional Analysis of UDP Glycosyltransferase Family in Peach (Prunus persica L. Batsch).
28380031	2017	PLoS ONE	RNA-seq-based analysis of drug-resistant Salmonella enterica serovar Typhimurium selected in vivo and in vitro.
28373841	2017	Front Aging Neurosci	Brain Transcriptome Sequencing of a Natural Model of Alzheimer's Disease.
28367307	2017	Mol Autism	Transcriptome analysis of microglia in a mouse model of Rett syndrome: differential expression of genes associated with microglia/macrophage activation and cellular stress.
28367255	2017	Ann Appl Stat	ROBUST HYPERPARAMETER ESTIMATION PROTECTS AGAINST HYPERVARIABLE GENES AND IMPROVES POWER TO DETECT DIFFERENTIAL EXPRESSION.
28367160	2017	Front Biol (Beijing)	Neural stem cell heterogeneity through time and space in the ventricular-subventricular zone.
28367157	2017	Front Plant Sci	Transcriptome Analysis of the Melon-Fusarium oxysporum f. sp. melonis Race 1.2 Pathosystem in Susceptible and Resistant Plants.
28367140	2017	Front Microbiol	Transcriptomics Indicates Active and Passive Metronidazole Resistance Mechanisms in Three Seminal Giardia Lines.
28365770	2017	J. Insect Sci.	On the Molecular Basis of Division of Labor in Solenopsis invicta (Hymenoptera: Formicidae) Workers: RNA-seq Analysis.
28364805	2017	Pestic Biochem Physiol	Transcriptomic alterations in Sitophilus zeamais in response to allyl isothiocyanate fumigation.
28361040	2017	Front Cell Infect Microbiol	Different Phenotypes of Mature Biofilm in Flavobacterium psychrophilum Share a Potential for Virulence That Differs from Planktonic State.
28358893	2017	PLoS ONE	Halvade-RNA: Parallel variant calling from transcriptomic data using MapReduce.
28356759	2017	Onco Targets Ther	Diagnostic and prognostic roles of IRAK1 in hepatocellular carcinoma tissues: an analysis of immunohistochemistry and RNA-sequencing data from the cancer genome atlas.
28356702	2017	Mol. Vis.	Appropriately differentiated ARPE-19 cells regain phenotype and gene expression profiles similar to those of native RPE cells.
28352276	2017	Front Plant Sci	Transcriptome Changes Associated with Boron Deficiency in Leaves of Two Citrus Scion-Rootstock Combinations.
28350872	2017	PLoS ONE	RNA-sequence analysis of gene expression from honeybees (Apis mellifera) infected with Nosema ceranae.
28349463	2017	Methods Mol. Biol.	In Silico Identification of RNA Modifications from High-Throughput Sequencing Data Using HAMR.
28349462	2017	Methods Mol. Biol.	RiboMeth-seq: Profiling of 2'-O-Me in RNA.
28349453	2017	Methods Mol. Biol.	Genome-Wide Location Analyses of N6-Methyladenosine Modifications (m(6)A-Seq).
28349421	2017	Methods Mol. Biol.	GRO-seq, A Tool for Identification of Transcripts Regulating Gene Expression.
28348864	2017	Microb Genom	DNA uptake sequences in Neisseria gonorrhoeae as intrinsic transcriptional terminators and markers of horizontal gene transfer.
28348845	2017	Microb Genom	Towards the complete small RNome of Acinetobacter baumannii.
28348828	2017	Microb Genom	The RegA regulon exhibits variability in response to altered growth conditions and differs markedly between Rhodobacter species.
28348640	2017	J Genomics	Exploration of small RNA-seq data for small non-coding RNAs in Human Colorectal Cancer.
28348515	2017	Front Neurosci	Transcriptome Analysis of Hypothalamic Gene Expression during Daily Torpor in Djungarian Hamsters (Phodopus sungorus).
28348500	2017	J Comput Graph Stat	Regression Models For Multivariate Count Data.
28346469	2017	PLoS ONE	Computational identifying and characterizing circular RNAs and their associated genes in hepatocellular carcinoma.
28337281	2017	Am J Transl Res	C-MYC-induced upregulation of lncRNA SNHG12 regulates cell proliferation, apoptosis and migration in triple-negative breast cancer.
28337215	2017	Front Plant Sci	Root Adaptive Responses to Aluminum-Treatment Revealed by RNA-Seq in Two Citrus Species With Different Aluminum-Tolerance.
28337209	2017	Front Plant Sci	Transcriptional Responses of Chilean Quinoa (Chenopodium quinoa Willd.) Under Water Deficit Conditions Uncovers ABA-Independent Expression Patterns.
28331289	2017	Drug Des Devel Ther	Transcriptome analysis of endometrial tissues following GnRH agonist treatment in a mouse adenomyosis model.
28326294	2017	Front Cell Infect Microbiol	The Eukaryote-Like Serine/Threonine Kinase STK Regulates the Growth and Metabolism of Zoonotic Streptococcus suis.
28321364	2017	PeerJ	Effect of method of deduplication on estimation of differential gene expression using RNA-seq.
28321286	2017	Mol Autism	CRISPR/Cas9-mediated heterozygous knockout of the autism gene CHD8 and characterization of its transcriptional networks in cerebral organoids derived from iPS cells.
28301587	2017	PLoS ONE	The duplication mutation of Quebec platelet disorder dysregulates PLAU, but not C10orf55, selectively increasing production of normal PLAU transcripts by megakaryocytes but not granulocytes.
28298920	2017	Front Plant Sci	Transcriptomic Profiling of the Maize (Zea mays L.) Leaf Response to Abiotic Stresses at the Seedling Stage.
28298916	2017	Front Plant Sci	Transcriptome Analysis of Flowering Time Genes under Drought Stress in Maize Leaves.
28298915	2017	Front Plant Sci	Transcriptomic Analysis Reveals Mechanisms of Sterile and Fertile Flower Differentiation and Development in Viburnum macrocephalum f. keteleeri.
28297567	2017	Stem Cells Transl Med	Developing a Novel Two-Dimensional Culture System to Enrich Human Prostate Luminal Progenitors that Can Function as a Cell of Origin for Prostate Cancer.
28293249	2017	Front Plant Sci	Transcriptomic Analysis of Thermally Stressed Symbiodinium Reveals Differential Expression of Stress and Metabolism Genes.
28293247	2017	Front Plant Sci	Increase of Fungal Pathogenicity and Role of Plant Glutamine in Nitrogen-Induced Susceptibility (NIS) To Rice Blast.
28293219	2017	Front Microbiol	Insights into Dynamic Polymicrobial Synergy Revealed by Time-Coursed RNA-Seq.
28293077	2017	Bioinformation	A comparative analytical assay of gene regulatory networks inferred using microarray and RNA-seq datasets.
28291811	2017	PLoS ONE	Systematic identification and characterization of long non-coding RNAs in mouse mature sperm.
28289490	2017	Commun Integr Biol	Cooperative processing of primary miRNAs by DUS16 and DCL3 in the unicellular green alga Chlamydomonas reinhardtii.
28286708	2017	PeerJ	Transcriptomic analysis reveals metabolic switches and surface remodeling as key processes for stage transition in Trypanosoma cruzi.
28286508	2017	Front Plant Sci	Global Transcriptome Analysis and Identification of Differentially Expressed Genes in Strawberry after Preharvest Application of Benzothiadiazole and Chitosan.
28280747	2017	J Immunol Res	RNA-Seq Based Transcriptome Analysis of the Type I Interferon Host Response upon Vaccinia Virus Infection of Mouse Cells.
28280498	2017	Front Plant Sci	Understanding Host-Pathogen Interactions with Expression Profiling of NILs Carrying Rice-Blast Resistance Pi9 Gene.
28278262	2017	PLoS ONE	Responses of the picoprasinophyte Micromonas commoda to light and ultraviolet stress.
28278186	2017	PLoS ONE	Comparative transcriptome analysis of the different tissues between the cultivated and wild tomato.
28275336	2017	Front Mol Neurosci	Mapping Gene Expression in Excitatory Neurons during Hippocampal Late-Phase Long-Term Potentiation.
28273165	2017	PLoS ONE	Transcriptome profiling of influenza A virus-infected lung epithelial (A549) cells with lariciresinol-4-β-D-glucopyranoside treatment.
28273117	2017	PLoS ONE	Activation of odorant receptor in colorectal cancer cells leads to inhibition of cell proliferation and apoptosis.
28271066	2017	Biomed Res Int	Visual Display of 5p-arm and 3p-arm miRNA Expression with a Mobile Application.
28265997	2017	Methods Mol. Biol.	A Systems Biology Methodology Combining Transcriptome and Interactome Datasets to Assess the Implications of Cytokinin Signaling for Plant Immune Networks.
28265565	2017	Int J Genomics	The Draft Genome and Transcriptome of the Atlantic Horseshoe Crab, Limulus polyphemus.
28265493	2017	PeerJ	Transcriptome analysis of Polygonum minus reveals candidate genes involved in important secondary metabolic pathways of phenylpropanoids and flavonoids.
28265491	2017	PeerJ	FUCHS-towards full circular RNA characterization using RNAseq.
28265277	2017	Front Plant Sci	Expression Pattern of ERF Gene Family under Multiple Abiotic Stresses in Populus simonii × P. nigra.
28265202	2017	Cancer Cell Int.	MiR-20a-5p promotes radio-resistance by targeting Rab27B in nasopharyngeal cancer cells.
28264066	2017	PLoS ONE	Transcriptomes of three species of Tipuloidea (Diptera, Tipulomorpha) and implications for phylogeny of Tipulomorpha.
28261248	2017	Front Plant Sci	Comparative Transcriptomic Analysis Reveals That Ethylene/H2O2-Mediated Hypersensitive Response and Programmed Cell Death Determine the Compatible Interaction of Sand Pear and Alternaria alternata.
28261246	2017	Front Plant Sci	Possible Role of MADS AFFECTING FLOWERING 3 and B-BOX DOMAIN PROTEIN 19 in Flowering Time Regulation of Arabidopsis Mutants with Defects in Nonsense-Mediated mRNA Decay.
28261241	2017	Front Plant Sci	Analysis of Plant Pan-Genomes and Transcriptomes with GET_HOMOLOGUES-EST, a Clustering Solution for Sequences of the Same Species.
28261234	2017	Front Plant Sci	Phytophthora megakarya and P. palmivora, Causal Agents of Black Pod Rot, Induce Similar Plant Defense Responses Late during Infection of Susceptible Cacao Pods.
28261228	2017	Front Plant Sci	Characterization of the Two-Speed Subgenomes of Fusarium graminearum Reveals the Fast-Speed Subgenome Specialized for Adaption and Infection.
28257485	2017	PLoS ONE	Deep sequencing of the prothoracic gland transcriptome reveals new players in insect ecdysteroidogenesis.
28257428	2017	PLoS ONE	Dietary protein-induced hepatic IGF-1 secretion mediated by PPARγ activation.
28253338	2017	PLoS ONE	RNA-Seq analysis of salinity stress-responsive transcriptome in the liver of spotted sea bass (Lateolabrax maculatus).
28250819	2017	Epigenetics Chromatin	SMYD5 regulates H4K20me3-marked heterochromatin to safeguard ES cell self-renewal and prevent spurious differentiation.
28250805	2017	Algorithms Mol Biol	Playing hide and seek with repeats in local and global de novo transcriptome assembly of short RNA-seq reads.
28250580	2017	Physiol Mol Biol Plants	Genome-wide identification and comparative expression analysis of LEA genes in watermelon and melon genomes.
28249000	2017	PLoS ONE	Stabilization of HIF-1α and HIF-2α, up-regulation of MYCC and accumulation of stabilized p53 constitute hallmarks of CNS-PNET animal model.
28248990	2017	PLoS ONE	A transcriptomic survey of Migdolus fryanus (sugarcane rhizome borer) larvae.
28247361	2017	Methods Mol. Biol.	Bioinformatics for Novel Long Intergenic Noncoding RNA (lincRNA) Identification in Skeletal Muscle Cells.
28243589	2017	Front Cell Dev Biol	Nuclear Compartmentalization Contributes to Stage-Specific Gene Expression Control in Trypanosoma cruzi.
28234981	2017	PLoS ONE	Single nucleotide polymorphism discovery in bovine liver using RNA-seq technology.
28234939	2017	PLoS ONE	Can milk cell or skim milk miRNAs be used as biomarkers for early pregnancy detection in cattle?
28232860	2017	F1000Res	The ISMARA client.
28228849	2017	Mob DNA	Considerations and complications of mapping small RNA high-throughput data to transposable elements.
28228774	2017	Front Plant Sci	Molecular and Functional Characterization of Wheat ARGOS Genes Influencing Plant Growth and Stress Tolerance.
28228764	2017	Front Plant Sci	De novo Transcriptome Assembly of Chinese Kale and Global Expression Analysis of Genes Involved in Glucosinolate Metabolism in Multiple Tissues.
28224052	2017	PeerJ	Compacting and correcting Trinity and Oases RNA-Seq de novo assemblies.
28223998	2017	Front Plant Sci	RNA-seq Analysis of Cold and Drought Responsive Transcriptomes of Zea mays ssp. mexicana L.
28223989	2017	Front Plant Sci	UFGT: The Key Enzyme Associated with the Petals Variegation in Japanese Apricot.
28220433	2017	Methods Mol. Biol.	Small RNA and mRNA Profiling of Arabidopsis in Response to Phytophthora Infection and PAMP Treatment.
28220138	2017	Front Plant Sci	De novo Transcriptome Assembly of Phomopsis liquidambari Provides Insights into Genes Associated with Different Lifestyles in Rice (Oryza sativa L.).
28220135	2017	Front Plant Sci	Differential Gene Expression Analysis in Polygonum minus Leaf upon 24 h of Methyl Jasmonate Elicitation.
28219863	2017	Nan Fang Yi Ke Da Xue Xue Bao	[Expression of miR-140-5p and prediction of its target gene in human mesenchymal stem cells during adipogenic differentiation].
28217130	2017	Front Plant Sci	Transcriptome Analyses Reveal Candidate Genes Potentially Involved in Al Stress Response in Alfalfa.
28212420	2017	PLoS ONE	Transcriptome using Illumina sequencing reveals the traits of spermatogenesis and developing testes in Eriocheir sinensis.
28212394	2017	PLoS ONE	De novo transcriptome analysis and microsatellite marker development for population genetic study of a serious insect pest, Rhopalosiphum padi (L.) (Hemiptera: Aphididae).
28210265	2017	Front Plant Sci	RNA-Seq of Guar (Cyamopsis tetragonoloba, L. Taub.) Leaves: De novo Transcriptome Assembly, Functional Annotation and Development of Genomic Resources.
28209092	2017	Growth Factors	Fibroblast growth factor-1 (FGF-1) promotes adipogenesis by downregulation of carboxypeptidase A4 (CPA4) - a negative regulator of adipogenesis implicated in the modulation of local and systemic insulin sensitivity.
28199372	2017	PLoS ONE	Endometrial factors similarly induced by IFNT2 and IFNTc1 through transcription factor FOXS1.
28197372	2017	Oncoimmunology	FAM13A is associated with non-small cell lung cancer (NSCLC) progression and controls tumor cell proliferation and survival.
28197159	2017	Front Plant Sci	An RNA-Seq Analysis of Grape Plantlets Grown in vitro Reveals Different Responses to Blue, Green, Red LED Light, and White Fluorescent Light.
28196369	2017	Sex Dev	Leveraging Online Resources to Prioritize Candidate Genes for Functional Analyses: Using the Fetal Testis as a Test Case.
28196088	2017	PLoS ONE	Transcriptomic, cellular and life-history responses of Daphnia magna chronically exposed to benzotriazoles: Endocrine-disrupting potential and molting effects.
28194403	2017	Int J Genomics	Comparative RNA-Sequence Transcriptome Analysis of Phenolic Acid Metabolism in Salvia miltiorrhiza, a Traditional Chinese Medicine Model Plant.
28194319	2017	PeerJ	Candidate genes that have facilitated freshwater adaptation by palaemonid prawns in the genus Macrobrachium: identification and expression validation in a model species (M. koombooloomba).
28193032	2017	Anal. Chem.	Transcription Factor Response Elements on Tip: A Sensitive Approach for Large-Scale Endogenous Transcription Factor Quantitative Identification.
28192458	2017	PLoS ONE	Transcriptome analysis of hexaploid hulless oat in response to salinity stress.
28191465	2017	Biomed Res Int	PEDF Is Associated with the Termination of Chondrocyte Phenotype and Catabolism of Cartilage Tissue.
28187408	2017	J Integr Bioinform	Analysis of differential gene expression by RNA-seq data in brain areas of laboratory animals.
28187155	2017	PLoS ONE	In Silico identification and annotation of non-coding RNAs by RNA-seq and De Novo assembly of the transcriptome of Tomato Fruits.
28185579	2017	BMC Bioinformatics	A fuzzy method for RNA-Seq differential expression analysis in presence of multireads.
28185551	2017	BMC Genomics	Assisted transcriptome reconstruction and splicing orthology.
28184252	2017	BioData Min	Gene set analysis controlling for length bias in RNA-seq experiments.
28184248	2017	Biotechnol Biofuels	Expression of Aspergillus niger CAZymes is determined by compositional changes in wheat straw generated by hydrothermal or ionic liquid pretreatments.
28179909	2017	Front Plant Sci	Genome-Wide Identification and Characterization of SPX Domain-Containing Members and Their Responses to Phosphate Deficiency in Brassica napus.
28179897	2017	Front Microbiol	Comparative Transcriptomics Reveals Discrete Survival Responses of S. aureus and S. epidermidis to Sapienic Acid.
28178307	2017	PLoS ONE	Transcriptional regulation of male-sterility in 7B-1 male-sterile tomato mutant.
28174757	2017	Cell Mol Gastroenterol Hepatol	Transcriptional Regulation by ATOH1 and its Target SPDEF in the Intestine.
28170194	2017	Stem Cells Transl Med	Human Adipose-Derived Stem Cells Expanded Under Ambient Oxygen Concentration Accumulate Oxidative DNA Lesions and Experience Procarcinogenic DNA Replication Stress.
28166270	2017	PLoS ONE	Unique genetic responses revealed in RNA-seq of the spleen of chickens stimulated with lipopolysaccharide and short-term heat.
28163789	2017	Genes Nutr	A porcine gluteus medius muscle genome-wide transcriptome analysis: dietary effects of omega-6 and omega-3 fatty acids on biological mechanisms.
28163714	2017	Front Plant Sci	Transcriptomics Analysis of Apple Leaves in Response to Alternaria alternata Apple Pathotype Infection.
28162506	2017	J Pain	(274) RNA-seq based transcriptome profiling of human and mouse dorsal root ganglia provides insight into potential new pain targets.
28158312	2017	PLoS ONE	Haptoglobin expression correlates with tumor differentiation and five-year overall survival rate in hepatocellular carcinoma.
28158238	2017	PLoS ONE	De novo transcriptome sequencing and analysis of male, pseudo-male and female yellow perch, Perca flavescens.
28157484	2017	Stem Cell Reports	Small Molecules Modulate Chromatin Accessibility to Promote NEUROG2-Mediated Fibroblast-to-Neuron Reprogramming.
28155723	2017	BMC Genomics	LocExpress: a web server for efficiently estimating expression of novel transcripts.
28155664	2017	BMC Genomics	Stable feature selection based on the ensemble L 1 -norm support vector machine for biomarker discovery.
28155657	2017	BMC Genomics	A machine learning approach for the identification of key markers involved in brain development from single-cell transcriptomic data.
28154572	2017	Front Plant Sci	Transcriptomic Analysis Implies That GA Regulates Sex Expression via Ethylene-Dependent and Ethylene-Independent Pathways in Cucumber (Cucumis sativus L.).
28154513	2017	Genomics Inform	Investigation of Splicing Quantitative Trait Loci in Arabidopsis thaliana.
28149510	2017	J Anim Sci Biotechnol	Breed and adaptive response modulate bovine peripheral blood cells' transcriptome.
27990269	2017	F1000Res	Disambiguate: An open-source application for disambiguating two species in next generation sequencing data from grafted samples.
28135311	2017	PLoS ONE	Transcriptome Analysis Reveals Comprehensive Insights into the Early Immune Response of Large Yellow Croaker (Larimichthys crocea) Induced by Trivalent Bacterial Vaccine.
28135303	2017	PLoS ONE	MicroRNA and mRNA Transcriptome Profiling in Primary Human Astrocytes Infected with Borrelia burgdorferi.
28135292	2017	PLoS ONE	Prediction of Poly(A) Sites by Poly(A) Read Mapping.
28133637	2017	IEEE EMBS Int Conf Biomed Health Inform	The Selection of Quantification Pipelines for Illumina RNA-seq Data Using a Subsampling Approach.
28133571	2017	PeerJ	Detecting heterogeneity in single-cell RNA-Seq data by non-negative matrix factorization.
