pmid	year	count	title	otherid
5426028	2017	2	Transcriptome analysis of the whitefly, <italic>Bemisia tabaci</italic> MEAM1 during feeding on tomato infected with the crinivirus, <italic>Tomato chlorosis virus,</italic> identifies a temporal shift in gene expression and differential regulation of novel orphan genes	28494755
5426004	2017	1	microRNAs: important regulators of stem cells	28494789
5431907	2017	1	Design, Synthesis and Biological Evaluation of novel Hedgehog Inhibitors for treating Pancreatic Cancer	28490735
5428328	2017	1	Poly(ADP-ribosylation) is present in murine sciatic nerve fibers and is altered in a Charcot-Marie-Tooth-1E neurodegenerative model	28503382
5425979	2017	1	Developmental transitions: integrating environmental cues with hormonal signaling in the chromatin landscape in plants	28490341
5423686	2017	5	HAT2 mediates histone H4K4 acetylation and affects micrococcal nuclease sensitivity of chromatin in <italic>Leishmania donovani</italic>	28486547
5423620	2017	3	Characterization of joining sites of a viral histone H4 on host insect chromosomes	28486493
5431558	2017	4	Expression proteomics study to determine metallodrug targets and optimal drug combinations	28484215
5431507	2017	1	Role of GATA binding protein 4 (GATA4) in the regulation of tooth development <italic>via</italic> GNAI3	28484278
5422987	2017	1	Stabilization of Foxp3 expression by CRISPR-dCas9-based epigenome editing in mouse primary T cells	28503202
5426477	2017	2	Downregulation of long noncoding RNA TUG1 inhibits proliferation and induces apoptosis through the TUG1/miR-142/ZEB2 axis in bladder cancer cells	28503069
5419655	2017	1	Analysis of the functional compatibility of SIV capsid sequences in the context of the FIV gag precursor	28475623
5431436	2017	4	Bioinformatic and expression analysis of the <italic>Brassica napus</italic> L. cyclophilins	28473712
5431427	2017	1	Organ-specific transcriptome profiling of metabolic and pigment biosynthesis pathways in the floral ornamental progenitor species <italic>Anthurium amnicola</italic> Dressler	28473720
5420200	2017	4	Genome-wide analysis of WRKY transcription factors in wheat (<italic>Triticum aestivum</italic> L.) and differential expression under water deficit condition	28484671
5418865	2017	2	Gene expression profile during proliferation and differentiation of rainbow trout adipocyte precursor cells	28472935
5415763	2017	3	RGC32 induces epithelial-mesenchymal transition by activating the Smad/Sip1 signaling pathway in CRC	28470188
5415576	2017	12	Transcription Factors in Fungi: TFome Dynamics, Three Major Families, and Dual-Specificity TFs	28523015
5415563	2017	2	MotomiRs: miRNAs in Motor Neuron Function and Disease	28522960
5431093	2017	2	A HAND to TBX5 Explains the Link Between Thalidomide and Cardiac Diseases	28469241
5415804	2017	3	A novel <italic>TRPS1</italic> mutation in a Moroccan family with Tricho-rhino-phalangeal syndrome type III: case report	28468609
5414959	2017	1	The natural history of molecular functions inferred from an extensive phylogenomic analysis of gene ontology data	28467492
5413559	2017	2	Expression of Key Structural Genes of the Phenylpropanoid Pathway Associated with Catechin Epimerization in Tea Cultivars	28515736
5414287	2017	2	Sequence variations of the <italic>EGR4</italic> gene in Korean men with spermatogenesis impairment	28464846
5414199	2017	1	Transcriptome analysis of smut fungi reveals widespread intergenic transcription and conserved antisense transcript expression	28464849
5414158	2017	1	Post-operative atrial fibrillation examined using whole-genome RNA sequencing in human left atrial tissue	28464817
5413045	2017	3	Global gene expression profiling related to temperature-sensitive growth abnormalities in interspecific crosses between tetraploid wheat and <italic>Aegilops tauschii</italic>	28463975
5413029	2017	1	The distribution of runs of homozygosity and selection signatures in six commercial meat sheep breeds	28463982
5412092	2017	1	<italic>De novo</italic> Transcriptome Profiling of Flowers, Flower Pedicels and Pods of <italic>Lupinus luteus</italic> (Yellow Lupine) Reveals Complex Expression Changes during Organ Abscission	28512462
5411087	2017	5	New <italic>NR5A1</italic> mutations and phenotypic variations of gonadal dysgenesis	28459839
5410700	2017	1	The roles of microRNAs in regulation of mammalian spermatogenesis	28469844
5410603	2017	1	ZmDof30 Negatively Regulates the Promoter Activity of the Pollen-Specific Gene <italic>Zm908</italic>	28507558
5410576	2017	1	PINK1/Parkin-Dependent Mitochondrial Surveillance: From Pleiotropy to Parkinson's Disease	28507507
5410566	2017	16	The DnaJ Gene Family in Pepper (<italic>Capsicum annuum</italic> L.): Comprehensive Identification, Characterization and Expression Profiles	28507559
5430789	2017	1	Genome of Paulownia (<italic>Paulownia fortunei</italic>) illuminates the related transcripts, miRNA and proteins for salt resistance	28455522
5410165	2017	1	Identification of seven novel <italic>ZNF469</italic> mutations in keratoconus patients in a Han Chinese population	28484309
5410061	2017	1	Transcriptome-wide <italic>N</italic><sup><italic>6</italic></sup>-methyladenosine methylome profiling of porcine muscle and adipose tissues reveals a potential mechanism for transcriptional regulation and differential methylation pattern	28454518
5410051	2017	1	MYCbase: a database of functional sites and biochemical properties of Myc in both normal and cancer cells	28454513
5408085	2017	1	The Pepper RING Finger E3 Ligase, CaDIR1, Regulates the Drought Stress Response via ABA-Mediated Signaling	28503186
5408021	2017	1	Generation and Comprehensive Analysis of Host Cell Interactome of the PA Protein of the Highly Pathogenic H5N1 Avian Influenza Virus in Mammalian Cells	28503168
5408019	2017	2	Reward Network Immediate Early Gene Expression in Mood Disorders	28503137
5417590	2017	1	Mammalian Target of Rapamycin (mTOR) Regulates Transforming Growth Factor-&#x3B2;<sub>1</sub> (TGF-&#x3B2;<sub>1</sub>)-Induced Epithelial-Mesenchymal Transition via Decreased Pyruvate Kinase M2 (PKM2) Expression in Cervical Cancer Cells	28446743
5414821	2017	1	Inducing death in tumor cells: roles of the inhibitor of apoptosis proteins	28529715
5414179	2017	2	Functional characterization of a multi-cancer risk locus on chr5p15.33 reveals regulation of <italic>TERT</italic> by ZNF148	28447668
5414039	2017	1	Common variants in <italic>ZMIZ1</italic> and near <italic>NGF</italic> confer risk for primary dysmenorrhoea	28447608
5408469	2017	1	Cystic fibrosis: current therapeutic targets and future approaches	28449677
5408416	2017	1	Differential DNA methylation and lymphocyte proportions in a Costa Rican high longevity region	28465725
5406904	2017	2	Analyzing the genes related to Alzheimer&#x2019;s disease via a network and pathway-based approach	28446202
5406457	2017	1	Genome-Wide Identification of Histone Modifiers and Their Expression Patterns during Fruit Abscission in Litchi	28496451
5430780	2017	1	Transcriptomic response of durum wheat to nitrogen starvation	28446759
5414038	2017	1	A peripheral epigenetic signature of immune system genes is linked to neocortical thickness and memory	28443631
5406883	2017	2	Molecular mechanisms by which HERV-K Gag interferes with HIV-1 Gag assembly and particle infectivity	28446240
5406008	2017	2	Functional genetic variants within the SIRT2 gene promoter in acute myocardial infarction	28445509
5405695	2017	1	Characterization of the Polycomb-Group Mark H3K27me3 in Unicellular Algae	28491069
5405508	2017	4	Differential host gene responses from infection with neurovirulent and partially-neurovirulent strains of Venezuelan equine encephalitis virus	28446152
5405496	2017	1	Flow cytometry sorting of nuclei enables the first global characterization of <italic>Paramecium</italic> germline DNA and transposable elements	28446146
5405136	2017	7	OsPhyB-Mediating Novel Regulatory Pathway for Drought Tolerance in Rice Root Identified by a Global RNA-Seq Transcriptome Analysis of Rice Genes in Response to Water Deficiencies	28491065
5405123	2017	1	The Importance of Being on Time: Regulatory Networks Controlling Photoperiodic Flowering in Cereals	28491078
5405039	2017	3	Genome-wide identification of grain filling genes regulated by the OsSMF1 transcription factor in rice	28444616
5404880	2017	1	Pax7 remodels the chromatin landscape in skeletal muscle stem cells	28441415
5404867	2017	1	A hypomorphic <italic>PIGA</italic> gene mutation causes severe defects in neuron development and susceptibility to complement-mediated toxicity in a human iPSC model	28441409
5404775	2017	1	Comparative transcriptome and proteome analysis reveals a global impact of the nitrogen regulators AreA and AreB on secondary metabolism in <italic>Fusarium fujikuroi</italic>	28441411
5404511	2017	1	Finger Millet: A &#x201C;Certain&#x201D; Crop for an &#x201C;Uncertain&#x201D; Future and a Solution to Food Insecurity and Hidden Hunger under Stressful Environments	28487720
5404268	2017	2	Klf5 Mediates Odontoblastic Differentiation through Regulating Dentin-Specific Extracellular Matrix Gene Expression during Mouse Tooth Development	28440310
5404241	2017	1	A Combined Comparative Transcriptomic, Metabolomic, and Anatomical Analyses of Two Key Domestication Traits: Pod Dehiscence and Seed Dormancy in Pea (<italic>Pisum</italic> sp.)	28487704
5404177	2017	1	Heritable Genomic Fragment Deletions and Small Indels in the Putative ENGase Gene Induced by CRISPR/Cas9 in Barley	28487703
5403899	2017	1	Network Analysis of the Systemic Response to <italic>Fasciola hepatica</italic> Infection in Sheep Reveals Changes in Fibrosis, Apoptosis, Toll-Like Receptors 3/4, and B Cell Function	28487699
5430884	2017	1	Transcriptome analysis on the exoskeleton formation in early developmetal stages and reconstruction scenario in growth-moulting in <italic>Litopenaeus vannamei</italic>	28439089
5430669	2017	1	Limited genomic consequences of hybridization between two African clawed frogs, <italic>Xenopus gilli</italic> and <italic>X</italic>. <italic>laevis</italic> (Anura: Pipidae)	28439068
5404302	2017	1	Multi-class computational evolution: development, benchmark evaluation and application to RNA-Seq biomarker discovery	28450890
5404292	2017	6	Plant genome editing with TALEN and CRISPR	28451378
5404285	2017	1	Proteomic profiling of human intraschisis cavity fluid	28450823
5402651	2017	4	Transcriptomic analysis links gene expression to unilateral pollen-pistil reproductive barriers	28438120
5402173	2017	1	Cytology of Primary Salivary Gland-Type Tumors of the Lower Respiratory Tract: Report of 15 Cases and Review of the Literature	28484699
5401887	2017	3	Potential Involvement of Snail Members in Neuronal Survival and Astrocytic Migration during the Gecko Spinal Cord Regeneration	28484372
5401559	2017	9	Transcriptomic analysis of maternally provisioned cues for phenotypic plasticity in the annual killifish, <italic>Austrofundulus limnaeus</italic>	28439397
5399819	2017	1	Hepatitis C virus NS4B protein induces epithelial-mesenchymal transition by upregulation of Snail	28431572
5430544	2017	1	Transcription Factor Antagonism Controls Enteroendocrine Cell Specification from Intestinal Stem Cells	28428611
5430538	2017	8	Network-assisted analysis of GWAS data identifies a functionally-relevant gene module for childhood-onset asthma	28428554
5399404	2017	1	Association of novel polymorphisms in <italic>TMEM39A</italic> gene with systemic lupus erythematosus in a Chinese Han population	28427360
5398674	2017	2	<italic>Ex vivo</italic> cultures combined with <italic>vivo</italic>-morpholino induced gene knockdown provide a system to assess the role of WT1 and GATA4 during gonad differentiation	28426816
5398589	2017	1	Transcriptome of interstitial cells of Cajal reveals unique and selective gene signatures	28426719
5398557	2017	4	Cloning retinoid and peroxisome proliferator-activated nuclear receptors of the Pacific oyster and <italic>in silico</italic> binding to environmental chemicals	28426724
5397903	2017	1	MicroRNA-27a-3p Modulates the Wnt/&#x3B2;-Catenin Signaling Pathway to Promote Epithelial-Mesenchymal Transition in Oral Squamous Carcinoma Stem Cells by Targeting SFRP1	28425477
5397860	2017	1	Revealing Hidden Conformational Space of LOV Protein VIVID Through Rigid Residue Scan Simulations	28425502
5397753	2017	3	Whole-exome sequencing identifies novel candidate predisposition genes for familial polycythemia vera	28427458
5397531	2017	1	Small RNA and Transcriptome Sequencing Reveal a Potential miRNA-Mediated Interaction Network That Functions during Somatic Embryogenesis in <italic>Lilium pumilum</italic> DC. Fisch.	28473835
5397514	2017	1	Abiotic Stress Tolerance in Plants: Myriad Roles of Ascorbate Peroxidase	28473838
5397496	2017	1	Biotechnological Advancements for Improving Floral Attributes in Ornamental Plants	28473834
5397463	2017	1	Functional Characterization of a Putative <italic>Glycine max ELF4</italic> in Transgenic Arabidopsis and Its Role during Flowering Control	28473844
5430461	2017	1	Response of peanut <italic>Arachis hypogaea</italic> roots to the presence of beneficial and pathogenic fungi by transcriptome analysis	28424511
5396937	2017	1	Inbreeding and selection shape genomic diversity in captive populations: Implications for the conservation of endangered species	28423000
5396889	2017	1	QTL analysis and dissection of panicle components in rice using advanced backcross populations derived from <italic>Oryza Sativa</italic> cultivars HR1128 and &#x2018;Nipponbare&#x2019;	28422981
5396187	2017	3	Critical involvement of ZEB2 in collagen fibrillogenesis: the molecular similarity between Mowat-Wilson syndrome and Ehlers-Danlos syndrome	28422173
5396049	2017	9	Differential Control of Asexual Development and Sterigmatocystin Biosynthesis by a Novel Regulator in <italic>Aspergillus nidulans</italic>	28422127
5395695	2017	3	NF-&#x3BA;B Pathway in Autoinflammatory Diseases: Dysregulation of Protein Modifications by Ubiquitin Defines a New Category of Autoinflammatory Diseases	28469620
5395578	2017	1	Cellular and Molecular Underpinnings of Neuronal Assembly in the Central Auditory System during Mouse Development	28469562
5395571	2017	3	Light-induced Variation in Phenolic Compounds in Cabernet Sauvignon Grapes (<italic>Vitis vinifera</italic> L.) Involves Extensive Transcriptome Reprogramming of Biosynthetic Enzymes, Transcription Factors, and Phytohormonal Regulators	28469625
5394691	2017	1	Widespread patterns of sexually dimorphic gene expression in an avian hypothalamic&#x2013;pituitary&#x2013;gonadal (HPG) axis	28417958
5394108	2017	1	Comprehensive Transcriptome Analyses Reveal Differential Gene Expression Profiles of <italic>Camellia sinensis</italic> Axillary Buds at Para-, Endo-, Ecodormancy, and Bud Flush Stages	28458678
5392922	2017	8	An evolutionarily conserved transcriptional response to viral infection in <italic>Caenorhabditis</italic> nematodes	28415971
5408130	2017	1	Modern Technologies of Solution Nuclear Magnetic Resonance Spectroscopy for Three-dimensional Structure Determination of Proteins Open Avenues for Life Scientists	28487762
5391098	2017	1	TRE5-A retrotransposition profiling reveals putative RNA polymerase III transcription complex binding sites on the <italic>Dictyostelium</italic> extrachromosomal rDNA element	28406973
5390994	2017	1	Methylomic changes in individuals with psychosis, prenatally exposed to endocrine disrupting compounds: Lessons from diethylstilbestrol	28406917
5390988	2017	1	Differential transcriptome analysis supports <italic>Rhodnius montenegrensis</italic> and <italic>Rhodnius robustus</italic> (Hemiptera, Reduviidae, Triatominae) as distinct species	28406967
5390479	2017	3	Disulfide proteomics of rice cultured cells in response to OsRacl and probenazole-related immune signaling pathway in rice	28413359
5390468	2017	4	Enrichment of in vivo transcription data from dietary intervention studies with in vitro data provides improved insight into gene regulation mechanisms in the intestinal mucosa	28413565
5390434	2017	1	Transcriptome analysis reveals potential mechanisms underlying differential heart development in fast- and slow-growing broilers under heat stress	28407751
5390390	2017	3	The Kr&#xFC;ppel-like factor 9 cistrome in mouse hippocampal neurons reveals predominant transcriptional repression via proximal promoter binding	28407733
5390313	2017	1	Complete fold annotation of the human proteome using a novel structural feature space	28406174
5390025	2017	1	Micromanagement of Immune System: Role of miRNAs in Helminthic Infections	28450853
5389986	2017	7	The Interplay of Cofactor Interactions and Post-translational Modifications in the Regulation of the AAA+ ATPase p97	28451587
5389957	2017	1	Syndromic disorder of sex development due to a novel hemizygous mutation in the carboxyl-terminal domain of <italic>ATRX</italic>	28446958
5389809	2017	16	Embryonic loss of human females with partial trisomy 19 identifies region critical for the single active X	28403217
5389118	2017	7	Determining the presence of asthma-related molecules and salivary contamination in exhaled breath condensate	28403875
5389105	2017	1	Defining the transcriptomic landscape of the developing enteric nervous system and its cellular environment	28403821
5389087	2017	1	Characterization of genome-wide segmental duplications reveals a common genomic feature of association with immunity among domestic animals	28403820
5388764	2017	2	MicroRNA and Transcription Factor: Key Players in Plant Regulatory Network	28446918
5429764	2017	1	Genetic dissection of yield traits in super hybrid rice Xieyou9308 using both unconditional and conditional genome-wide association mapping	28400567
5429095	2017	4	Landscape of histone modifications in a sponge reveals the origin of animal <italic>cis</italic>-regulatory complexity	28395144
5388483	2017	3	High density mapping and haplotype analysis of the major stem-solidness locus <italic>SSt1</italic> in durum and common wheat	28399136
5387418	2017	2	Adaptation and evolution of deep-sea scale worms (Annelida: Polynoidae): insights from transcriptome comparison with a shallow-water species	28397791
5387416	2017	1	Whole-Exome Sequencing of Congenital Glaucoma Patients Reveals Hypermorphic Variants in <italic>GPATCH3</italic>, a New Gene Involved in Ocular and Craniofacial Development	28397860
5387399	2017	5	Reproductive stage physiological and transcriptional responses to salinity stress in reciprocal populations derived from tolerant (Horkuch) and susceptible (IR29) rice	28397857
5387360	2017	1	DeepCpG: accurate prediction of single-cell DNA methylation states using deep learning	28395661
5387087	2017	5	The Lysine Methyltransferase G9a in Immune Cell Differentiation and Function	28443098
5387085	2017	1	Structural Characteristics of Simple RNA Repeats Associated with Disease and their Deleterious Protein Interactions	28442996
5387079	2017	1	Expression Profiling of <italic>Castanea</italic> Genes during Resistant and Susceptible Interactions with the Oomycete Pathogen <italic>Phytophthora cinnamomi</italic> Reveal Possible Mechanisms of Immunity	28443110
5386974	2017	2	Viral Vectors for Plant Genome Engineering	28443125
5429719	2017	1	Human PrimPol activity is enhanced by RPA	28396594
5385879	2017	1	Transcriptomic changes in an animal-bacterial symbiosis under modeled microgravity conditions	28393904
5401750	2017	1	Higher-Order Chromatin Regulation of Inflammatory Gene Expression	28490839
5436257	2017	2	Combined Detection of Plasma ZIC1, HOXD10 and RUNX3 Methylation is a Promising Strategy for Early Detection of Gastric Cancer and Precancerous Lesions	28529617
5429720	2017	1	RNA sequence analysis of rat acute experimental pancreatitis with and without fatty liver: a gene expression profiling comparative study	28389636
5384249	2017	3	Transcriptome Analyses of Two <italic>Citrus</italic> Cultivars (<italic>Shiranuhi</italic> and <italic>Huangguogan</italic>) in Seedling Etiolation	28387303
5383992	2017	1	Friedreich Ataxia: current status and future prospects	28405347
5383949	2017	2	Long non-coding RNA XIST regulates PTEN expression by sponging miR-181a and promotes hepatocellular carcinoma progression	28388883
5383725	2017	1	A Quantitative Proteomic Analysis of Brassinosteroid-induced Protein Phosphorylation in Rice (<italic>Oryza sativa</italic> L.)	28439285
5383670	2017	1	Expression of <italic>Pennisetum glaucum</italic> Eukaryotic Translational Initiation Factor 4A (<italic>PgeIF4A</italic>) Confers Improved Drought, Salinity, and Oxidative Stress Tolerance in Groundnut	28439277
5429643	2017	1	Modelling the three-dimensional structure of the right-terminal domain of pospiviroids	28386073
5384227	2017	18	The Pu.1 target gene Zbtb11 regulates neutrophil development through its integrase-like HHCC zinc finger	28382966
5383303	2017	1	MAIT cells are reduced in frequency and functionally impaired in human T lymphotropic virus type 1 infection: Potential clinical implications	28384290
5383199	2017	16	In-depth study of DNA binding of Cys<sub>2</sub>His<sub>2</sub> finger domains in testis zinc-finger protein	28384299
5383035	2017	1	A post-GWAS analysis of predicted regulatory variants and tuberculosis susceptibility	28384278
5382453	2017	4	Expression Profiling Coupled with <italic>In-silico</italic> Mapping Identifies Candidate Genes for Reducing Aflatoxin Accumulation in Maize	28428796
5382222	2017	5	Identification of Candidate Genes and Biosynthesis Pathways Related to Fertility Conversion by Wheat KTM3315A Transcriptome Profiling	28428792
5382174	2017	3	Physiological Functions of the Cellular Prion Protein	28428956
5382363	2017	2	Unique DNA methylation signature in HPV-positive head and neck squamous cell carcinomas	28381277
5382322	2017	1	EcR recruits dMi-2 and increases efficiency of dMi-2-mediated remodelling to constrain transcription of hormone-regulated genes	28378812
5381867	2017	1	Comparative transcriptomics of Entelegyne spiders (Araneae, Entelegynae), with emphasis on molecular evolution of orphan genes	28379977
5381139	2017	1	Association of atrial fibrillation susceptibility genes, atrial fibrillation phenotypes and response to catheter ablation: a gene-based analysis of GWAS data	28381281
5381071	2017	1	Association of gene coding variation and resting metabolic rate in a multi-ethnic sample of children and adults	28417008
5380948	2017	8	MKRN2 is a novel ubiquitin E3 ligase for the p65 subunit of NF-&#x3BA;B and negatively regulates inflammatory responses	28378844
5380682	2017	1	The CRB1 Complex: Following the Trail of Crumbs to a Feasible Gene Therapy Strategy	28424578
5429596	2017	3	Loss of p27<sup>kip1</sup> increases genomic instability and induces radio-resistance in luminal breast cancer cells	28377607
5428866	2017	8	A safety study of high concentration and high frequency intravitreal injection of conbercept in rabbits	28377591
5428698	2017	2	Role of Cytochrome P450 (CYP)1A in Hyperoxic Lung Injury: Analysis of the Transcriptome and Proteome	28377578
5428069	2017	1	Integrated analysis of gene expression and copy number identified potential cancer driver genes with amplification-dependent overexpression in 1,454 solid tumors	28377632
5380431	2017	1	How should the applications of genome editing be assessed and regulated?	28375079
5379515	2017	1	Neurogenetic analysis of childhood disintegrative disorder	28392909
5428780	2017	8	Identification of genes related to salt stress tolerance using intron-length polymorphic markers, association mapping and virus-induced gene silencing in cotton	28373664
5379520	2017	4	Multiple gene variations contributed to congenital heart disease via GATA family transcriptional regulation	28372585
5376697	2017	1	The effects of phosphanegold(I) thiolates on the biological properties of <italic>Acanthamoeba castellanii</italic> belonging to the T4 genotype	28366172
5376554	2017	2	Genetics of Thyroid-Stimulating Hormone Receptor&#x2014;Relevance for Autoimmune Thyroid Disease	28421036
5407854	2017	1	Inhibitor of ppGalNAc-T3-mediated O-glycosylation blocks cancer cell invasiveness and lowers FGF23 levels	28362263
5376300	2017	2	An <italic>in vitro</italic> model of intestinal infection reveals a developmentally regulated transcriptome of <italic>Toxoplasma sporozoites</italic> and a NF-&#x3BA;B-like signature in infected host cells	28362800
5374653	2017	1	Transcriptome analysis of the two unrelated fungal &#x3B2;-lactam producers <italic>Acremonium chrysogenum</italic> and <italic>Penicillium chrysogenum</italic>: Velvet-regulated genes are major targets during conventional strain improvement programs	28359302
5374638	2017	1	Comparative Transcriptomic Analysis of Vernalization- and Cytokinin-Induced Floral Transition in <italic>Dendrobium nobile</italic>	28361995
5374493	2017	1	The low affinity glucose transporter HxtB is also involved in glucose signalling and metabolism in <italic>Aspergillus nidulans</italic>	28361917
5374152	2017	1	Genomics and Comparative Genomic Analyses Provide Insight into the Taxonomy and Pathogenic Potential of Novel <italic>Emmonsia</italic> Pathogens	28409126
5374147	2017	5	Transcriptome Analysis Reveals Candidate Genes Related to Color Fading of &#x2018;Red Bartlett&#x2019; (<italic>Pyrus communis</italic> L.)	28408914
5373528	2017	2	Enhancement of Arabidopsis growth characteristics using genome interrogation with artificial transcription factors	28358915
5372268	2017	3	24h-gene variation effect of combined bevacizumab/erlotinib in advanced non-squamous non-small cell lung cancer using exon array blood profiling	28359318
5371717	2017	3	NapA Mediates a Redox Regulation of the Antioxidant Response, Carbon Utilization and Development in <italic>Aspergillus nidulans</italic>	28424666
5371680	2017	1	Expression of the Maize <italic>Dof1</italic> Transcription Factor in Wheat and Sorghum	28424717
5436254	2017	1	IRF4/MUM1 expression is associated with poor survival outcomes in patients with peripheral T-cell lymphoma	28529614
5372781	2017	2	Bcl11b&#x2014;A Critical Neurodevelopmental Transcription Factor&#x2014;Roles in Health and Disease	28424591
5372324	2017	7	Changes in the <italic>Sclerotinia sclerotiorum</italic> transcriptome during infection of <italic>Brassica napus</italic>	28356071
5372254	2017	2	Tumor microenvironment: driving forces and potential therapeutic targets for breast cancer metastasis	28356139
5428673	2017	1	Rapid generation of a transgene-free powdery mildew resistant tomato by genome deletion	28352080
5428412	2017	3	Pepper CaREL1, a ubiquitin E3 ligase, regulates drought tolerance via the ABA-signalling pathway	28352121
5428057	2017	1	Elevated COX-2 Expression Promotes Angiogenesis Through EGFR/p38-MAPK/Sp1-Dependent Signalling in Pancreatic Cancer	28352075
5389024	2017	4	Modern Genome Editing Technologies in Huntington&#x2019;s Disease Research	28128770
5371216	2017	8	<italic>Sporobolus stapfianus:</italic> Insights into desiccation tolerance in the resurrection grasses from linking transcriptomics to metabolomics	28351347
5370125	2017	2	Exposure to atheroma-relevant 7-oxysterols causes proteomic alterations in cell death, cellular longevity, and lipid metabolism in THP-1 macrophages	28350877
5370121	2017	4	Alcohol-related changes in the intestinal microbiome influence neutrophil infiltration, inflammation and steatosis in early alcoholic hepatitis in mice	28350851
5369198	2017	1	Unraveling the complexity of transcriptomic, metabolomic and quality environmental response of tomato fruit	28347287
5368270	2017	5	Transcription Factor GFI1B in Health and Disease	28401061
5368246	2017	1	Effector Mimics and Integrated Decoys, the Never-Ending Arms Race between Rice and <italic>Xanthomonas oryzae</italic>	28400786
5368188	2017	4	The LIN28/let-7 Pathway in Cancer	28400788
5368169	2017	1	Genomic and Phenomic Screens for Flower Related RING Type Ubiquitin E3 Ligases in <italic>Arabidopsis</italic>	28400782
5429088	2017	1	Insights into electrosensory organ development, physiology and evolution from a lateral line-enriched transcriptome	28346141
5381960	2017	2	Action of CMG with strand-specific DNA blocks supports an internal unwinding mode for the eukaryotic replicative helicase	28346143
5428407	2017	1	Transcriptomic profile of tobacco in response to <italic>Phytophthora nicotianae</italic> infection	28341825
5366136	2017	1	RNA-Seq transcriptomics and pathway analyses reveal potential regulatory genes and molecular mechanisms in high- and low-residual feed intake in Nordic dairy cattle	28340555
5365129	2017	2	Proteomic analysis of injured storage roots in cassava (<italic>Manihot esculenta</italic> Crantz) under postharvest physiological deterioration	28339481
5365109	2017	2	<italic>In silico</italic> search for modifier genes associated with pancreatic and liver disease in Cystic Fibrosis	28339466
5364699	2017	2	Genome evolutionary dynamics followed by diversifying selection explains the complexity of the <italic>Sesamum indicum</italic> genome	28340563
5428484	2017	1	Exploring Approaches for Detecting Protein Functional Similarity within an Orthology-based Framework	28336965
5364712	2017	2	Differential gene expression profiling of endometrium during the mid-luteal phase of the estrous cycle between a repeat breeder (RB) and non-RB cows	28335821
5364625	2017	1	Genome-wide expression profiling establishes novel modulatory roles of vitamin C in THP-1 human monocytic cell line	28335738
5363917	2017	2	Integrated transcriptomic and proteomic analysis of the molecular cargo of extracellular vesicles derived from porcine adipose tissue-derived mesenchymal stem cells	28333993
5363842	2017	9	The mouse genome displays highly dynamic populations of KRAB-zinc finger protein genes and related genetic units	28334004
5362953	2017	2	LOXL2 drives epithelial-mesenchymal transition via activation of IRE1-XBP1 signalling pathway	28332555
5362628	2017	12	Genome-Wide Investigation of WRKY Transcription Factors Involved in Terminal Drought Stress Response in Common Bean	28386267
5362625	2017	1	Non-myogenic Contribution to Muscle Development and Homeostasis: The Role of Connective Tissues	28386539
5362620	2017	1	Chaperones in Polyglutamine Aggregation: Beyond the Q-Stretch	28386214
5428507	2017	5	Transcription factors of <italic>Schizophyllum commune</italic> involved in mushroom formation and modulation of vegetative growth	28331193
5386234	2017	1	Combination of <italic>Cyclamen persicum</italic> Mill. floral gene promoters and chimeric repressors for the modification of ornamental traits in <italic>Torenia fournieri</italic> Lind.	28446955
5364431	2017	5	Regulation of hepatic lipogenesis by the zinc finger protein Zbtb20	28327662
