pmid	year	journal	title
28243260	2017	Iran J Pharm Res	CRISPR/Cas9-based systems: taking recombineering to the next level.
28237120	2017	Meth. Enzymol.	Application of CRISPR/Cas9 to Autophagy Research.
28237116	2017	Meth. Enzymol.	Methods to Study Autophagy in Zebrafish.
28234938	2017	PLoS ONE	CRISPR/Cas9 mediated chicken Stra8 gene knockout and inhibition of male germ cell differentiation.
28232776	2017	Einstein J Biol Med	Origins and Applications of CRISPR-Mediated Genome Editing.
28231254	2017	PLoS ONE	Rapid generation of drug-resistance alleles at endogenous loci using CRISPR-Cas9 indel mutagenesis.
28223821	2017	Onco Targets Ther	Asparaginyl endopeptidase improves the resistance of microtubule-targeting drugs in gastric cancer through IQGAP1 modulating the EGFR/JNK/ERK signaling pathway.
28220435	2017	Methods Mol. Biol.	Rapid Construction of Multiplexed CRISPR-Cas9 Systems for Plant Genome Editing.
28217741	2017	mSphere	Transcriptome-Level Signatures in Gene Expression and Gene Expression Variability during Bacterial Adaptive Evolution.
28217082	2017	Front Mol Neurosci	Genomic Editing of Non-Coding RNA Genes with CRISPR/Cas9 Ushers in a Potential Novel Approach to Study and Treat Schizophrenia.
28215278	2017	Adv. Immunol.	Nucleic Acid Immunity.
28212417	2017	PLoS ONE	SplitAx: A novel method to assess the function of engineered nucleases.
28205168	2017	Methods Mol. Biol.	CRISPR/Cas9-Mediated Generation of Niemann-Pick C1 Knockout Cell Line.
28197365	2017	Oncoimmunology	CRISPR-Cas9-mediated disruption of PD-1 on human T cells for adoptive cellular therapies of EBV positive gastric cancer.
28194150	2017	Front Immunol	Epigenetic Regulation of Interleukin 6 by Histone Acetylation in Macrophages and Its Role in Paraquat-Induced Pulmonary Fibrosis.
28194141	2017	Front Microbiol	Comparative Genomic Analysis of Two Vibrio toranzoniae Strains with Different Virulence Capacity Reveals Clues on Its Pathogenicity for Fish.
28191783	2017	Stem Cells Transl Med	Concise Review: The Potential Use of Intestinal Stem Cells to Treat Patients with Intestinal Failure.
28191500	2017	J Nat Sci	Insights from Genetic Model Systems of Retinal Degeneration: Role of Epsins in Retinal Angiogenesis and VEGFR2 Signaling.
28179977	2017	Comput Struct Biotechnol J	Programmable Genome Editing Tools and their Regulation for Efficient Genome Engineering.
28177771	2017	Biochem. Cell Biol.	Precision genome editing in the CRISPR era.
28174584	2017	Front Plant Sci	An Efficient Visual Screen for CRISPR/Cas9 Activity in Arabidopsis thaliana.
28174572	2017	Front Microbiol	Functional Characterization of Rhoptry Kinome in the Virulent Toxoplasma gondii RH Strain.
28170165	2017	Stem Cells Transl Med	A Rapid Pipeline to Model Rare Neurodevelopmental Disorders with Simultaneous CRISPR/Cas9 Gene Editing.
28168222	2017	mSphere	TgPRELID, a Mitochondrial Protein Linked to Multidrug Resistance in the Parasite Toxoplasma gondii.
28168187	2017	Front Bioeng Biotechnol	An Efficient Electroporation Protocol for the Genetic Modification of Mammalian Cells.
28167953	2017	Front Plant Sci	Biofortification in Millets: A Sustainable Approach for Nutritional Security.
28167937	2017	Front Microbiol	Antiviral Defenses in Plants through Genome Editing.
28167025	2017	Plant Sci.	Genome editing as a tool to achieve the crop ideotype and de novo domestication of wild relatives: Case study in tomato.
28163827	2017	Stand Genomic Sci	The complete genome sequence of the yogurt isolate Streptococcus thermophilus ACA-DC 2.
28163772	2017	Expert Rev Ophthalmol	In vivo versus ex vivo CRISPR therapies for retinal dystrophy.
28155635	2017	BMC Bioinformatics	Genome-wide functional analysis using the barcode sequence alignment and statistical analysis (Barcas) tool.
28146210	2017	Arq. Bras. Cardiol.	The CRISPR/Cas9 System and the Possibility of Genomic Edition for Cardiology.
28134042	2017	Politics Life Sci	On recent advances in human engineering Provocative trends in embryology, genetics, and regenerative medicine.
28132486	2017	Postepy Biochem.	Type II and type V CRISPR effector nucleases from a structural biologist's perspective.
28132023	2017	Brief Funct Genomics	The applications and advances of CRISPR-Cas9 in medical research.
28131278	2017	Mol Ther Nucleic Acids	Reactivating Fetal Hemoglobin Expression in Human Adult Erythroblasts Through BCL11A Knockdown Using Targeted Endonucleases.
28131272	2017	Mol Ther Nucleic Acids	CRISPR-Cas9 for in vivo Gene Therapy: Promise and Hurdles.
28129851	2017	Methods Cell Biol.	Small teleost fish provide new insights into human skeletal diseases.
28129844	2017	Methods Cell Biol.	Studying disorders of vertebrate iron and heme metabolism using zebrafish.
28129840	2017	Methods Cell Biol.	Infectious disease models in zebrafish.
28128770	2017	J Huntingtons Dis	Modern Genome Editing Technologies in Huntington's Disease Research.
28127299	2017	Front Plant Sci	Building a Genetic Manipulation Tool Box for Orchid Biology: Identification of Constitutive Promoters and Application of CRISPR/Cas9 in the Orchid, Dendrobium officinale.
28124028	2017	mSphere	Optimized CRISPR-Cas9 Genome Editing for Leishmania and Its Use To Target a Multigene Family, Induce Chromosomal Translocation, and Study DNA Break Repair Mechanisms.
28123598	2017	J Cancer	Lentiviral CRISPR/Cas9 vector mediated miR-21 gene editing inhibits the epithelial to mesenchymal transition in ovarian cancer cells.
28123038	2017	Nucleic Acids Res.	Intron 1 GATA site enhances ALAS2 expression indispensably during erythroid differentiation.
28118814	2017	BioTechniques	Bxb1 phage recombinase assists genome engineering in Drosophila melanogaster.
28118392	2017	PLoS ONE	Creation of Novel Protein Variants with CRISPR/Cas9-Mediated Mutagenesis: Turning a Screening By-Product into a Discovery Tool.
28115465	2017	Genes Dev.	Targeted CRISPR disruption reveals a role for RNase MRP RNA in human preribosomal RNA processing.
28114767	2017	ACS Nano	Artificial Virus Delivers CRISPR-Cas9 System for Genome Editing of Cells in Mice.
28114398	2017	PLoS ONE	RNA and DNA Targeting by a Reconstituted Thermus thermophilus Type III-A CRISPR-Cas System.
28114340	2017	PLoS Genet.	Complementary Critical Functions of Zfy1 and Zfy2 in Mouse Spermatogenesis and Reproduction.
28114310	2017	PLoS Genet.	A Unique Egg Cortical Granule Localization Motif Is Required for Ovastacin Sequestration to Prevent Premature ZP2 Cleavage and Ensure Female Fertility in Mice.
28114101	2017	Genetics	CRISPR Technology Reveals RAD(51)-ical Mechanisms of Repair in Roundworms: An Educational Primer for Use with &quot;Promotion of Homologous Recombination by SWS-1 in Complex with RAD-51 Paralogs in Caenorhabditis elegans&quot;.
28111552	2017	Front Physiol	Genome Editing of Wnt-1, a Gene Associated with Segmentation, via CRISPR/Cas9 in the Pine Caterpillar Moth, Dendrolimus punctatus.
28111446	2017	Asian-australas. J. Anim. Sci.	Functional analysis of SH3 domain containing ring finger 2 (SH3RF2) during the myogenic differentiation of QM7 cells.
28108032	2017	Theriogenology	Disruption of the sheep BMPR-IB gene by CRISPR/Cas9 in in vitro-produced embryos.
28107504	2017	PLoS ONE	SOX10-Nano-Lantern Reporter Human iPS Cells; A Versatile Tool for Neural Crest Research.
28104200	2017	J. Thorac. Cardiovasc. Surg.	CRISPR genome-editing: A medical revolution.
28103247	2017	PLoS Genet.	Bombyx mori P-element Somatic Inhibitor (BmPSI) Is a Key Auxiliary Factor for Silkworm Male Sex Determination.
28103055	2017	Biochem. Cell Biol.	The discovery and development of the CRISPR system in applications in genome manipulation.
28101863	2017	Subcell. Biochem.	Lessons from Animal Models of Cytoplasmic Intermediate Filament Proteins.
28101689	2017	Recent Results Cancer Res.	Gene Therapeutic Approaches to Overcome ABCB1-Mediated Drug Resistance.
28101685	2017	Recent Results Cancer Res.	Retroviral Vectors for Cancer Gene Therapy.
28101381	2017	Neural Plast.	Loss of Myh14 Increases Susceptibility to Noise-Induced Hearing Loss in CBA/CaJ Mice.
28099519	2017	PLoS ONE	CRISPR-Cas9 Mediated NOX4 Knockout Inhibits Cell Proliferation and Invasion in HeLa Cells.
28097123	2017	Int J Genomics	The Power of CRISPR-Cas9-Induced Genome Editing to Speed Up Plant Breeding.
28097058	2017	PeerJ	Determining virus-host interactions and glycerol metabolism profiles in geographically diverse solar salterns with metagenomics.
28095622	2017	Genesis	TALENs and CRISPR/Cas9 fuel genetically engineered clinically relevant Xenopus tropicalis tumor models.
28092918	2017	J. Mol. Microbiol. Biotechnol.	Complete Sequence and Organization of pFR260, the Bacillus thuringiensis INTA Fr7-4 Plasmid Harboring Insecticidal Genes.
28090577	2017	Mol Cell Oncol	Modeling intratumor heterogeneity through CRISPR-barcodes.
28088640	2017	Bioresour. Technol.	Bioethanol production from cellulosic hydrolysates by engineered industrial Saccharomyces cerevisiae.
28084030	2017	Yeast	Use of a fluoride channel as a new selection marker for fission yeast plasmids and application to fast genome editing with CRISPR/Cas9.
28081254	2017	PLoS ONE	Maternal Supply of Cas9 to Zygotes Facilitates the Efficient Generation of Site-Specific Mutant Mouse Models.
28081156	2017	PLoS ONE	Generation of a Stable Transgenic Swine Model Expressing a Porcine Histone 2B-eGFP Fusion Protein for Cell Tracking and Chromosome Dynamics Studies.
28081148	2017	PLoS ONE	Characterization of Multi-Drug Resistant Enterococcus faecalis Isolated from Cephalic Recording Chambers in Research Macaques (Macaca spp.).
28077422	2017	Am. J. Hypertens.	ANTXR2 Knock-Out Does Not Result in the Development of Hypertension in Rats.
28076467	2017	Mem. Inst. Oswaldo Cruz	The search for novel insecticide targets in the post-genomics era, with a specific focus on G-protein coupled receptors.
28069705	2017	Cardiovasc. Res.	Multilevel analyses of SCN5A mutations in arrhythmogenic right ventricular dysplasia/cardiomyopathy suggest non-canonical mechanisms for disease pathogenesis.
28068387	2017	PLoS ONE	Enhancing Targeted Genomic DNA Editing in Chicken Cells Using the CRISPR/Cas9 System.
28066798	2017	Genes Dis	An NgAgo tool for genome editing: did CRISPR/Cas9 just find a competitor?
28066780	2017	Stem Cell Investig	Efficient CRISPR/Cas9-based gene correction in induced pluripotent stem cells established from fibroblasts of patients with sickle cell disease.
28066481	2017	Front Plant Sci	Precise Genome Modification via Sequence-Specific Nucleases-Mediated Gene Targeting for Crop Improvement.
28066464	2017	Front Plant Sci	DNA-Free Genetically Edited Grapevine and Apple Protoplast Using CRISPR/Cas9 Ribonucleoproteins.
28066461	2017	Front Plant Sci	Targeting the AtCWIN1 Gene to Explore the Role of Invertases in Sucrose Transport in Roots and during Botrytis cinerea Infection.
28066407	2017	Front Microbiol	Highly Efficient CRISPR/Cas9-Mediated Homologous Recombination Promotes the Rapid Generation of Bacterial Artificial Chromosomes of Pseudorabies Virus.
28066403	2017	Front Microbiol	Emerging Sponge Models of Animal-Microbe Symbioses.
28066391	2017	Front Microbiol	CRISPR-Cas Defense System and Potential Prophages in Cyanobacteria Associated with the Coral Black Band Disease.
28065310	2017	Methods Cell Biol.	Analysis of postcytokinetic roles of cytokinetic components in Caenorhabditis elegans.
28065270	2017	Meth. Enzymol.	Functional Study of the Vitamin K Cycle Enzymes in Live Cells.
28062498	2017	Arterioscler. Thromb. Vasc. Biol.	Novel Thrombotic Function of a Human SNP in STXBP5 Revealed by CRISPR/Cas9 Gene Editing in Mice.
28062037	2017	Meth. Enzymol.	Single-Molecule Insight Into Target Recognition by CRISPR-Cas Complexes.
28057368	2017	Int. J. Cardiol.	Genomic translational research: Paving the way to individualized cardiac functional analyses and personalized cardiology.
28056079	2017	PLoS ONE	Genes Linked to Production of Secondary Metabolites in Talaromyces atroroseus Revealed Using CRISPR-Cas9.
28054628	2017	Nature	2017 sneak peek: What the new year holds for science.
28053997	2017	Mol Ther Methods Clin Dev	&quot;Marker of Self&quot; CD47 on lentiviral vectors decreases macrophage-mediated clearance and increases delivery to SIRPA-expressing lung carcinoma tumors.
28053662	2017	Biotechnol Biofuels	Development of a genome-editing CRISPR/Cas9 system in thermophilic fungal Myceliophthora species and its application to hyper-cellulase production strain engineering.
28053071	2017	ILAR J	Mouse Models for Drug Discovery. Can New Tools and Technology Improve Translational Power?
28052722	2017	Biotechnol. Genet. Eng. Rev.	Road to the future of systems biotechnology: CRISPR-Cas-mediated metabolic engineering for recombinant protein production.
28052104	2017	PLoS ONE	Insertional Mutagenesis by CRISPR/Cas9 Ribonucleoprotein Gene Editing in Cells Targeted for Point Mutation Repair Directed by Short Single-Stranded DNA Oligonucleotides.
28049687	2017	Development	Towards a CRISPR view of early human development: applications, limitations and ethical concerns of genome editing in human embryos.
28049282	2017	Korean J. Intern. Med.	CRISPR-Cas9: a promising tool for gene editing on induced pluripotent stem cells.
28046023	2017	PLoS ONE	A Model to Investigate Single-Strand DNA Responses in G1 Human Cells via a Telomere-Targeted, Nuclease-Deficient CRISPR-Cas9 System.
28045957	2017	PLoS Genet.	Normal Levels of Sox9 Expression in the Developing Mouse Testis Depend on the TES/TESCO Enhancer, but This Does Not Act Alone.
28043782	2017	J Genet Genomics	Targeted mutagenesis in rice using CRISPR-Cpf1 system.
28042537	2017	Cell J	The Convenience of Single Homology Arm Donor DNA and CRISPR/Cas9-Nickase for Targeted Insertion of Long DNA Fragment.
28042089	2017	Gene	PAF53 is essential in mammalian cells: CRISPR/Cas9 fails to eliminate PAF53 expression.
28041957	2017	Cell Metab.	Human Pancreatic β Cell lncRNAs Control Cell-Specific Regulatory Networks.
28041849	2017	Cell	Inhibition of CRISPR-Cas9 with Bacteriophage Proteins.
28041633	2017	Trends Neurosci.	Back to the Basics: Cnidarians Start to Fire.
28039465	2017	Oncotarget	CRABP-II enhances pancreatic cancer cell migration and invasion by stabilizing interleukin 8 expression.
28038787	2017	Neuropeptides	Using the CRISPR/Cas9 system to understand neuropeptide biology and regulation.
28035375	2016	Int. J. Oncol.	High Rab11-FIP4 expression predicts poor prognosis and exhibits tumor promotion in pancreatic cancer.
28034840	2016	Yi Chuan	Establishment of porcine Xist knockout model using CRISPR/Cas9 system.
28034789	2016	Plasmid	BIBAC-GW-based vectors for generating reporter lines for site-specific genome editing in planta.
28034696	2016	J. Microbiol. Methods	Molecular characterization of Salmonella Typhimurium isolated in Brazil by CRISPR-MVLST.
28034675	2016	Mol. Biochem. Parasitol.	CRISPR/Cas9 mediated sequential editing of genes critical for ookinete motility in Plasmodium yoelii.
28032012	2016	Rare Dis	Neurodevelopmental models of transcription factor 4 deficiency converge on a common ion channel as a potential therapeutic target for Pitt Hopkins syndrome.
28031487	2016	Proc. Natl. Acad. Sci. U.S.A.	Comprehensive population-based genome sequencing provides insight into hematopoietic regulatory mechanisms.
28031467	2016	J. Biol. Chem.	Maternal Sall4 Is Indispensable for Epigenetic Maturation of Mouse Oocytes.
28031181	2016	Blood	Ibrutinib inhibits pre-BCR(+) B-cell acute lymphoblastic leukemia progression by targeting BTK and BLK.
28030641	2016	PLoS ONE	Validation of Synthetic CRISPR Reagents as a Tool for Arrayed Functional Genomic Screening.
28025172	2016	J. Neurosci. Methods	CRISPR/Cas9 system-mediated impairment of synaptobrevin/VAMP function in postmitotic hippocampal neurons.
28024296	2016	Nature	mTORC1 and muscle regeneration are regulated by the LINC00961-encoded SPAR polypeptide.
28024081	2016	Gene Ther.	Deletion of the GAA repeats from the human frataxin gene using the CRISPR-Cas9 system in YG8R-derived cells and mouse models of Friedreich ataxia.
28018139	2016	Yale J Biol Med	CRISPR-Mediated Epigenome Editing.
28018138	2016	Yale J Biol Med	Editing the Neuronal Genome: a CRISPR View of Chromatin Regulation in Neuronal Development, Function, and Plasticity.
28017968	2016	Leukemia	Mutations in NOTCH1 PEST-domain orchestrate CCL19-driven homing of Chronic Lymphocytic Leukemia cells by modulating the tumor suppressor gene DUSP22.
28017724	2016	Biochem. Biophys. Res. Commun.	Deficiency of succinyl-CoA synthetase α subunit delays development, impairs locomotor activity and reduces survival under starvation in Drosophila.
28017590	2016	Mol. Cell	Fluorescence Amplification Method for Forward Genetic Discovery of Factors in Human mRNA Degradation.
28017588	2016	Mol. Cell	Mutations in Cas9 Enhance the Rate of Acquisition of Viral Spacer Sequences during the CRISPR-Cas Immune Response.
28013241	2016	Evol Med Public Health	OUP: lethal gene drive selects inbreeding.
28011935	2016	J. Immunol.	TTLL12 Inhibits the Activation of Cellular Antiviral Signaling through Interaction with VISA/MAVS.
28011762	2016	Proc. Natl. Acad. Sci. U.S.A.	IDH1 deficiency attenuates gluconeogenesis in mouse liver by impairing amino acid utilization.
28011715	2016	Hum. Mol. Genet.	Generation of Hoxc13 knockout pigs recapitulates human ectodermal dysplasia-9.
28011616	2016	Am. J. Physiol. Lung Cell Mol. Physiol.	Targeted epigenetic editing of SPDEF reduces mucus production in lung epithelial cells.
28011075	2016	Biotechnol. Adv.	Detection of on-target and off-target mutations generated by CRISPR/Cas9 and other sequence-specific nucleases.
28008926	2016	Cell Res.	Long-term propagation of tree shrew spermatogonial stem cells in culture and successful generation of transgenic offspring.
28008849	2016	Med Sci (Paris)	[First use of CRISPR for gene therapy].
28008168	2016	Nat Rev Drug Discov	Cornerstones of CRISPR-Cas in drug discovery and therapy.
28008090	2016	Biochem. J.	Scaling it down: new in vitro tools to get the balance right.
28007784	2016	Genes Dev.	An ensemble of regulatory elements controls Runx3 spatiotemporal expression in subsets of dorsal root ganglia proprioceptive neurons.
28006686	2016	Biosens Bioelectron	Automated microraft platform to identify and collect non-adherent cells successfully gene-edited with CRISPR-Cas9.
28005056	2016	Nature	New CRISPR-Cas systems from uncultivated microbes.
28003315	2016	EMBO J.	COPI-TRAPPII activates Rab18 and regulates its lipid droplet association.
28003131	2016	Methods	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins.
28002843	2016	Invest. Ophthalmol. Vis. Sci.	Loss of Zebrafish Mfrp Causes Nanophthalmia, Hyperopia, and Accumulation of Subretinal Macrophages.
28002713	2016	N. Engl. J. Med.	Tracking the Fate of Cells in Health and Disease.
28000783	2016	Sci Rep	Illegitimate translation causes unexpected gene expression from on-target out-of-frame alleles created by CRISPR-Cas9.
28000776	2016	Sci Rep	Cpf1 Is A Versatile Tool for CRISPR Genome Editing Across Diverse Species of Cyanobacteria.
27999109	2016	Diabetes	A Critical Role for the Type I Interferon Receptor in Virus-Induced Autoimmune Diabetes in Rats.
27998759	2016	Cancer Lett.	The CRISPR/Cas9 system targeting EGFR exon 17 abrogates NF-κB activation via epigenetic modulation of UBXN1 in EGFRwt/vIII glioma cells.
27997583	2016	PLoS ONE	Rapid Generation of Marker-Free P. falciparum Fluorescent Reporter Lines Using Modified CRISPR/Cas9 Constructs and Selection Protocol.
27996021	2016	Sci Rep	tCRISPRi: tunable and reversible, one-step control of gene expression.
27995966	2016	Sci Rep	Identification of an evolutionary conserved structural loop that is required for the enzymatic and biological function of tryptophan 2,3-dioxygenase.
27995873	2016	Microbiology (Reading, Engl.)	The CRISPR-Cas system presents multiple transcriptional units including antisense RNAs that are expressed in minimal medium and up-regulated by pH in Salmonella enterica serovar Typhi.
27995572	2016	Mol. Neurobiol.	Intramuscular Delivery of scAAV9-hIGF1 Prolongs Survival in the hSOD1(G93A) ALS Mouse Model via Upregulation of D-Amino Acid Oxidase.
27995349	2016	Chromosome Res.	The essential Drosophila CLAMP protein differentially regulates non-coding roX RNAs in male and females.
27995308	2016	Plant Cell Rep.	Efficient CRISPR/Cas9-based gene knockout in watermelon.
27994579	2016	Front Microbiol	Intraclonal Genome Stability of the Metallo-β-lactamase SPM-1-producing Pseudomonas aeruginosa ST277, an Endemic Clone Disseminated in Brazilian Hospitals.
27994508	2016	Int. J. Biol. Sci.	CRISPR-Cas9: from Genome Editing to Cancer Research.
27993986	2016	Development	TAEL: a zebrafish-optimized optogenetic gene expression system with fine spatial and temporal control.
27992596	2016	PLoS ONE	Phospholamban Ablation Using CRISPR/Cas9 System Improves Mortality in a Murine Heart Failure Model.
27992415	2016	Nat. Genet.	A genome-wide CRISPR screen identifies a restricted set of HIV host dependency factors.
27992409	2016	Nat. Methods	In vivo high-throughput profiling of CRISPR-Cpf1 activity.
27991506	2016	Nat. Rev. Mol. Cell Biol.	Genome engineering: NHEJ and CRISPR-Cas9 improve gene therapy.
27990003	2016	Biosci Trends	Current status of genome editing in vector mosquitoes: A review.
27989964	2016	Int. J. Biochem. Cell Biol.	Histone acetylation of glucose-induced thioredoxin-interacting protein gene expression in pancreatic islets.
